season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768087,10,91,Bournemouth,Home,41628,80498.0,Eunan O'Kane,eunan-okane,M,True,,,2.0,8.0,5.0,13.0,,,,,,,,,,,1.0,,,,,,,,,,,29.0,,,,,,,,6.4,,,,1.0,1.0,,,2.0,,10.0,5.0,15.0,0,,18.0,,,
2015-16,6768087,10,91,Bournemouth,Home,42690,56981.0,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768087,10,91,Bournemouth,Home,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,4.0,,4.0,20.0,15.0,31.0,1.0,1.0,5.0,,,1.0,,,,1.0,3.0,5.0,,,1.0,,1.0,,,1.0,2.0,90.0,2.0,,,,,,,8.1,,,2.0,1.0,,7.0,,5.0,,28.0,18.0,39.0,5,3.0,64.0,1.0,1.0,
2015-16,6768087,10,91,Bournemouth,Home,42707,56917.0,Steve Cook,steve-cook,D,False,,,4.0,10.0,21.0,31.0,1.0,1.0,5.0,,,,,,,,2.0,2.0,,,1.0,,,,,3.0,1.0,90.0,,,,,,,,6.5,,,,9.0,,,,6.0,,13.0,21.0,34.0,0,1.0,49.0,,,
2015-16,6768087,10,91,Bournemouth,Home,44566,54469.0,Adam Smith,adam-smith,D,True,,,,1.0,2.0,3.0,1.0,,2.0,,,,,,,2.0,3.0,,,,,,,,,,,15.0,,,,,,,,6.2,,,,,,,,,1.0,2.0,2.0,4.0,0,,9.0,,,
2015-16,6768087,10,91,Bournemouth,Home,44823,56872.0,Junior Stanislas,junior-stanislas,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768087,10,91,Bournemouth,Home,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,1.0,5.0,,5.0,1.0,2.0,,,,,,,,,1.0,3.0,,,,,,,,,,22.0,,,,,,,,6.7,,,1.0,,,,,1.0,1.0,7.0,1.0,8.0,1,,12.0,,1.0,
2015-16,6768087,10,91,Bournemouth,Home,100621,78007.0,Joshua King,joshua-king,F,False,,,,6.0,2.0,8.0,1.0,,4.0,,,,,,,4.0,5.0,2.0,,,,,,,1.0,,,61.0,,,,,,,,6.6,,,2.0,,,,,,1.0,8.0,2.0,10.0,2,2.0,19.0,,,
2015-16,6768087,10,91,Bournemouth,Home,238138,126468.0,Tokelo Rantie,tokelo-rantie,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768115,11,91,Bournemouth,Away,1079,6219.0,Sylvain Distin,sylvain-distin,D,False,,,,12.0,30.0,42.0,5.0,4.0,7.0,,,,,,,,5.0,10.0,,,,,,,,1.0,,90.0,,1.0,,,,,,7.1,,,,4.0,1.0,,,3.0,,19.0,35.0,54.0,0,5.0,70.0,,,1.0
2015-16,6768115,11,91,Bournemouth,Away,11764,20037.0,Marc Pugh,marc-pugh,M,False,,,,5.0,3.0,8.0,1.0,1.0,1.0,,,,,,,2.0,4.0,1.0,,,,,,,,1.0,,45.0,,,,,,,,6.1,,,,2.0,1.0,,,1.0,,8.0,6.0,14.0,0,,20.0,,,
2015-16,6768115,11,91,Bournemouth,Away,13159,15885.0,Adam Federici,adam-federici,G,False,,,6.0,3.0,9.0,12.0,,,2.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,3.0,6.3,,,,3.0,,,,13.0,,7.0,12.0,19.0,0,,22.0,,,
2015-16,6768115,11,91,Bournemouth,Away,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,4.0,29.0,24.0,53.0,,,5.0,,,,,,,1.0,1.0,,,,,,,,,3.0,1.0,90.0,,,,,,,,6.8,,,,1.0,,,,7.0,,38.0,25.0,63.0,0,,69.0,,,
2015-16,6768115,11,91,Bournemouth,Away,15152,15149.0,Simon Francis,simon-francis,D,False,1.0,,5.0,30.0,32.0,61.0,3.0,2.0,6.0,,,,,,,,4.0,7.0,,,1.0,,,,,,2.0,90.0,,2.0,,,,,,7.1,,,,4.0,2.0,2.0,,9.0,,37.0,35.0,70.0,0,3.0,84.0,,,2.0
2015-16,6768115,11,91,Bournemouth,Away,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,2.0,32.0,18.0,50.0,2.0,3.0,5.0,,,,1.0,,,,4.0,6.0,,,1.0,,,,,2.0,2.0,90.0,,1.0,,,,,,7.4,,,4.0,,1.0,,,2.0,,36.0,19.0,55.0,4,1.0,72.0,5.0,1.0,1.0
2015-16,6768115,11,91,Bournemouth,Away,20097,20529.0,Glenn Murray,glenn-murray,F,False,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,2.0,4.0,2.0,,,,,,,,,,45.0,,,,,,,,6.4,,,,1.0,,,,,,,3.0,3.0,1,,10.0,2.0,1.0,
2015-16,6768115,11,91,Bournemouth,Away,20545,20669.0,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768115,11,91,Bournemouth,Away,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,1.0,,,24.0,21.0,44.0,3.0,1.0,6.0,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,1.0,90.0,,,,,,,,6.7,,,,3.0,,4.0,,4.0,,35.0,24.0,55.0,1,3.0,86.0,,,
2015-16,6768115,11,91,Bournemouth,Away,39121,48615.0,Harry Arter,harry-arter,M,False,1.0,,3.0,23.0,15.0,37.0,,,4.0,,,,,,,3.0,5.0,4.0,,,1.0,,,,,,1.0,73.0,,,,,,,,6.9,,,1.0,,3.0,1.0,,3.0,,31.0,15.0,45.0,1,1.0,58.0,1.0,1.0,2.0
2015-16,6768115,11,91,Bournemouth,Away,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,,,5.0,17.0,20.0,37.0,,1.0,9.0,,,1.0,1.0,,,1.0,4.0,3.0,,,,,,,,2.0,,90.0,,,,,,,,6.8,,,1.0,2.0,2.0,,,7.0,,23.0,25.0,48.0,2,2.0,61.0,1.0,,
2015-16,6768115,11,91,Bournemouth,Away,44566,54469.0,Adam Smith,adam-smith,D,False,,,2.0,24.0,15.0,39.0,2.0,1.0,4.0,,,,1.0,,,,4.0,4.0,,,1.0,,,,,1.0,1.0,90.0,,1.0,,,,,,6.4,,,1.0,1.0,1.0,4.0,,3.0,,29.0,17.0,42.0,1,1.0,72.0,3.0,1.0,1.0
2015-16,6768115,11,91,Bournemouth,Away,44823,56872.0,Junior Stanislas,junior-stanislas,M,True,2.0,,3.0,21.0,6.0,25.0,,,2.0,,,2.0,,,,3.0,4.0,2.0,,,1.0,,,,,,3.0,45.0,,,,,,,,7.2,,,2.0,,,5.0,,3.0,1.0,27.0,6.0,28.0,4,2.0,50.0,4.0,,
2015-16,6768115,11,91,Bournemouth,Away,46738,20963.0,Lee Tomlin,lee-tomlin,M,True,,,,10.0,1.0,11.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,17.0,1.0,,,,,,,6.8,,,,,,,,,,11.0,1.0,12.0,1,,15.0,,1.0,
2015-16,6768115,11,91,Bournemouth,Away,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768115,11,91,Bournemouth,Away,52023,61302.0,Ryan Allsop,ryan-allsop,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768115,11,91,Bournemouth,Away,100621,78007.0,Joshua King,joshua-king,F,True,,,,3.0,2.0,5.0,1.0,,2.0,,,,,,,2.0,5.0,,,,,,,,,2.0,,45.0,1.0,,,,,,,6.4,,,,,2.0,1.0,,,,5.0,2.0,6.0,1,,14.0,,,
2015-16,6768115,11,91,Bournemouth,Away,369020,167789.0,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768129,12,91,Bournemouth,Home,1079,6219.0,Sylvain Distin,sylvain-distin,D,False,,,6.0,18.0,44.0,62.0,3.0,4.0,4.0,,,,,,,,4.0,8.0,,,2.0,,,,,2.0,,90.0,,,,,,,,7.3,,,,1.0,,,,7.0,1.0,24.0,48.0,72.0,0,4.0,79.0,,,
2015-16,6768129,12,91,Bournemouth,Home,8994,18726.0,Artur Boruc,artur-boruc,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768129,12,91,Bournemouth,Home,13159,15885.0,Adam Federici,adam-federici,G,False,,1.0,6.0,3.0,20.0,23.0,,,5.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,6.4,,,,,,,1.0,7.0,,4.0,20.0,24.0,0,,27.0,,,
2015-16,6768129,12,91,Bournemouth,Home,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,5.0,28.0,26.0,54.0,1.0,1.0,4.0,,,1.0,1.0,,,3.0,5.0,3.0,,,,,,,,2.0,2.0,90.0,,,,,,,,6.7,,,,,,,,6.0,,31.0,28.0,59.0,1,1.0,70.0,3.0,1.0,
2015-16,6768129,12,91,Bournemouth,Home,15152,15149.0,Simon Francis,simon-francis,D,False,,,6.0,26.0,34.0,60.0,1.0,3.0,7.0,,,,,,,,2.0,4.0,,,,,,,,2.0,,90.0,,,,,,,,6.8,,,,2.0,1.0,1.0,,10.0,,35.0,35.0,69.0,0,1.0,78.0,1.0,,
2015-16,6768129,12,91,Bournemouth,Home,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,4.0,38.0,11.0,49.0,1.0,2.0,3.0,,1.0,1.0,4.0,,,2.0,7.0,11.0,,,,,,,1.0,1.0,3.0,90.0,1.0,,,,,,,7.4,,,1.0,,1.0,,,4.0,1.0,41.0,16.0,57.0,3,4.0,79.0,3.0,4.0,1.0
2015-16,6768129,12,91,Bournemouth,Home,20545,20669.0,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768129,12,91,Bournemouth,Home,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,3.0,,6.0,40.0,22.0,59.0,,1.0,7.0,,,,,,,3.0,3.0,6.0,,,,,,,,2.0,1.0,90.0,,,,,,,,7.2,,,1.0,1.0,2.0,7.0,,10.0,,49.0,25.0,67.0,1,2.0,102.0,3.0,1.0,2.0
2015-16,6768129,12,91,Bournemouth,Home,39121,48615.0,Harry Arter,harry-arter,M,False,,,3.0,32.0,19.0,51.0,,,5.0,,,3.0,1.0,,,2.0,7.0,5.0,,,1.0,,,,,,1.0,79.0,,,,,,,,7.0,,,1.0,,3.0,,,3.0,,35.0,19.0,54.0,4,4.0,75.0,1.0,1.0,
2015-16,6768129,12,91,Bournemouth,Home,42690,56981.0,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768129,12,91,Bournemouth,Home,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,7.0,,3.0,33.0,9.0,35.0,1.0,,5.0,1.0,,2.0,,,,2.0,6.0,4.0,,,3.0,,,,,,3.0,90.0,1.0,,,,,,,7.9,,,2.0,1.0,1.0,21.0,,6.0,,59.0,12.0,50.0,5,1.0,87.0,1.0,2.0,1.0
2015-16,6768129,12,91,Bournemouth,Home,42707,56917.0,Steve Cook,steve-cook,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768129,12,91,Bournemouth,Home,44566,54469.0,Adam Smith,adam-smith,D,False,1.0,,2.0,31.0,15.0,45.0,3.0,,6.0,,,,,,,,6.0,1.0,,,1.0,,,,,3.0,1.0,90.0,,,,,,,,6.8,,,1.0,1.0,2.0,3.0,,2.0,,37.0,15.0,49.0,1,1.0,68.0,,,
2015-16,6768129,12,91,Bournemouth,Home,44823,56872.0,Junior Stanislas,junior-stanislas,M,False,1.0,,2.0,23.0,16.0,38.0,,1.0,4.0,,,,,,,,5.0,8.0,,,1.0,,,,,1.0,2.0,73.0,,,,,,,,6.9,,,1.0,,8.0,11.0,,2.0,,41.0,16.0,46.0,1,2.0,73.0,,1.0,4.0
2015-16,6768129,12,91,Bournemouth,Home,46738,20963.0,Lee Tomlin,lee-tomlin,M,True,,,2.0,4.0,5.0,9.0,,,3.0,,,,,,,,1.0,,,,,,,,,,1.0,17.0,,,,,,,,6.6,,,,,1.0,1.0,,2.0,,9.0,5.0,13.0,0,,21.0,1.0,,
2015-16,6768129,12,91,Bournemouth,Home,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,3.0,,3.0,2.0,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,17.0,,,,,,,,6.6,,,,,,,,,,4.0,,4.0,0,,6.0,,1.0,
2015-16,6768129,12,91,Bournemouth,Home,100621,78007.0,Joshua King,joshua-king,F,False,,,1.0,8.0,3.0,11.0,2.0,,2.0,,,,,,,2.0,6.0,2.0,,,1.0,,,,,,1.0,73.0,3.0,,,,,,,7.0,,,1.0,,2.0,,,1.0,2.0,12.0,3.0,15.0,4,1.0,28.0,2.0,,1.0
2015-16,6768129,12,91,Bournemouth,Home,238138,126468.0,Tokelo Rantie,tokelo-rantie,F,True,,,,2.0,,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,11.0,,,,,,,,6.6,,,,,,,,,,3.0,,3.0,0,1.0,5.0,,,
2015-16,6768131,13,91,Bournemouth,Away,1079,6219.0,Sylvain Distin,sylvain-distin,D,False,,,2.0,14.0,32.0,46.0,1.0,5.0,1.0,,,,,,,,1.0,6.0,,,,,,,,3.0,,90.0,,,,,,,,6.8,,,,3.0,,,,4.0,,17.0,35.0,52.0,0,1.0,60.0,,,
2015-16,6768131,13,91,Bournemouth,Away,13159,15885.0,Adam Federici,adam-federici,G,False,,,4.0,2.0,7.0,9.0,,,12.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,1.0,6.6,2.0,2.0,,1.0,,,,11.0,,7.0,9.0,16.0,0,,27.0,,,
2015-16,6768131,13,91,Bournemouth,Away,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,2.0,24.0,27.0,51.0,2.0,2.0,5.0,,,,,,,,3.0,3.0,,,,,,,,4.0,1.0,90.0,,,,,,,,6.9,,,,1.0,1.0,,,4.0,,30.0,28.0,58.0,0,,69.0,1.0,1.0,
2015-16,6768131,13,91,Bournemouth,Away,15152,15149.0,Simon Francis,simon-francis,D,False,1.0,,2.0,23.0,25.0,47.0,4.0,1.0,6.0,,,,2.0,,,,11.0,9.0,,,5.0,,,,,4.0,1.0,90.0,,1.0,1.0,,,,,6.3,,,1.0,,3.0,8.0,,9.0,,42.0,31.0,65.0,1,4.0,103.0,1.0,1.0,3.0
2015-16,6768131,13,91,Bournemouth,Away,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,2.0,32.0,14.0,46.0,2.0,,8.0,,,2.0,,,,1.0,4.0,5.0,,,1.0,,1.0,,,1.0,1.0,90.0,1.0,1.0,,,,,,8.1,,,2.0,,4.0,,,4.0,,39.0,15.0,54.0,5,1.0,74.0,3.0,,4.0
2015-16,6768131,13,91,Bournemouth,Away,20097,20529.0,Glenn Murray,glenn-murray,F,True,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,1.0,2.0,0,,5.0,,,1.0
2015-16,6768131,13,91,Bournemouth,Away,20545,20669.0,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,,1.0,1.0,,
2015-16,6768131,13,91,Bournemouth,Away,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,,,2.0,22.0,14.0,36.0,,3.0,3.0,,,,,,,1.0,1.0,5.0,,,,,,,,2.0,,90.0,,,,,,,,6.6,,,,3.0,1.0,,,7.0,,29.0,18.0,47.0,0,,69.0,,1.0,1.0
2015-16,6768131,13,91,Bournemouth,Away,39121,48615.0,Harry Arter,harry-arter,M,False,,,4.0,40.0,26.0,66.0,1.0,1.0,13.0,,,,,,,5.0,6.0,5.0,,,,,,,,,2.0,89.0,1.0,,,,,,,7.1,,,,1.0,,,,6.0,,50.0,26.0,76.0,1,2.0,91.0,1.0,2.0,
2015-16,6768131,13,91,Bournemouth,Away,41628,80498.0,Eunan O'Kane,eunan-okane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768131,13,91,Bournemouth,Away,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,1.0,,4.0,22.0,14.0,35.0,,1.0,8.0,,,2.0,1.0,,,1.0,4.0,4.0,,,2.0,1.0,,,,1.0,2.0,80.0,,,,,,,,7.1,,,,1.0,1.0,5.0,,6.0,1.0,35.0,15.0,45.0,2,,69.0,1.0,2.0,1.0
2015-16,6768131,13,91,Bournemouth,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,4.0,11.0,35.0,46.0,1.0,4.0,4.0,,,,,,,,1.0,4.0,,,,,,,,2.0,,90.0,,2.0,,,,,,6.9,,,3.0,6.0,,,,7.0,,14.0,38.0,52.0,3,,66.0,,,
2015-16,6768131,13,91,Bournemouth,Away,44566,54469.0,Adam Smith,adam-smith,D,True,,,,,,,1.0,,1.0,,,,1.0,,,1.0,3.0,1.0,,,,,,,,,,10.0,,1.0,,,,,,6.2,,,,,,,,,,,,,0,1.0,4.0,,,
2015-16,6768131,13,91,Bournemouth,Away,44823,56872.0,Junior Stanislas,junior-stanislas,M,False,,,1.0,26.0,10.0,36.0,2.0,,4.0,1.0,,1.0,1.0,,,1.0,6.0,5.0,,,,1.0,,,,3.0,4.0,90.0,,,,,,,,7.3,,,,1.0,5.0,4.0,,1.0,2.0,41.0,11.0,48.0,1,2.0,72.0,2.0,,3.0
2015-16,6768131,13,91,Bournemouth,Away,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768131,13,91,Bournemouth,Away,52023,61302.0,Ryan Allsop,ryan-allsop,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768131,13,91,Bournemouth,Away,100621,78007.0,Joshua King,joshua-king,F,False,,,,16.0,3.0,19.0,,1.0,2.0,,,1.0,,,,2.0,5.0,6.0,,,1.0,,1.0,,,,2.0,86.0,2.0,,,,,,,7.7,,,,2.0,6.0,,,,2.0,17.0,3.0,20.0,3,,42.0,4.0,1.0,4.0
2015-16,6768131,13,91,Bournemouth,Away,369020,167789.0,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768134,14,91,Bournemouth,Home,1079,6219.0,Sylvain Distin,sylvain-distin,D,False,,,2.0,7.0,31.0,38.0,2.0,3.0,4.0,,,,1.0,,,,3.0,3.0,,,,,,,,6.0,,90.0,,,,,,,,6.6,,,,4.0,,,,3.0,,13.0,32.0,45.0,0,,55.0,,,
2015-16,6768134,14,91,Bournemouth,Home,13159,15885.0,Adam Federici,adam-federici,G,False,,,1.0,1.0,2.0,3.0,,,3.0,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,6.6,3.0,3.0,,1.0,,,,1.0,,1.0,2.0,3.0,0,,10.0,,,
2015-16,6768134,14,91,Bournemouth,Home,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,11.0,49.0,34.0,83.0,1.0,1.0,10.0,,,1.0,2.0,,,,3.0,6.0,,,,,,,,2.0,1.0,90.0,,2.0,,,,,,7.4,,,,1.0,1.0,,,14.0,,59.0,39.0,98.0,1,4.0,112.0,1.0,,1.0
2015-16,6768134,14,91,Bournemouth,Home,15152,15149.0,Simon Francis,simon-francis,D,False,,,6.0,27.0,36.0,63.0,2.0,2.0,9.0,,,,1.0,,,1.0,7.0,6.0,,1.0,,,,,,3.0,,90.0,,1.0,,,,,,6.3,,,,7.0,4.0,4.0,,11.0,,38.0,40.0,74.0,0,3.0,114.0,,,1.0
2015-16,6768134,14,91,Bournemouth,Home,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,3.0,34.0,7.0,41.0,1.0,,5.0,,,,3.0,,,2.0,9.0,5.0,,,1.0,,,,,3.0,1.0,90.0,1.0,,,,,,,6.6,,,1.0,1.0,2.0,,,4.0,,40.0,9.0,49.0,2,4.0,68.0,2.0,1.0,
2015-16,6768134,14,91,Bournemouth,Home,20097,20529.0,Glenn Murray,glenn-murray,F,True,,,,4.0,,4.0,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,1.0,14.0,,,,,,,,7.0,,,1.0,,,,,,,6.0,,6.0,1,,9.0,,1.0,
2015-16,6768134,14,91,Bournemouth,Home,20545,20669.0,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768134,14,91,Bournemouth,Home,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,4.0,,,30.0,16.0,42.0,,,8.0,1.0,1.0,,,,,1.0,1.0,2.0,,,,1.0,,,,2.0,4.0,90.0,1.0,,,,,,,7.5,,,2.0,1.0,,5.0,,1.0,,36.0,17.0,48.0,3,2.0,77.0,2.0,,
2015-16,6768134,14,91,Bournemouth,Home,39121,48615.0,Harry Arter,harry-arter,M,False,,,2.0,28.0,16.0,44.0,,1.0,4.0,,,,3.0,,,4.0,7.0,5.0,,,,,,,,,3.0,76.0,,,,,,,,6.9,,,1.0,1.0,,,,5.0,,32.0,20.0,52.0,1,4.0,65.0,2.0,,
2015-16,6768134,14,91,Bournemouth,Home,41628,80498.0,Eunan O'Kane,eunan-okane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768134,14,91,Bournemouth,Home,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,2.0,,4.0,22.0,13.0,33.0,2.0,,10.0,,,,,,,1.0,4.0,3.0,,,,,,,,2.0,2.0,90.0,3.0,,,,,,,7.2,,,,,1.0,11.0,,8.0,,43.0,16.0,48.0,3,2.0,77.0,,1.0,
2015-16,6768134,14,91,Bournemouth,Home,42707,56917.0,Steve Cook,steve-cook,D,False,,,,5.0,9.0,14.0,3.0,3.0,4.0,,,,,,,,3.0,3.0,,,,,,,,1.0,,45.0,1.0,1.0,,,,,,6.5,,,,3.0,,,,3.0,,10.0,11.0,21.0,1,,27.0,,,
2015-16,6768134,14,91,Bournemouth,Home,44566,54469.0,Adam Smith,adam-smith,D,True,1.0,,1.0,19.0,7.0,25.0,,,4.0,,,,,,,,2.0,3.0,,,2.0,,1.0,,,2.0,1.0,45.0,1.0,,,,,,,7.5,,,,,1.0,1.0,,1.0,,21.0,8.0,28.0,1,1.0,42.0,2.0,1.0,1.0
2015-16,6768134,14,91,Bournemouth,Home,44823,56872.0,Junior Stanislas,junior-stanislas,M,False,,,2.0,25.0,7.0,32.0,,2.0,3.0,,,2.0,,,,1.0,4.0,3.0,,,1.0,,2.0,,,,2.0,90.0,2.0,,,,,,,7.9,,,,1.0,3.0,6.0,,2.0,,38.0,7.0,39.0,4,,61.0,1.0,,1.0
2015-16,6768134,14,91,Bournemouth,Home,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768134,14,91,Bournemouth,Home,52023,61302.0,Ryan Allsop,ryan-allsop,G,True,,,1.0,1.0,6.0,7.0,,,5.0,,,,,,,,,,,,,,,1.0,,,,45.0,,,,,,,,6.3,,,,,,,,2.0,,2.0,6.0,8.0,0,,11.0,,,
2015-16,6768134,14,91,Bournemouth,Home,100621,78007.0,Joshua King,joshua-king,F,False,,,,11.0,7.0,18.0,,,8.0,1.0,,1.0,3.0,,,3.0,11.0,9.0,,,2.0,1.0,,,,1.0,1.0,90.0,1.0,,,,,,,7.3,,,,1.0,8.0,2.0,,,2.0,18.0,7.0,23.0,2,2.0,47.0,3.0,2.0,5.0
2015-16,6768134,14,91,Bournemouth,Home,369020,167789.0,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768158,15,91,Bournemouth,Away,8994,18726.0,Artur Boruc,artur-boruc,G,False,,1.0,6.0,4.0,11.0,15.0,,,13.0,,,,,,,,,,,,,,,2.0,,,,90.0,,,,,,,1.0,8.4,5.0,7.0,,1.0,,,1.0,29.0,,25.0,13.0,38.0,0,,53.0,,,
2015-16,6768158,15,91,Bournemouth,Away,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,4.0,16.0,21.0,37.0,1.0,3.0,7.0,,,,,,,,4.0,3.0,,,3.0,,,,,5.0,,90.0,,,,,,,,7.0,,,,6.0,,,,4.0,,20.0,25.0,45.0,0,,59.0,1.0,,
2015-16,6768158,15,91,Bournemouth,Away,15152,15149.0,Simon Francis,simon-francis,D,False,,,1.0,7.0,18.0,25.0,1.0,3.0,4.0,,,,1.0,,,,3.0,7.0,,,1.0,,,,,3.0,,90.0,,1.0,,,,,,7.3,,,,8.0,2.0,,,6.0,,13.0,22.0,35.0,0,2.0,52.0,,,2.0
2015-16,6768158,15,91,Bournemouth,Away,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,1.0,13.0,10.0,23.0,1.0,,7.0,,1.0,1.0,4.0,,,4.0,11.0,5.0,,,,,,,,1.0,2.0,90.0,1.0,,,,,,,6.5,,,,3.0,4.0,,,2.0,,15.0,11.0,26.0,2,3.0,51.0,4.0,,2.0
2015-16,6768158,15,91,Bournemouth,Away,20097,20529.0,Glenn Murray,glenn-murray,F,True,,,,2.0,2.0,4.0,,1.0,1.0,,,,1.0,,,,2.0,1.0,,,1.0,,1.0,,,,1.0,10.0,1.0,,,,,,,7.3,,,,,,,,,,3.0,2.0,5.0,1,,6.0,,,
2015-16,6768158,15,91,Bournemouth,Away,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,,,,7.0,13.0,20.0,,,5.0,,,,,,,1.0,2.0,2.0,,,,,,,,1.0,,90.0,,,,,,,,6.8,,,,1.0,3.0,,,2.0,,10.0,14.0,24.0,0,,41.0,,,2.0
