season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,886363,430871,Matheus Cunha,matheus-cunha,F,False,1.0,,2.0,12.0,6.0,17.0,2.0,,4.0,,,1.0,1.0,,,1.0,8.0,4.0,,,0.0161003,0.203,0.5814,1.0,0.0,,,,,1.0,,,90.0,2.0,,,,,,19.0,,7.1,,,1.0,2.0,6.0,10.0,,2.0,1.0,23.0,7.0,20.0,4,1.0,49.0,3.0,,3.0,1.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,16.0,19.0,35.0,,,3.0,,,,,,,,2.0,6.0,,,0.0299501,,,2.0,0.0,,,,,1.0,,,86.0,,,,,,,8.0,,7.1,,,,6.0,4.0,1.0,,1.0,,19.0,22.0,40.0,0,2.0,66.0,,,4.0,1.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,2.0,12.0,6.0,18.0,,,,,,,1.0,,,,1.0,,,,0.0389643,,,,0.0,,,,,,,,13.0,,,,,,,2.0,,6.6,,,,,,1.0,,2.0,,14.0,6.0,19.0,0,,20.0,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,1014835,501837,Yerson Mosquera,yerson-mosquera,D,False,,,,12.0,34.0,46.0,1.0,1.0,4.0,,,1.0,2.0,,,,3.0,7.0,,,0.00377287,0.0964,,,0.0,,,,,3.0,,,90.0,,1.0,,,,,10.0,,7.2,,,,5.0,,1.0,,2.0,,17.0,38.0,54.0,1,5.0,75.0,,1.0,,3.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,1015267,448089,João Gomes,joao-gomes,M,False,1.0,,2.0,29.0,21.0,49.0,2.0,,7.0,,,,1.0,,,,3.0,6.0,,,0.0195547,0.0799,,,0.0,,,,,,,,90.0,,,,,,,4.0,,7.1,,,1.0,,,1.0,,2.0,,33.0,21.0,53.0,1,5.0,63.0,,1.0,,3.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,1035996,509291,André,andre,M,False,,,4.0,15.0,25.0,40.0,,,4.0,,,,,,,1.0,4.0,5.0,,,0.170875,,,3.0,0.0,,,,,,1.0,,77.0,,1.0,,,,,1.0,,7.1,,,,,1.0,,,4.0,,15.0,25.0,40.0,0,2.0,49.0,,2.0,1.0,1.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,3.0,1.0,4.0,,,,,,,,,,,1.0,2.0,,,0.00422554,,,1.0,0.0,,,,,,,,13.0,,,,,,,7.0,,6.8,,,,,1.0,1.0,,,,8.0,2.0,9.0,0,1.0,13.0,1.0,,1.0,1.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,2.0,15.0,35.0,50.0,,2.0,3.0,,,,1.0,,,,2.0,6.0,,,0.00447678,0.0682,,1.0,0.0,,,,,2.0,1.0,,90.0,,,,,,,6.0,,6.7,,,1.0,3.0,1.0,,,6.0,,19.0,37.0,56.0,1,2.0,67.0,,1.0,1.0,1.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,4.0,4.0,16.0,20.0,,,9.0,,,,,,,,,,,,0.00255471,,,,0.0,,-1.2391,,,,,,90.0,,,,,,,10.0,,6.0,,,,1.0,,,,14.0,,12.0,18.0,30.0,0,,37.0,,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,,16.0,16.0,32.0,1.0,,5.0,,,,1.0,,,,5.0,2.0,,,0.00889207,,,2.0,0.0,,,,,1.0,,,90.0,,1.0,,,,,8.0,,6.1,,,,2.0,2.0,,,4.0,,17.0,22.0,39.0,0,1.0,56.0,,,1.0,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,0.00139014,,,,0.0,,,,,,,,25.0,,,,,,,4.0,,6.5,,,,,,,,,,2.0,3.0,5.0,0,,8.0,,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,307284,151086,Mario Lemina,mario-lemina,M,False,1.0,,1.0,6.0,9.0,14.0,2.0,2.0,3.0,,,,1.0,,,2.0,8.0,7.0,,,0.0245474,0.1862,0.8357,1.0,0.0,,,,,,,,90.0,2.0,,,,,,12.0,,6.5,,,,1.0,2.0,1.0,,1.0,1.0,10.0,10.0,19.0,2,5.0,39.0,3.0,,,2.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,False,,,1.0,9.0,7.0,16.0,1.0,,,,,,,,,1.0,5.0,3.0,,,0.191138,,,,0.0,,,,,,2.0,,71.0,,,,,,,7.0,,6.6,,,,,3.0,1.0,,1.0,,10.0,8.0,17.0,0,,28.0,,3.0,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,1.0,,4.0,4.0,,,,,,,,,,,2.0,,,,2.813e-05,,,2.0,0.0,,,,,,,,8.0,,,,,,,3.0,,5.9,,,,1.0,,,,1.0,,2.0,5.0,7.0,0,,9.0,,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,5.0,1.0,6.0,2.0,4.0,1.0,,,1.0,,,,,3.0,4.0,,,0.00899486,0.0485,0.1319,1.0,0.0,,,,,,,,65.0,1.0,,,,,,2.0,,6.9,,,,1.0,,,,,1.0,6.0,2.0,8.0,2,,12.0,,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,886363,430871,Matheus Cunha,matheus-cunha,F,False,4.0,,1.0,24.0,10.0,30.0,,,4.0,,,,4.0,,,3.0,11.0,5.0,,,0.216867,0.0281,0.1567,3.0,0.0,1.0,,,,1.0,3.0,,90.0,1.0,,,,,,12.0,,7.4,,,,1.0,4.0,7.0,,1.0,2.0,31.0,10.0,34.0,1,,57.0,,3.0,2.0,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,22.0,12.0,34.0,,,4.0,,,3.0,1.0,,,,3.0,3.0,,,0.0151401,0.1257,,2.0,0.0,,,,,,,,90.0,,,,,,,10.0,,6.3,,,,2.0,2.0,1.0,,2.0,,26.0,15.0,40.0,3,1.0,59.0,1.0,,2.0,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,1.0,3.0,,3.0,,,2.0,,,,,,,,,1.0,,,0.00661071,,,,0.0,,,,,,,,8.0,,,,,,,6.0,,6.3,,,,,,,,3.0,,4.0,1.0,5.0,0,1.0,11.0,2.0,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,1.0,1.0,2.0,1.0,,,,,,,,,,1.0,4.0,,,0.00120333,,,,0.0,,,,,,,,19.0,,,,,,,4.0,,6.6,,,,1.0,,,,1.0,,3.0,2.0,5.0,0,4.0,12.0,1.0,,,1.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,1014835,501837,Yerson Mosquera,yerson-mosquera,D,False,,,8.0,14.0,34.0,48.0,,2.0,,,,,,1.0,,1.0,3.0,3.0,,,0.00570001,,,2.0,0.0,,,,,3.0,1.0,,82.0,,2.0,,,,,5.0,,7.8,,,,5.0,,,,10.0,1.0,15.0,35.0,50.0,0,1.0,64.0,2.0,,,1.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,1015267,448089,João Gomes,joao-gomes,M,False,1.0,,,29.0,14.0,42.0,,,5.0,,,,1.0,,,,3.0,5.0,,,0.0210852,,,2.0,0.0,,,,,2.0,,,82.0,,,,,,,2.0,,6.9,,,,1.0,,1.0,,1.0,,31.0,14.0,44.0,0,5.0,55.0,,,,2.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,1035996,509291,André,andre,M,False,,,2.0,19.0,18.0,37.0,,,3.0,,,1.0,,,,,,8.0,,,0.00983333,0.0578,,,0.0,,,,,1.0,,,90.0,,1.0,,,,,2.0,,7.2,,,,,1.0,,,2.0,,20.0,19.0,39.0,1,3.0,53.0,,4.0,1.0,2.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,98427,101982,Sam Johnstone,sam-johnstone,G,False,,1.0,7.0,3.0,23.0,26.0,,2.0,11.0,,,,,,,,,2.0,,,0.00076067,,,,0.0,,-0.477,2.0,,,,,90.0,,,,,1.0,,8.0,,7.4,3.0,4.0,,3.0,,,1.0,13.0,,9.0,25.0,34.0,0,,51.0,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,,9.0,21.0,30.0,2.0,,3.0,,,1.0,1.0,,,,6.0,6.0,,,0.00785834,0.0112,,3.0,0.0,,,,,,1.0,,90.0,,,,1.0,,,9.0,,6.1,,,,3.0,2.0,2.0,,5.0,,15.0,23.0,36.0,1,2.0,58.0,1.0,2.0,2.0,1.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,307284,151086,Mario Lemina,mario-lemina,M,False,2.0,,2.0,13.0,31.0,42.0,1.0,3.0,4.0,,,,,,,1.0,4.0,8.0,,1.0,0.0627807,0.0085,,2.0,0.0,,,,,3.0,,,90.0,,1.0,,,,,17.0,,6.9,,,1.0,3.0,2.0,3.0,,6.0,1.0,22.0,35.0,54.0,1,2.0,74.0,2.0,1.0,2.0,2.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,True,,,,2.0,1.0,3.0,,,1.0,,,,,,,,,,,,0.00496962,,,,0.0,,,,,,,,22.0,,,,,,,,,6.6,,,,,,,,,,2.0,1.0,3.0,0,,4.0,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,False,1.0,,,14.0,4.0,17.0,2.0,1.0,1.0,,,,,,,1.0,4.0,3.0,,,0.0710258,0.042,0.0615,,0.0,,,,,,1.0,,52.0,1.0,,,,,,9.0,,6.9,,,,,1.0,2.0,,,,20.0,4.0,22.0,1,1.0,32.0,1.0,1.0,,1.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,False,,,2.0,5.0,41.0,46.0,1.0,2.0,1.0,,,,,,,,3.0,5.0,,,0.00494472,,,1.0,0.0,,,,,1.0,,,77.0,,,,,,,3.0,,6.7,,,,5.0,1.0,,,3.0,,6.0,42.0,48.0,0,3.0,60.0,,,,2.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,1.0,8.0,4.0,12.0,2.0,1.0,,,,,1.0,,,,5.0,1.0,,,0.0307171,0.0418,,2.0,0.0,,,,,,1.0,,68.0,,,,,,,6.0,,6.6,,,1.0,,,,,1.0,,12.0,5.0,17.0,1,,20.0,1.0,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,886363,430871,Matheus Cunha,matheus-cunha,F,False,,,1.0,14.0,3.0,17.0,,,3.0,,,,,,,1.0,2.0,4.0,,,0.0117428,0.0475,0.1141,1.0,0.0,,,,,,1.0,,90.0,1.0,,,,,,20.0,,7.2,,,1.0,1.0,1.0,3.0,,2.0,,24.0,3.0,24.0,2,2.0,47.0,8.0,1.0,1.0,2.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,22.0,15.0,37.0,,1.0,7.0,,,,1.0,,,,2.0,4.0,,,0.0196857,0.3782,0.9459,,0.0,1.0,,,,2.0,2.0,,90.0,1.0,,,,,,8.0,,7.5,,,,3.0,1.0,2.0,,,,26.0,17.0,41.0,1,1.0,65.0,,2.0,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,2.0,5.0,3.0,8.0,,,1.0,,,,,,,,,,,,0.00726998,,,,0.0,,,,,,,,13.0,,,,,,,3.0,,6.6,,,,,,1.0,,2.0,,7.0,4.0,10.0,0,,12.0,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,973418,510362,Toti Gomes,toti-gomes,D,False,,,4.0,15.0,36.0,51.0,1.0,,3.0,,,,,,,,1.0,1.0,,,0.00656743,,,,0.0,,,,,,,,90.0,,,,,,,3.0,,6.6,,,,4.0,,,,4.0,,15.0,39.0,54.0,0,1.0,60.0,,,,1.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,1015267,448089,João Gomes,joao-gomes,M,False,,,,17.0,14.0,31.0,1.0,,9.0,,,,1.0,,,1.0,7.0,1.0,,,0.0100808,,,5.0,0.0,,,,,2.0,,,90.0,,,,,,,12.0,,6.4,,,,,,,,2.0,,25.0,16.0,41.0,0,1.0,48.0,1.0,,,1.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,1035996,509291,André,andre,M,False,,,2.0,10.0,22.0,32.0,,,5.0,,,,,,,2.0,3.0,3.0,,,0.0104958,,,1.0,0.0,,,,,1.0,,,90.0,,,,,,,7.0,,6.6,,,,1.0,1.0,,,3.0,,11.0,23.0,34.0,0,1.0,47.0,3.0,1.0,1.0,1.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,4.0,1.0,5.0,,,,,,1.0,,,,,2.0,1.0,,,0.0115933,0.1055,,1.0,0.0,,,,,,,,38.0,,,,,,,8.0,,6.5,,,,,2.0,2.0,,,,8.0,2.0,8.0,1,,15.0,2.0,,1.0,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,1083020,517179,Alfie Pond,alfie-pond,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,5.0,27.0,21.0,48.0,,2.0,4.0,,,,,,,,2.0,3.0,,,0.0184606,0.0493,0.0493,1.0,0.0,,,,,,,,90.0,1.0,,,,,,10.0,,6.1,,,,5.0,1.0,,,11.0,,31.0,26.0,57.0,1,1.0,65.0,,,,1.0
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,10.0,5.0,19.0,24.0,,,8.0,,,,,,,,,,,,0.00123719,,,,0.0,,-0.1835,,,,,,90.0,,,,,1.0,,22.0,,7.2,5.0,7.0,,1.0,,,,30.0,,19.0,26.0,45.0,0,,57.0,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,2.0,38.0,14.0,52.0,,3.0,5.0,,,,,,,1.0,4.0,4.0,,,0.122409,0.0354,,1.0,1.0,,,,,,1.0,,90.0,,,,,,,12.0,,6.5,,,1.0,2.0,2.0,1.0,,4.0,,45.0,15.0,59.0,1,,77.0,1.0,1.0,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,1.0,,,8.0,,7.0,,,1.0,,,,,,,,1.0,1.0,,,0.0732729,0.0405,,,0.0,,,,,,2.0,,22.0,,,,,,,3.0,,6.9,,,1.0,,1.0,1.0,,1.0,,9.0,1.0,9.0,1,1.0,13.0,,,,1.0
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,307284,151086,Mario Lemina,mario-lemina,M,False,,,,18.0,10.0,28.0,,3.0,1.0,,1.0,,1.0,,,,3.0,5.0,,,0.0218598,0.2249,0.0333,2.0,0.0,,,,,2.0,1.0,,90.0,1.0,,,1.0,,,9.0,,6.5,,,3.0,5.0,,1.0,,1.0,,23.0,13.0,35.0,4,2.0,53.0,1.0,,,2.0
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,True,,,,5.0,1.0,6.0,,,,,,,,,,,1.0,,,,0.00969613,,,,0.0,,,,,,,,33.0,,,,,,,3.0,,6.4,,,,,1.0,,,,,7.0,1.0,8.0,0,,10.0,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,True,,,,3.0,,3.0,1.0,,,,,,,,,,1.0,,,,0.00293693,,,,1.0,,,,,,1.0,,13.0,,,,,,,3.0,,6.7,,,,,,3.0,,,,6.0,,3.0,0,,6.0,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,4.0,3.0,7.0,10.0,3.0,,,,,2.0,,,1.0,14.0,5.0,,,0.00499154,0.1626,0.9278,1.0,0.0,1.0,,,,,,,90.0,1.0,,,,,,10.0,,7.0,,,,2.0,,,,,,8.0,5.0,13.0,1,1.0,27.0,3.0,1.0,,1.0
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,886363,430871,Matheus Cunha,matheus-cunha,F,False,,,2.0,20.0,8.0,28.0,3.0,,3.0,1.0,,3.0,,,,,3.0,5.0,,,0.271414,0.441,0.3051,,0.0,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,19.0,,7.9,,,1.0,,,7.0,,4.0,1.0,35.0,9.0,37.0,5,2.0,62.0,3.0,3.0,,2.0
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,2.0,,,24.0,18.0,40.0,3.0,3.0,9.0,,,,,,,1.0,9.0,5.0,,1.0,0.218722,0.0564,0.0586,2.0,1.0,1.0,,,,2.0,4.0,,90.0,1.0,,,,,,18.0,,7.5,,,,1.0,4.0,5.0,,1.0,,34.0,20.0,49.0,1,1.0,72.0,1.0,,1.0,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,973418,510362,Toti Gomes,toti-gomes,D,False,,,2.0,15.0,34.0,49.0,2.0,4.0,3.0,,,,,,,1.0,4.0,6.0,,,0.00703188,0.011,,1.0,0.0,,,,,,,,90.0,,2.0,,,,,15.0,,6.3,,,1.0,4.0,,1.0,,6.0,,23.0,40.0,62.0,1,2.0,74.0,,,,2.0
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,1015267,448089,João Gomes,joao-gomes,M,False,,,1.0,25.0,9.0,34.0,1.0,1.0,3.0,,,1.0,1.0,,,1.0,4.0,5.0,,,0.0261663,0.0213,,,0.0,,,,,,1.0,,77.0,,,,,,,13.0,,6.6,,,,,1.0,,,2.0,,33.0,11.0,44.0,1,2.0,52.0,1.0,2.0,,2.0
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,1035996,509291,André,andre,M,False,,,2.0,18.0,17.0,35.0,,,6.0,,,,,,,,1.0,2.0,,,0.0107989,0.0118,0.0446,2.0,0.0,,,,,,2.0,,57.0,1.0,,,,,,4.0,,6.8,,,,1.0,,,,4.0,,21.0,17.0,38.0,1,1.0,47.0,1.0,1.0,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,1069486,463212,Carlos Forbs,carlos-borges,M,False,1.0,,,15.0,1.0,15.0,2.0,1.0,5.0,,,,1.0,,,2.0,5.0,7.0,,,0.0682897,,,,0.0,,,,,,2.0,,68.0,,,,,,,6.0,,6.8,,,,1.0,1.0,1.0,,,,18.0,2.0,19.0,0,4.0,30.0,,1.0,1.0,4.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,2.0,2.0,17.0,19.0,2.0,1.0,1.0,,,,,,,,2.0,2.0,,,0.00068598,,,,0.0,,,,,2.0,,,90.0,,,,,,,1.0,,6.7,,,,9.0,,,,3.0,,3.0,17.0,20.0,0,1.0,33.0,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,101367,79602,Daniel Bentley,daniel-bentley,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,,7.0,7.0,1.0,8.0,,,14.0,,,,,,,,,1.0,,,0.00084888,,,,0.0,,-0.1871,2.0,,,,,90.0,,,,,,,28.0,,7.1,2.0,5.0,,,,,,35.0,,35.0,1.0,36.0,0,,49.0,,1.0,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,252821,200402,Nélson Semedo,nelson-semedo,D,False,1.0,,1.0,5.0,8.0,12.0,,,5.0,1.0,1.0,,1.0,,,,3.0,2.0,,,0.0915387,0.3937,0.3757,1.0,1.0,,,,,,1.0,,90.0,1.0,,,,,,8.0,,7.0,,,,2.0,1.0,1.0,,6.0,,7.0,12.0,18.0,1,2.0,37.0,1.0,,,2.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,2.0,3.0,1.0,4.0,1.0,1.0,,,,,,,,2.0,3.0,1.0,,,0.00287034,,,,0.0,,,,,,,,10.0,,,,,,,3.0,,6.5,,,,,,,,2.0,,4.0,1.0,5.0,0,,7.0,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,307284,151086,Mario Lemina,mario-lemina,M,False,,,4.0,5.0,11.0,16.0,,1.0,3.0,,,,,,,,3.0,3.0,,,0.00369735,,,2.0,0.0,,,,,2.0,,,90.0,,,,,,,4.0,,6.7,,,,7.0,1.0,,,4.0,,7.0,12.0,19.0,0,2.0,33.0,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,9.0,,1.0,,,,,,,6.5,,,,1.0,,,,,,,,,0,,2.0,,,,
