playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,totalFoulsConceded,interceptions,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,headedGoals,leftFootGoals,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,expectedGoalsFreekick,foulWonPenalty,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,redCards2ndYellow,ownGoalScored,secondGoalAssists,setPiecesGoals,otherGoals,awayGoals,winningGoal,homeGoals,timesTackled
105666,Jack Butland,Goalkeeper,Rangers,67,England,2017-18,1.0,,0.1124,0.0,20.0,1.0,59.0,7.0,35.0,35.0,629.0,1169.0,18.0,8.0,6.0,5.0,3150.0,,10.0,8.0,2.0,2.0,137.0,,14.0,63.421,189.0,40.0,61.0,1.0,56.0,144.0,3.0,11.0,8.0,1058.0,357.0,35.0,5.0,2.0,1.0,357.0,53.0,3.0,8.0,0.0,268.0,500.0,643.0,1.0,,173.0,43.0,55.0,403.0,1516.0,,333.0,183.0,83.0,0.0,622.0,64.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,
112316,Jakob Haugaard,Goalkeeper,Stoke City U23,6927,Denmark,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6744,Lee Grant,Goalkeeper,Manchester United,1,England,2017-18,,,0.0079,0.0,1.0,1.0,2.0,,3.0,3.0,34.0,78.0,2.0,,,,270.0,,1.0,,,1.0,17.0,,,4.8654,15.0,,7.0,,8.0,8.0,,1.0,,66.0,29.0,3.0,,,,24.0,7.0,1.0,,0.0,26.0,34.0,36.0,1.0,,11.0,,4.0,27.0,104.0,,20.0,20.0,6.0,0.0,34.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37096,Lukasz Fabianski,Goalkeeper,West Ham United U21,12944,Poland,2017-18,4.0,3.0,0.0584,0.0,39.0,,45.0,2.0,38.0,38.0,519.0,1113.0,23.0,19.0,9.0,6.0,3420.0,4.0,17.0,8.0,2.0,2.0,254.0,3.0,15.0,60.368,118.0,25.0,56.0,,110.0,137.0,3.0,21.0,5.0,891.0,365.0,38.0,3.0,1.0,,241.0,48.0,2.0,15.0,0.0,326.0,534.0,524.0,,,191.0,17.0,112.0,340.0,1496.0,,250.0,353.0,91.0,0.0,517.0,78.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
61760,Kristoffer Nordfeldt,Goalkeeper,Swansea City,80,Sweden,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40346,Erwin Mulder,Goalkeeper,Swansea City U23,8950,Netherlands,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37915,Hugo Lloris,Goalkeeper,Los Angeles Football Club,11690,France,2017-18,6.0,,0.0462,0.0,17.0,1.0,25.0,,36.0,36.0,247.0,996.0,9.0,11.0,15.0,3.0,3240.0,2.0,12.0,4.0,1.0,3.0,532.0,,20.0,34.0714,56.0,54.0,35.0,4.0,236.0,86.0,2.0,18.0,20.0,554.0,296.0,36.0,,4.0,,75.0,31.0,7.0,9.0,0.0,329.0,695.0,251.0,1.0,1.0,67.0,25.0,206.0,217.0,1358.0,,153.0,674.0,57.0,1.0,247.0,65.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
39215,Michel Vorm,Goalkeeper,Tottenham Hotspur,6,Netherlands,2017-18,,,0.0001,0.0,,,4.0,,1.0,1.0,3.0,24.0,,,,,90.0,,,,,,19.0,,,0.53,,1.0,1.0,,10.0,4.0,,,1.0,10.0,9.0,1.0,,,,1.0,1.0,,,0.0,10.0,15.0,3.0,,,1.0,,4.0,2.0,32.0,,2.0,20.0,,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102884,Paulo Gazzaniga,Goalkeeper,Girona,2893,Argentina,2017-18,1.0,,0.0003,0.0,2.0,,,,1.0,1.0,5.0,22.0,,1.0,1.0,,90.0,,1.0,,,,10.0,,1.0,0.7383,3.0,1.0,,1.0,4.0,3.0,,2.0,,14.0,4.0,1.0,,1.0,,2.0,,1.0,1.0,0.0,9.0,12.0,5.0,,,2.0,2.0,4.0,7.0,31.0,,1.0,15.0,3.0,0.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175941,Alfie Whiteman,Goalkeeper,Tottenham Hotspur,6,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18656,Heurelho Gomes,Goalkeeper,Watford,57,Brazil,2017-18,2.0,,0.0435,0.0,15.0,,21.0,,24.0,24.0,278.0,630.0,5.0,13.0,5.0,3.0,2129.0,,15.0,6.0,1.0,2.0,144.0,,24.0,36.9885,112.0,39.0,40.0,2.0,63.0,61.0,3.0,17.0,11.0,515.0,215.0,24.0,,1.0,,153.0,34.0,4.0,13.0,0.0,195.0,317.0,310.0,,,99.0,17.0,52.0,208.0,890.0,1.0,183.0,199.0,40.0,0.0,278.0,53.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,2.0,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
48332,Orestis Karnezis,Goalkeeper,Lille,429,Greece,2017-18,2.0,,0.0284,0.0,7.0,,10.0,,15.0,14.0,206.0,373.0,,5.0,4.0,3.0,1291.0,,8.0,1.0,,3.0,36.0,,4.0,20.2178,85.0,7.0,24.0,2.0,14.0,34.0,1.0,10.0,8.0,341.0,144.0,15.0,3.0,,,108.0,23.0,5.0,5.0,0.0,70.0,175.0,207.0,,,42.0,12.0,18.0,131.0,469.0,,136.0,59.0,22.0,0.0,206.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154506,Daniel Bachmann,Goalkeeper,Leyton Orient,85,Austria,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9089,Ben Foster,Goalkeeper,Wrexham,109,England,2017-18,8.0,,0.1185,0.0,34.0,1.0,44.0,2.0,37.0,37.0,582.0,1079.0,11.0,5.0,10.0,1.0,3330.0,,11.0,9.0,,6.0,130.0,,5.0,46.2246,197.0,17.0,55.0,8.0,33.0,100.0,3.0,19.0,3.0,999.0,329.0,37.0,3.0,1.0,,316.0,46.0,14.0,5.0,0.0,207.0,514.0,593.0,,2.0,201.0,30.0,47.0,367.0,1325.0,,323.0,181.0,54.0,2.0,580.0,53.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
12086,Boaz Myhill,Goalkeeper,West Bromwich Albion U23,7595,Wales,2017-18,1.0,,0.0005,0.0,3.0,,1.0,,1.0,1.0,9.0,19.0,,,,,90.0,,,,,,2.0,,,0.3478,4.0,1.0,1.0,1.0,2.0,2.0,,1.0,,17.0,4.0,1.0,,,,6.0,1.0,1.0,,0.0,4.0,5.0,9.0,,,3.0,1.0,,8.0,25.0,,3.0,4.0,1.0,1.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
112520,Alex Palmer,Goalkeeper,Ipswich Town,40,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60706,Adrián,Goalkeeper,Real Betis,185,Spain,2017-18,5.0,,0.0502,0.0,9.0,2.0,33.0,2.0,19.0,19.0,299.0,520.0,2.0,4.0,6.0,1.0,1710.0,1.0,7.0,6.0,1.0,4.0,47.0,,6.0,29.1005,54.0,21.0,29.0,4.0,19.0,69.0,3.0,12.0,9.0,472.0,180.0,19.0,4.0,,,130.0,23.0,8.0,3.0,0.0,132.0,201.0,305.0,1.0,,99.0,22.0,29.0,174.0,696.0,,129.0,91.0,35.0,2.0,297.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
15749,Joe Hart,Goalkeeper,Celtic,61,England,2017-18,2.0,1.0,0.0719,0.0,3.0,1.0,23.0,2.0,19.0,19.0,303.0,544.0,5.0,4.0,4.0,5.0,1710.0,,7.0,4.0,1.0,3.0,56.0,1.0,13.0,34.2662,83.0,15.0,39.0,2.0,26.0,53.0,1.0,9.0,5.0,485.0,150.0,19.0,1.0,,,151.0,35.0,5.0,4.0,0.0,115.0,247.0,307.0,1.0,1.0,92.0,12.0,33.0,185.0,687.0,,172.0,90.0,29.0,0.0,301.0,31.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
232398,Nathan Trott,Goalkeeper,Cardiff City,97,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
