playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,goalsConcededOutsideBox,penaltyGoalsConceded,ownGoalScored,headedGoals,handballsConceded,penaltiesConceded,lastPlayerTackle,hitWoodwork,foulWonPenalty,successfulCornersIntoBox,throwInsToOppositionPlayer,attemptsFromSetPieces,setPiecesGoals,penaltiesTaken,penaltyGoals,clearancesOffTheLine,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,penaltiesFaced,savesFromPenalty,forwardPasses,redCards2ndYellow,otherGoals,goalkeeperSmother,leftsidePasses
3273,Tim Cahill,Forward,Everton,11,Australia,2009-10,322.0,5.0,0.0,15.0,28.0,50.0,56.0,13.0,279.0,33.0,4.0,97.0,33.0,309.0,31.0,1191.0,8.0,6.0,,,257.0,7.0,5.0,2870.0,13.0,143.0,247.0,133.0,846.0,119.0,34.0,1.0,89.0,42.0,179.0,72.0,8.0,569.0,2.0,116.0,33.0,1.0,15.0,,9.0,592.0,32.0,31.0,80.0,312.0,114.0,0.0,1190.0,28.0,19.0,485.0,35.0,11.0,9.0,88.0,66.0,,36.0,1786.0,1.0,6.0,12.0,295.0,8.0,30.0,63.0,17.0,10.0,,,7.0,10.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
28593,Victor Anichebe,Forward,Everton,11,Nigeria,2009-10,59.0,5.0,0.0,7.0,4.0,2.0,7.0,1.0,58.0,11.0,2.0,5.0,6.0,63.0,16.0,160.0,1.0,1.0,5.0,,44.0,,5.0,482.0,2.0,19.0,45.0,20.0,96.0,41.0,3.0,,4.0,7.0,40.0,11.0,0.0,104.0,0.0,17.0,11.0,,1.0,1.0,10.0,81.0,4.0,16.0,22.0,60.0,25.0,0.0,160.0,3.0,7.0,102.0,1.0,7.0,,10.0,9.0,,1.0,270.0,2.0,6.0,,21.0,1.0,5.0,5.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13239,Yakubu,Forward,Everton,11,Nigeria,2009-10,93.0,4.0,0.0,5.0,16.0,7.0,32.0,12.0,72.0,25.0,4.0,28.0,9.0,76.0,16.0,276.0,5.0,4.0,16.0,1.0,24.0,1.0,4.0,1083.0,11.0,18.0,41.0,35.0,184.0,75.0,21.0,,5.0,17.0,75.0,18.0,0.0,134.0,1.0,36.0,25.0,2.0,1.0,,17.0,169.0,14.0,16.0,49.0,110.0,6.0,0.0,273.0,16.0,8.0,148.0,6.0,10.0,,26.0,5.0,,16.0,485.0,5.0,6.0,,35.0,1.0,4.0,9.0,3.0,3.0,,,3.0,1.0,,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1195,Andrew Johnson,Forward,Fulham,54,England,2009-10,53.0,2.0,0.0,6.0,5.0,5.0,10.0,3.0,36.0,8.0,1.0,15.0,7.0,37.0,9.0,127.0,,,1.0,,29.0,1.0,2.0,596.0,4.0,24.0,21.0,16.0,89.0,25.0,4.0,,,12.0,29.0,11.0,0.0,74.0,,16.0,8.0,,,,8.0,68.0,12.0,9.0,21.0,45.0,5.0,0.0,127.0,5.0,6.0,67.0,5.0,,,8.0,5.0,,1.0,223.0,6.0,3.0,1.0,24.0,0.0,1.0,4.0,11.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570,Bobby Zamora,Forward,Fulham,54,England,2009-10,229.0,5.0,0.0,13.0,24.0,13.0,48.0,12.0,270.0,27.0,4.0,146.0,27.0,280.0,29.0,830.0,8.0,2.0,,2.0,116.0,4.0,5.0,2229.0,48.0,65.0,129.0,78.0,538.0,145.0,47.0,,36.0,26.0,164.0,61.0,8.0,358.0,6.0,64.0,27.0,3.0,2.0,2.0,16.0,432.0,24.0,29.0,96.0,242.0,51.0,0.0,827.0,24.0,16.0,436.0,11.0,4.0,1.0,66.0,21.0,,12.0,1288.0,4.0,11.0,3.0,123.0,3.0,10.0,30.0,35.0,2.0,,,2.0,8.0,,,2.0,1.0,,1.0,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
20226,Clint Dempsey,Forward,Fulham,54,United States,2009-10,240.0,3.0,0.0,28.0,30.0,61.0,79.0,19.0,233.0,29.0,3.0,66.0,27.0,252.0,14.0,910.0,7.0,3.0,2.0,1.0,151.0,6.0,3.0,2397.0,13.0,91.0,182.0,122.0,627.0,107.0,24.0,1.0,33.0,31.0,149.0,49.0,0.0,422.0,4.0,120.0,29.0,4.0,16.0,2.0,41.0,422.0,29.0,14.0,99.0,271.0,60.0,0.0,906.0,49.0,21.0,393.0,45.0,12.0,6.0,36.0,52.0,,31.0,1475.0,12.0,6.0,13.0,239.0,1.0,19.0,49.0,4.0,2.0,2.0,,1.0,7.0,,,4.0,1.0,,,13.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
52050,David Elm,Forward,Fulham,54,Sweden,2009-10,39.0,,0.0,1.0,3.0,9.0,5.0,,27.0,10.0,1.0,22.0,3.0,27.0,2.0,131.0,1.0,0.0,7.0,,18.0,1.0,,325.0,4.0,14.0,23.0,19.0,101.0,15.0,2.0,,6.0,4.0,25.0,8.0,0.0,62.0,1.0,13.0,10.0,1.0,3.0,,3.0,80.0,4.0,2.0,10.0,44.0,4.0,0.0,131.0,2.0,3.0,45.0,6.0,2.0,1.0,11.0,6.0,,3.0,191.0,,2.0,,24.0,0.0,,10.0,6.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11529,Diomansy Kamara,Forward,Fulham,54,Senegal,2009-10,39.0,1.0,0.0,,3.0,11.0,9.0,2.0,28.0,9.0,,16.0,5.0,29.0,2.0,130.0,1.0,0.0,4.0,2.0,17.0,,1.0,452.0,,8.0,39.0,30.0,98.0,15.0,8.0,,2.0,7.0,31.0,12.0,0.0,78.0,1.0,10.0,9.0,,2.0,1.0,8.0,72.0,5.0,2.0,23.0,61.0,9.0,0.0,128.0,6.0,3.0,57.0,9.0,7.0,1.0,6.0,4.0,,3.0,218.0,,4.0,,30.0,1.0,1.0,4.0,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15540,Eddie Johnson,Forward,Fulham,54,United States,2009-10,2.0,,0.0,,,,1.0,,2.0,2.0,,1.0,,2.0,,7.0,,,2.0,,1.0,,,22.0,1.0,1.0,,,5.0,1.0,,,3.0,1.0,1.0,,0.0,2.0,,1.0,2.0,,,,,4.0,,,1.0,1.0,,0.0,7.0,1.0,1.0,4.0,,,,1.0,1.0,,,15.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Erik Nevland,Forward,Fulham,54,Norway,2009-10,108.0,1.0,0.0,7.0,9.0,23.0,22.0,7.0,105.0,23.0,4.0,59.0,12.0,110.0,9.0,341.0,3.0,1.0,11.0,1.0,57.0,2.0,1.0,1170.0,14.0,44.0,47.0,34.0,224.0,46.0,11.0,,6.0,18.0,64.0,9.0,4.0,155.0,2.0,33.0,23.0,3.0,9.0,,9.0,161.0,17.0,9.0,31.0,98.0,13.0,0.0,340.0,13.0,8.0,155.0,14.0,2.0,1.0,18.0,11.0,,7.0,525.0,1.0,7.0,3.0,71.0,2.0,5.0,14.0,14.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20046,Stefano Okaka,Forward,Fulham,54,Italy,2009-10,89.0,,0.0,3.0,5.0,9.0,12.0,2.0,30.0,11.0,,9.0,3.0,30.0,2.0,111.0,2.0,0.0,8.0,,26.0,,,442.0,1.0,13.0,36.0,23.0,78.0,24.0,4.0,,1.0,6.0,76.0,8.0,2.0,125.0,2.0,13.0,11.0,2.0,1.0,,20.0,68.0,6.0,2.0,52.0,99.0,13.0,0.0,111.0,7.0,3.0,88.0,8.0,6.0,,20.0,2.0,,3.0,237.0,3.0,3.0,1.0,13.0,1.0,,3.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33749,Amr Zaki,Forward,Hull,88,Egypt,2009-10,52.0,,0.0,1.0,1.0,2.0,4.0,,15.0,6.0,,8.0,2.0,15.0,6.0,81.0,,,4.0,,29.0,,,227.0,1.0,24.0,16.0,11.0,59.0,9.0,1.0,,,5.0,28.0,7.0,0.0,68.0,,12.0,6.0,,1.0,,10.0,55.0,5.0,6.0,21.0,39.0,5.0,0.0,81.0,3.0,1.0,42.0,1.0,2.0,,9.0,2.0,,7.0,147.0,,2.0,,11.0,0.0,,1.0,2.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11607,Caleb Folan,Forward,Hull,88,Ireland,2009-10,63.0,,0.0,,4.0,6.0,7.0,1.0,70.0,8.0,,22.0,7.0,70.0,2.0,171.0,2.0,2.0,1.0,,67.0,,,568.0,12.0,38.0,39.0,10.0,98.0,25.0,4.0,,8.0,14.0,25.0,3.0,0.0,102.0,0.0,11.0,8.0,1.0,2.0,1.0,4.0,73.0,11.0,2.0,12.0,35.0,29.0,0.0,171.0,3.0,3.0,91.0,4.0,1.0,1.0,13.0,2.0,,3.0,232.0,,3.0,,28.0,1.0,,4.0,10.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28137,Daniel Cousin,Forward,Hull,88,Gabon,2009-10,7.0,,0.0,,1.0,,3.0,,8.0,3.0,,1.0,1.0,9.0,1.0,27.0,,,2.0,,8.0,,,77.0,,2.0,8.0,2.0,18.0,2.0,1.0,,,5.0,5.0,1.0,0.0,15.0,,3.0,3.0,,,,,13.0,5.0,1.0,3.0,7.0,6.0,0.0,26.0,2.0,,13.0,,1.0,,1.0,,,,38.0,,1.0,,5.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,
4706,Jan Vennegoor of Hesselink,Forward,Hull,88,Netherlands,2009-10,164.0,,0.0,5.0,9.0,19.0,25.0,2.0,178.0,31.0,2.0,49.0,17.0,182.0,8.0,454.0,3.0,0.0,14.0,,157.0,1.0,,1490.0,16.0,85.0,115.0,43.0,269.0,78.0,15.0,,14.0,29.0,79.0,22.0,2.0,279.0,3.0,29.0,31.0,1.0,4.0,1.0,2.0,208.0,26.0,8.0,34.0,122.0,72.0,0.0,454.0,16.0,7.0,234.0,15.0,2.0,,38.0,9.0,,3.0,640.0,,14.0,3.0,64.0,0.0,4.0,19.0,14.0,3.0,2.0,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
41574,Jozy Altidore,Forward,Hull,88,United States,2009-10,178.0,2.0,1.0,8.0,8.0,17.0,22.0,3.0,73.0,28.0,3.0,46.0,16.0,76.0,9.0,277.0,1.0,0.0,12.0,,65.0,,2.0,1461.0,13.0,50.0,105.0,90.0,193.0,61.0,20.0,1.0,4.0,34.0,128.0,57.0,0.0,283.0,1.0,34.0,28.0,1.0,6.0,,43.0,160.0,28.0,9.0,96.0,218.0,15.0,1.0,277.0,14.0,14.0,185.0,11.0,16.0,1.0,32.0,13.0,,8.0,599.0,2.0,13.0,2.0,43.0,4.0,3.0,9.0,14.0,6.0,4.0,,,6.0,,,,3.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
44799,Kamel Ghilas,Forward,Hull,88,Algeria,2009-10,39.0,2.0,0.0,3.0,4.0,14.0,9.0,2.0,31.0,13.0,1.0,10.0,6.0,33.0,14.0,126.0,1.0,0.0,7.0,9.0,10.0,,3.0,582.0,,8.0,30.0,28.0,90.0,22.0,6.0,1.0,,20.0,31.0,10.0,2.0,69.0,1.0,21.0,13.0,1.0,4.0,,9.0,64.0,17.0,18.0,21.0,59.0,2.0,0.0,120.0,5.0,6.0,76.0,10.0,4.0,,5.0,5.0,4.0,3.0,250.0,2.0,4.0,4.0,32.0,0.0,2.0,10.0,14.0,3.0,2.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
80281,Mark Cullen,Forward,Hull,88,England,2009-10,20.0,2.0,0.0,,1.0,2.0,4.0,1.0,19.0,3.0,,8.0,2.0,22.0,1.0,62.0,1.0,1.0,1.0,,12.0,1.0,2.0,194.0,1.0,8.0,9.0,5.0,40.0,8.0,1.0,,,2.0,12.0,3.0,0.0,29.0,0.0,4.0,3.0,,1.0,,3.0,36.0,2.0,1.0,6.0,17.0,4.0,0.0,62.0,3.0,1.0,30.0,1.0,,,6.0,2.0,,,93.0,,,1.0,6.0,0.0,3.0,1.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43016,Daniel Pacheco,Forward,Liverpool,14,Spain,2009-10,7.0,,0.0,2.0,1.0,2.0,1.0,,7.0,4.0,,3.0,,7.0,4.0,32.0,,,4.0,,,,,40.0,,,4.0,4.0,23.0,3.0,1.0,,,,7.0,1.0,0.0,11.0,,2.0,4.0,,1.0,,2.0,20.0,,4.0,5.0,11.0,,0.0,32.0,,,16.0,1.0,1.0,,,,,2.0,51.0,,,,5.0,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38328,David N'Gog,Forward,Liverpool,14,France,2009-10,101.0,2.0,0.0,8.0,14.0,12.0,32.0,2.0,89.0,24.0,,36.0,10.0,90.0,15.0,303.0,5.0,0.0,14.0,,43.0,,2.0,1013.0,9.0,29.0,61.0,47.0,212.0,94.0,14.0,,9.0,6.0,72.0,22.0,0.0,162.0,5.0,36.0,24.0,2.0,4.0,1.0,25.0,172.0,5.0,15.0,57.0,119.0,14.0,0.0,301.0,18.0,14.0,167.0,8.0,13.0,,14.0,10.0,,1.0,563.0,2.0,7.0,,43.0,1.0,1.0,12.0,10.0,1.0,,,2.0,1.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14402,Fernando Torres,Forward,Liverpool,14,Spain,2009-10,184.0,4.0,0.0,17.0,32.0,11.0,63.0,8.0,113.0,22.0,3.0,57.0,20.0,116.0,24.0,379.0,18.0,6.0,2.0,1.0,76.0,2.0,4.0,1715.0,9.0,39.0,128.0,91.0,256.0,150.0,18.0,,11.0,23.0,145.0,49.0,16.0,312.0,12.0,30.0,22.0,14.0,1.0,2.0,66.0,217.0,22.0,24.0,113.0,236.0,37.0,0.0,377.0,31.0,23.0,262.0,10.0,31.0,2.0,31.0,2.0,,7.0,799.0,7.0,10.0,1.0,50.0,5.0,3.0,12.0,21.0,1.0,3.0,,2.0,,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
59948,Nathan Eccleston,Forward,Liverpool,14,England,2009-10,,,0.0,,,,,,3.0,1.0,,,,3.0,,11.0,,,1.0,,,,,12.0,,,1.0,1.0,8.0,,,,,1.0,,,0.0,1.0,,3.0,1.0,,,,,3.0,1.0,,,1.0,,0.0,11.0,,,3.0,,1.0,,,,,,13.0,,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19520,Ryan Babel,Forward,Liverpool,14,Netherlands,2009-10,114.0,4.0,0.0,7.0,11.0,18.0,24.0,4.0,61.0,25.0,1.0,41.0,9.0,64.0,27.0,351.0,4.0,1.0,16.0,1.0,28.0,2.0,4.0,954.0,6.0,20.0,58.0,50.0,277.0,48.0,16.0,2.0,10.0,8.0,94.0,7.0,2.0,172.0,3.0,52.0,25.0,3.0,5.0,1.0,38.0,196.0,7.0,27.0,71.0,144.0,8.0,0.0,349.0,13.0,11.0,172.0,13.0,25.0,2.0,20.0,12.0,,10.0,613.0,8.0,6.0,2.0,95.0,1.0,3.0,10.0,4.0,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77796,Alex Nimely,Forward,Man City,43,England,2009-10,,,0.0,,,,1.0,,,1.0,,,,,,4.0,,,1.0,,,,,7.0,,,,,4.0,2.0,1.0,,,,,,0.0,,,1.0,1.0,,,,,3.0,,,,,,0.0,4.0,1.0,,,,,,,,,,5.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11991,Benjani,Forward,Man City,43,Zimbabwe,2009-10,30.0,,0.0,1.0,1.0,1.0,3.0,1.0,17.0,10.0,1.0,8.0,2.0,18.0,,61.0,,,8.0,,24.0,,,246.0,2.0,19.0,9.0,4.0,42.0,6.0,1.0,,,4.0,11.0,3.0,0.0,39.0,,4.0,10.0,,,,,32.0,3.0,,7.0,15.0,5.0,0.0,61.0,2.0,2.0,26.0,1.0,,1.0,5.0,2.0,,1.0,91.0,,2.0,1.0,11.0,0.0,1.0,2.0,4.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20312,Carlos Tevez,Forward,Man City,43,Argentina,2009-10,226.0,7.0,0.0,25.0,56.0,30.0,101.0,48.0,187.0,35.0,7.0,90.0,32.0,205.0,38.0,1118.0,23.0,8.0,3.0,8.0,27.0,5.0,7.0,2868.0,8.0,23.0,142.0,138.0,833.0,171.0,46.0,,2.0,38.0,203.0,63.0,14.0,368.0,15.0,132.0,35.0,17.0,10.0,5.0,59.0,736.0,34.0,47.0,152.0,341.0,4.0,0.0,1104.0,45.0,49.0,421.0,20.0,45.0,1.0,43.0,17.0,6.0,80.0,1736.0,3.0,11.0,4.0,184.0,6.0,18.0,23.0,16.0,4.0,4.0,,1.0,8.0,,,4.0,,,,11.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,
1231,Craig Bellamy,Forward,Man City,43,Wales,2009-10,115.0,10.0,1.0,16.0,25.0,35.0,43.0,15.0,151.0,32.0,8.0,74.0,26.0,176.0,76.0,916.0,10.0,6.0,6.0,71.0,11.0,5.0,33.0,2378.0,5.0,9.0,83.0,81.0,715.0,92.0,42.0,4.0,12.0,37.0,106.0,23.0,2.0,198.0,4.0,122.0,32.0,7.0,7.0,3.0,30.0,530.0,32.0,132.0,69.0,187.0,2.0,0.0,899.0,18.0,39.0,386.0,28.0,23.0,3.0,29.0,43.0,44.0,25.0,1434.0,11.0,6.0,8.0,243.0,3.0,25.0,31.0,22.0,5.0,5.0,,,1.0,,,1.0,1.0,19.0,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
77637,David Ball,Forward,Man City,43,England,2009-10,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17500,Emmanuel Adebayor,Forward,Man City,43,Togo,2009-10,258.0,3.0,0.0,10.0,24.0,15.0,46.0,16.0,174.0,26.0,3.0,107.0,25.0,178.0,20.0,817.0,14.0,6.0,1.0,,138.0,7.0,3.0,2212.0,21.0,90.0,123.0,75.0,611.0,121.0,34.0,1.0,31.0,26.0,168.0,30.0,12.0,381.0,8.0,74.0,26.0,10.0,3.0,1.0,35.0,519.0,21.0,21.0,118.0,243.0,48.0,0.0,817.0,22.0,20.0,339.0,12.0,30.0,1.0,40.0,5.0,,28.0,1244.0,13.0,5.0,2.0,123.0,1.0,4.0,21.0,46.0,5.0,1.0,1.0,3.0,3.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
39461,Jô,Forward,Man City,43,Brazil,2009-10,45.0,,0.0,7.0,4.0,1.0,14.0,1.0,38.0,15.0,1.0,26.0,6.0,38.0,7.0,168.0,,,9.0,,40.0,,,516.0,6.0,25.0,28.0,13.0,126.0,35.0,8.0,,4.0,14.0,20.0,9.0,0.0,73.0,,11.0,15.0,,,,2.0,100.0,11.0,7.0,19.0,33.0,15.0,0.0,168.0,10.0,5.0,65.0,1.0,3.0,,1.0,8.0,,4.0,271.0,,5.0,,30.0,0.0,,3.0,14.0,3.0,,,,,,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
15107,Robinho,Forward,Man City,43,Brazil,2009-10,36.0,,0.0,1.0,10.0,8.0,22.0,8.0,38.0,10.0,3.0,17.0,6.0,43.0,2.0,231.0,,,4.0,6.0,3.0,,1.0,541.0,1.0,3.0,25.0,25.0,178.0,22.0,3.0,2.0,,6.0,33.0,13.0,0.0,61.0,,29.0,10.0,,3.0,,13.0,141.0,5.0,7.0,26.0,58.0,,0.0,231.0,12.0,6.0,78.0,5.0,4.0,,6.0,7.0,5.0,10.0,348.0,7.0,7.0,,48.0,0.0,5.0,6.0,7.0,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
5053,Roque Santa Cruz,Forward,Man City,43,Paraguay,2009-10,65.0,1.0,0.0,2.0,7.0,10.0,17.0,3.0,88.0,19.0,,48.0,6.0,89.0,5.0,302.0,3.0,1.0,13.0,,78.0,,1.0,636.0,9.0,42.0,53.0,17.0,204.0,32.0,7.0,,5.0,10.0,23.0,7.0,2.0,118.0,2.0,14.0,19.0,2.0,3.0,1.0,2.0,161.0,9.0,5.0,18.0,40.0,36.0,0.0,302.0,10.0,1.0,115.0,7.0,,,7.0,12.0,,9.0,401.0,1.0,4.0,2.0,53.0,1.0,1.0,13.0,7.0,1.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50175,Danny Welbeck,Forward,Man Utd,1,England,2009-10,14.0,,0.0,3.0,2.0,3.0,3.0,1.0,5.0,5.0,,2.0,1.0,5.0,,49.0,,,4.0,,2.0,,,137.0,,2.0,6.0,6.0,44.0,9.0,1.0,,,3.0,12.0,2.0,0.0,20.0,,6.0,5.0,,1.0,,2.0,31.0,2.0,,6.0,18.0,,0.0,49.0,1.0,,11.0,2.0,1.0,,4.0,2.0,,,76.0,,1.0,,13.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8595,Dimitar Berbatov,Forward,Man Utd,1,Bulgaria,2009-10,175.0,7.0,0.0,20.0,34.0,19.0,78.0,35.0,196.0,33.0,5.0,96.0,24.0,204.0,18.0,924.0,12.0,6.0,9.0,1.0,89.0,7.0,7.0,2096.0,11.0,47.0,126.0,84.0,697.0,206.0,47.0,,18.0,13.0,128.0,36.0,6.0,301.0,6.0,76.0,33.0,10.0,5.0,1.0,18.0,595.0,9.0,18.0,89.0,212.0,42.0,0.0,921.0,44.0,22.0,323.0,14.0,29.0,3.0,42.0,21.0,,23.0,1381.0,3.0,12.0,1.0,132.0,1.0,8.0,15.0,23.0,4.0,1.0,,1.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59970,Federico Macheda,Forward,Man Utd,1,Italy,2009-10,15.0,,0.0,2.0,1.0,,1.0,,10.0,5.0,1.0,2.0,1.0,10.0,1.0,39.0,1.0,0.0,4.0,,2.0,,,127.0,,1.0,4.0,3.0,28.0,6.0,1.0,,,1.0,14.0,1.0,0.0,19.0,1.0,2.0,5.0,,,,,21.0,1.0,1.0,9.0,17.0,1.0,0.0,39.0,,,22.0,,2.0,,4.0,1.0,,1.0,64.0,,1.0,,8.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
61858,Mame Biram Diouf,Forward,Man Utd,1,Senegal,2009-10,9.0,1.0,0.0,1.0,1.0,,7.0,,3.0,5.0,,4.0,,3.0,2.0,20.0,1.0,0.0,5.0,,4.0,,1.0,90.0,,2.0,4.0,2.0,15.0,12.0,,1.0,1.0,,7.0,,0.0,13.0,1.0,2.0,5.0,,,,3.0,15.0,,2.0,4.0,9.0,2.0,0.0,20.0,6.0,1.0,9.0,,2.0,,3.0,2.0,,2.0,47.0,,,,3.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Michael Owen,Forward,Man Utd,1,England,2009-10,25.0,,0.0,2.0,8.0,3.0,18.0,5.0,19.0,19.0,,30.0,5.0,20.0,1.0,215.0,3.0,1.0,14.0,,10.0,1.0,,606.0,1.0,9.0,13.0,12.0,192.0,36.0,10.0,,,7.0,16.0,5.0,2.0,38.0,2.0,11.0,19.0,2.0,,1.0,3.0,148.0,6.0,1.0,13.0,28.0,1.0,0.0,215.0,10.0,6.0,34.0,3.0,4.0,,4.0,4.0,,3.0,279.0,,4.0,,47.0,0.0,1.0,2.0,5.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13017,Wayne Rooney,Forward,Man Utd,1,England,2009-10,197.0,13.0,0.0,56.0,58.0,21.0,126.0,55.0,300.0,32.0,3.0,212.0,32.0,338.0,58.0,1282.0,26.0,9.0,,17.0,80.0,6.0,19.0,2723.0,24.0,54.0,120.0,94.0,856.0,237.0,53.0,,10.0,24.0,143.0,30.0,20.0,317.0,17.0,99.0,32.0,17.0,5.0,4.0,26.0,746.0,17.0,69.0,113.0,237.0,26.0,0.0,1270.0,68.0,42.0,538.0,16.0,43.0,1.0,24.0,12.0,10.0,88.0,1900.0,8.0,10.0,4.0,217.0,6.0,38.0,27.0,29.0,7.0,2.0,,5.0,1.0,,,6.0,2.0,5.0,1.0,11.0,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,
6362,Aruna Dindane,Forward,Portsmouth,47,Cote d’Ivoire,2009-10,139.0,4.0,0.0,9.0,22.0,16.0,38.0,5.0,80.0,19.0,2.0,39.0,18.0,85.0,23.0,352.0,8.0,2.0,1.0,2.0,26.0,3.0,5.0,1478.0,9.0,21.0,104.0,99.0,257.0,89.0,17.0,,1.0,22.0,118.0,58.0,2.0,243.0,6.0,65.0,19.0,3.0,8.0,2.0,35.0,200.0,22.0,25.0,77.0,217.0,5.0,0.0,352.0,16.0,12.0,188.0,8.0,25.0,1.0,36.0,15.0,1.0,10.0,719.0,2.0,6.0,1.0,72.0,5.0,5.0,14.0,8.0,,5.0,,3.0,2.0,,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
