season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attOneOnOne,attPostRight,attemptedTackleFoul,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,contentiousDecision,fwdPass,overrun,putThrough,rightsidePass,successfulPutThrough,unsuccessfulTouch,attLgRight,attObxdRight,ptsDroppedWinningPos,ptsGainedLosingPos
2013-14,695153,26.0,2014-02-11 19:45:00,88,Hull,Home,133.0,18.0,,5.0,5.0,4.0,,100.0,2.0,1.0,5.0,13.0,23.0,32.0,228.0,1.0,,26.0,27.0,17.0,7.0,1.0,,,,1.0,1.0,2.0,,,,8.0,,,,,1.0,1.0,13.0,3.0,7.0,5.0,,80.0,,,10.0,1.0,2.0,9.0,6.0,,20.0,4.0,70.0,60.0,,19.0,7.0,,,,,,,,74.0,6.0,8.0,,,5.0,3.0,2.0,,,,,,,3.0,,,,,,,,,7.0,1.0,32.0,32.0,2.0,,5.0,69.0,94.0,35.0,2.0,,6.0,2.0,4.0,341.0,,,4.0,,36.0,37.0,30.0,,,,,,206.0,206.0,5.0,37.0,25.0,37.5,1.0,,0.0,,,,6.0,,5.0,,,,8.0,,,3.0,42.0,222.0,8.0,158.0,44.0,19.0,17.0,2.0,20.0,18.0,,109.0,18.0,221.0,,1.0,52.0,26.0,83.0,3.0,359.0,1.0,0.0,12.0,25.0,,40.0,0.0,600.0,11.0,,10.0,2.0,18.0,0.0,,,,,56.0,,,,13.0,,149.0,1.0,13.0,85.0,7.0,15.0,,,,
2013-14,695161,27.0,2014-02-22 15:00:00,88,Hull,Away,128.0,15.0,1.0,4.0,3.0,6.0,,150.0,5.0,1.0,1.0,6.0,11.0,20.0,274.0,,2.0,7.0,27.0,14.0,3.0,1.0,,1.0,,,,,,,,9.0,,,,,,,15.0,8.0,,,,62.0,6.0,,11.0,,2.0,6.0,1.0,,9.0,2.0,60.0,52.0,6.0,45.0,18.0,,,,,,,,57.0,11.0,4.0,2.0,,,,,4.0,,4.0,4.0,,1.0,14.0,,,4.0,1.0,,,,,18.0,,13.0,13.0,3.0,,2.0,94.0,84.0,37.0,9.0,2.0,2.0,6.0,6.0,352.0,,,8.0,,61.0,62.0,3.0,,,,,,137.0,137.0,,33.0,20.0,43.8,,2.0,0.0,,,,3.0,2.0,5.0,,,1.0,5.0,,,3.0,63.0,269.0,8.0,154.0,32.0,45.0,10.0,1.0,8.0,7.0,2.0,107.0,8.0,222.0,1.0,1.0,16.0,12.0,50.0,3.0,368.0,,0.0,11.0,26.0,2.0,12.0,1.0,567.0,,,8.0,2.0,20.0,0.0,,,,5.0,61.0,2.0,2.0,1.0,18.0,,137.0,1.0,18.0,76.0,9.0,9.0,,,,
2013-14,695174,28.0,2014-03-01 15:00:00,88,Hull,Home,118.0,20.0,3.0,11.0,8.0,5.0,2.0,145.0,5.0,,4.0,8.0,15.0,31.0,252.0,,,31.0,37.0,27.0,6.0,3.0,,,,,,1.0,,,,5.0,,,,,,3.0,10.0,7.0,,,,43.0,2.0,3.0,9.0,1.0,6.0,11.0,7.0,1.0,10.0,2.0,67.0,61.0,2.0,14.0,9.0,1.0,,,,,,,87.0,13.0,10.0,,,3.0,3.0,1.0,1.0,1.0,1.0,,1.0,,8.0,,,,1.0,,,,3.0,9.0,1.0,16.0,16.0,1.0,,4.0,73.0,93.0,43.0,3.0,,7.0,3.0,3.0,358.0,,,4.0,,50.0,57.0,26.0,,,,,,172.0,172.0,,11.0,25.0,48.4,,1.0,0.0,,,,1.0,2.0,2.0,,1.0,,7.0,2.0,,3.0,52.0,243.0,10.0,147.0,50.0,14.0,5.0,6.0,27.0,21.0,,109.0,15.0,252.0,1.0,,34.0,15.0,73.0,1.0,372.0,,0.0,13.0,21.0,,35.0,3.0,573.0,,,3.0,6.0,12.0,0.0,,,,7.0,70.0,3.0,4.0,,13.0,,162.0,,13.0,67.0,6.0,16.0,,,,
2013-14,695189,29.0,2014-03-26 19:45:00,88,Hull,Away,177.0,24.0,3.0,9.0,6.0,3.0,2.0,216.0,3.0,1.0,5.0,2.0,23.0,25.0,384.0,,,19.0,37.0,32.0,5.0,2.0,,,1.0,,,1.0,1.0,1.0,,5.0,,,,,,2.0,7.0,4.0,,,,56.0,1.0,,6.0,,5.0,9.0,8.0,,14.0,2.0,70.0,66.0,1.0,26.0,16.0,,,,,,,,88.0,10.0,11.0,,,3.0,2.0,1.0,,,,,,,7.0,,,,2.0,,,,1.0,16.0,,11.0,11.0,2.0,,5.0,117.0,93.0,43.0,4.0,1.0,5.0,2.0,3.0,461.0,,,3.0,1.0,61.0,81.0,16.0,1.0,1.0,1.0,,,151.0,151.0,,20.0,26.0,56.4,,1.0,0.0,,,,,2.0,2.0,,,,6.0,,,3.0,77.0,378.0,7.0,194.0,36.0,26.0,10.0,5.0,24.0,19.0,1.0,135.0,7.0,308.0,2.0,1.0,34.0,23.0,65.0,3.0,478.0,,1.0,9.0,20.0,2.0,27.0,1.0,682.0,,,6.0,5.0,19.0,0.0,,,,5.0,83.0,,,,18.0,1.0,167.0,2.0,18.0,111.0,11.0,7.0,,,,
2013-14,695194,30.0,2014-03-15 12:45:00,88,Hull,Home,204.0,16.0,1.0,14.0,13.0,1.0,3.0,263.0,5.0,1.0,5.0,4.0,24.0,48.0,453.0,,,21.0,11.0,17.0,10.0,2.0,,,,,,1.0,,,,11.0,,,,,,3.0,6.0,2.0,,,,56.0,2.0,3.0,3.0,,3.0,13.0,14.0,,6.0,1.0,35.0,44.0,2.0,33.0,26.0,,,,,,,,76.0,9.0,13.0,,,4.0,4.0,1.0,,,,,,,5.0,,,,,,,,,26.0,,22.0,22.0,,,5.0,133.0,79.0,53.0,4.0,,7.0,5.0,5.0,517.0,,,1.0,,66.0,91.0,28.0,,,,,,133.0,133.0,2.0,17.0,31.0,54.3,,,0.0,,,,1.0,,1.0,,1.0,,7.0,,,3.0,102.0,442.0,12.0,219.0,28.0,33.0,13.0,2.0,33.0,31.0,,147.0,2.0,344.0,,1.0,17.0,24.0,65.0,6.0,530.0,,0.0,15.0,10.0,,28.0,2.0,749.0,,,5.0,3.0,6.0,0.0,,,,6.0,79.0,,,,21.0,1.0,152.0,1.0,21.0,166.0,12.0,9.0,,,,
2013-14,695205,31.0,2014-03-22 15:00:00,88,Hull,Home,101.0,20.0,3.0,6.0,3.0,2.0,,108.0,3.0,,2.0,10.0,8.0,25.0,203.0,,,14.0,16.0,24.0,4.0,2.0,,,,,,,,,,5.0,,,1.0,,,2.0,9.0,7.0,,,,53.0,3.0,3.0,4.0,1.0,4.0,10.0,4.0,1.0,8.0,1.0,48.0,56.0,3.0,36.0,18.0,,,,,,,,68.0,17.0,13.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,1.0,,12.0,,,,,,,,,18.0,1.0,23.0,23.0,3.0,,2.0,58.0,86.0,42.0,5.0,,4.0,3.0,5.0,283.0,,,9.0,,41.0,50.0,18.0,,,,,1.0,157.0,157.0,2.0,24.0,18.0,43.2,1.0,,0.0,,,,4.0,,3.0,,,,4.0,1.0,,3.0,64.0,194.0,7.0,134.0,31.0,36.0,7.0,4.0,19.0,15.0,,98.0,11.0,185.0,,,36.0,11.0,51.0,3.0,300.0,,0.0,12.0,23.0,,22.0,2.0,520.0,,,1.0,4.0,15.0,0.0,,,1.0,7.0,37.0,2.0,2.0,2.0,13.0,1.0,141.0,5.0,13.0,64.0,8.0,7.0,,,,
2013-14,695217,32.0,2014-03-29 15:00:00,88,Hull,Away,166.0,17.0,,5.0,5.0,5.0,1.0,157.0,5.0,1.0,5.0,5.0,25.0,26.0,318.0,,,24.0,27.0,25.0,4.0,,,,,,,,,,,5.0,,,,,,,4.0,11.0,,,,65.0,3.0,,7.0,,1.0,7.0,5.0,,20.0,1.0,64.0,56.0,3.0,40.0,29.0,1.0,,,,,,,68.0,9.0,9.0,,,3.0,3.0,,,,,,,,9.0,,,,,,,,1.0,29.0,,12.0,12.0,,,5.0,103.0,73.0,33.0,8.0,,1.0,3.0,3.0,395.0,,,6.0,,62.0,64.0,17.0,,,,,,159.0,159.0,,30.0,22.0,44.1,,,0.0,,,,,2.0,2.0,,,,2.0,,,3.0,79.0,310.0,4.0,183.0,33.0,40.0,12.0,1.0,16.0,15.0,,127.0,11.0,240.0,,1.0,32.0,26.0,54.0,1.0,407.0,1.0,0.0,5.0,15.0,,27.0,0.0,626.0,,,8.0,1.0,8.0,0.0,,,,2.0,58.0,1.0,2.0,,14.0,,135.0,6.0,14.0,111.0,7.0,21.0,,,,
2013-14,695225,33.0,2014-04-05 15:00:00,88,Hull,Home,88.0,17.0,2.0,11.0,9.0,3.0,3.0,160.0,4.0,2.0,3.0,10.0,8.0,19.0,237.0,,,14.0,27.0,29.0,3.0,1.0,,,,2.0,,2.0,,1.0,,4.0,,,,,,1.0,5.0,7.0,,,,72.0,2.0,,14.0,,7.0,13.0,6.0,,9.0,,66.0,64.0,2.0,36.0,25.0,,,,,,,,81.0,6.0,18.0,,,7.0,3.0,2.0,1.0,,1.0,1.0,,,12.0,,,1.0,1.0,,,,2.0,25.0,,27.0,27.0,4.0,,3.0,66.0,80.0,37.0,2.0,1.0,1.0,4.0,4.0,316.0,,,1.0,,40.0,82.0,24.0,,,,,,169.0,169.0,5.0,25.0,28.0,43.1,,,0.0,,,,,2.0,2.0,,,,4.0,,,3.0,78.0,224.0,5.0,103.0,37.0,36.0,18.0,5.0,27.0,22.0,,141.0,13.0,265.0,1.0,2.0,35.0,8.0,58.0,2.0,341.0,,0.0,8.0,14.0,,19.0,0.0,570.0,,,6.0,7.0,13.0,0.0,,,,3.0,58.0,2.0,1.0,1.0,20.0,,143.0,,20.0,74.0,11.0,13.0,,,,
2013-14,695234,34.0,2014-05-06 19:45:00,88,Hull,Away,260.0,14.0,,1.0,1.0,1.0,,190.0,4.0,,4.0,10.0,14.0,46.0,449.0,,,11.0,14.0,14.0,1.0,,,,,,,,,,,2.0,,,,,,,10.0,8.0,,,,56.0,1.0,,14.0,,,8.0,3.0,,11.0,2.0,47.0,51.0,1.0,13.0,6.0,,,,,,,,49.0,9.0,13.0,1.0,,3.0,,,1.0,,,1.0,,,6.0,,,1.0,3.0,,,,1.0,6.0,,12.0,12.0,,,4.0,143.0,67.0,43.0,8.0,,,2.0,2.0,490.0,,,6.0,,55.0,77.0,9.0,,,,,,93.0,93.0,1.0,30.0,14.0,44.7,,,0.0,,,,2.0,2.0,4.0,,,,,,,3.0,50.0,436.0,2.0,274.0,24.0,13.0,5.0,,11.0,11.0,,82.0,12.0,248.0,3.0,,27.0,15.0,70.0,1.0,511.0,,0.0,2.0,20.0,,11.0,1.0,657.0,,,4.0,,14.0,0.0,,,,2.0,88.0,,,,13.0,,146.0,1.0,13.0,134.0,11.0,5.0,,,,
2013-14,695245,35.0,2014-04-20 14:05:00,88,Hull,Home,164.0,19.0,4.0,9.0,5.0,4.0,,181.0,1.0,1.0,4.0,7.0,13.0,33.0,336.0,,1.0,20.0,20.0,16.0,8.0,3.0,2.0,,,,,,,,,10.0,,,,,1.0,1.0,9.0,3.0,10.0,3.0,,78.0,,2.0,6.0,,7.0,13.0,10.0,,16.0,3.0,54.0,49.0,,29.0,18.0,,1.0,,,,,,69.0,10.0,7.0,,,1.0,1.0,,,,,,,,4.0,,,,,,,,1.0,18.0,1.0,21.0,21.0,4.0,,4.0,101.0,81.0,37.0,,,6.0,5.0,4.0,421.0,,,1.0,,60.0,84.0,39.0,,,,,,169.0,169.0,4.0,28.0,39.0,42.4,1.0,,0.0,,,,2.0,1.0,3.0,,,,7.0,1.0,,3.0,83.0,326.0,11.0,184.0,39.0,29.0,7.0,7.0,31.0,24.0,,138.0,14.0,285.0,,1.0,35.0,14.0,63.0,5.0,438.0,,0.0,13.0,22.0,1.0,28.0,1.0,652.0,15.0,,4.0,7.0,15.0,0.0,,,,6.0,72.0,1.0,1.0,,8.0,1.0,170.0,1.0,16.0,95.0,8.0,12.0,,,,
2013-14,695253,36.0,2014-04-26 15:00:00,88,Hull,Away,194.0,17.0,1.0,6.0,5.0,4.0,,184.0,3.0,,3.0,7.0,12.0,38.0,372.0,,,20.0,19.0,16.0,4.0,1.0,,,,,,,,,,7.0,,,,1.0,,1.0,7.0,3.0,,,,64.0,6.0,3.0,4.0,,2.0,12.0,3.0,,15.0,1.0,45.0,49.0,6.0,36.0,21.0,,,,,,,,67.0,7.0,8.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,,,11.0,,,2.0,,,,,1.0,21.0,2.0,9.0,9.0,1.0,,3.0,123.0,91.0,50.0,7.0,,,6.0,4.0,441.0,,,,,60.0,64.0,17.0,,,,,,141.0,141.0,1.0,31.0,23.0,54.0,1.0,,0.0,,,,1.0,,1.0,,,,1.0,,,3.0,78.0,361.0,6.0,207.0,37.0,36.0,8.0,1.0,16.0,15.0,,124.0,13.0,267.0,,,27.0,14.0,70.0,1.0,458.0,,0.0,8.0,19.0,,24.0,3.0,650.0,,,6.0,2.0,16.0,0.0,,,,3.0,61.0,1.0,,2.0,17.0,1.0,148.0,2.0,17.0,126.0,10.0,12.0,,,,
2013-14,695262,37.0,2014-05-03 15:00:00,88,Hull,Away,157.0,18.0,3.0,5.0,2.0,2.0,,205.0,7.0,3.0,1.0,3.0,18.0,37.0,357.0,,,30.0,36.0,23.0,4.0,2.0,,,,,,,,,,5.0,,,,,,,11.0,4.0,,,,46.0,3.0,2.0,2.0,1.0,5.0,11.0,11.0,,7.0,1.0,57.0,46.0,3.0,45.0,34.0,1.0,,,,,,,68.0,9.0,13.0,,,3.0,2.0,,,,,,,,13.0,,,,1.0,,,,,34.0,,12.0,12.0,1.0,,1.0,116.0,73.0,29.0,8.0,,3.0,3.0,2.0,432.0,,,3.0,,63.0,108.0,21.0,,,,,,155.0,155.0,1.0,20.0,23.0,55.8,,3.0,0.0,,,,6.0,,5.0,,,,4.0,,,3.0,98.0,343.0,6.0,173.0,34.0,45.0,5.0,5.0,29.0,24.0,,145.0,12.0,305.0,1.0,3.0,27.0,18.0,68.0,3.0,449.0,,0.0,8.0,12.0,,34.0,0.0,673.0,,,,5.0,8.0,0.0,,,,3.0,64.0,,,,19.0,,136.0,1.0,19.0,133.0,9.0,13.0,,,,
2013-14,695273,38.0,2014-05-11 15:00:00,88,Hull,Home,201.0,15.0,3.0,3.0,,,,198.0,4.0,,6.0,8.0,17.0,34.0,396.0,,,9.0,4.0,14.0,5.0,2.0,,,,,,1.0,,,,6.0,,,,,,2.0,4.0,7.0,,,,69.0,3.0,4.0,5.0,,6.0,8.0,7.0,,8.0,1.0,30.0,38.0,3.0,26.0,14.0,,,,,,,,52.0,8.0,7.0,,,3.0,2.0,1.0,,,,,,,6.0,,,,,,,,,14.0,,17.0,17.0,,,6.0,131.0,62.0,38.0,4.0,,3.0,4.0,3.0,448.0,,,2.0,,80.0,61.0,21.0,,,,,,110.0,110.0,3.0,27.0,31.0,43.0,,,0.0,,,,1.0,1.0,2.0,,,,5.0,,,3.0,97.0,388.0,7.0,214.0,28.0,26.0,6.0,6.0,23.0,17.0,,135.0,8.0,268.0,,,23.0,18.0,54.0,2.0,459.0,,0.0,12.0,16.0,,11.0,0.0,627.0,,,1.0,6.0,9.0,0.0,,,,3.0,79.0,,,,12.0,,126.0,2.0,12.0,123.0,6.0,6.0,,,,
2014-15,755309,1.0,2014-08-16 15:00:00,88,Hull,Away,161.0,14.0,3.0,5.0,2.0,2.0,,133.0,3.0,3.0,4.0,8.0,17.0,25.0,289.0,,,21.0,30.0,15.0,7.0,1.0,,1.0,,,1.0,1.0,,,,7.0,,,,,,,12.0,7.0,,,,69.0,5.0,4.0,8.0,1.0,9.0,7.0,3.0,1.0,10.0,1.0,60.0,44.0,5.0,56.0,34.0,,,,,,,,58.0,10.0,10.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,9.0,,,,2.0,,,,1.0,34.0,,13.0,13.0,1.0,,5.0,88.0,73.0,28.0,8.0,,2.0,7.0,4.0,360.0,,,7.0,,41.0,75.0,16.0,,1.0,1.0,1.0,,142.0,142.0,2.0,33.0,21.0,49.0,,2.0,0.0,,,,4.0,2.0,5.0,,,1.0,3.0,,,3.0,60.0,279.0,9.0,180.0,26.0,56.0,8.0,9.0,20.0,11.0,1.0,107.0,9.0,222.0,2.0,3.0,35.0,20.0,72.0,2.0,382.0,,0.0,11.0,17.0,,26.0,2.0,600.0,,,4.0,9.0,14.0,0.0,,1.0,,5.0,58.0,1.0,1.0,,9.0,1.0,140.0,2.0,9.0,96.0,7.0,10.0,,1.0,,
2014-15,755317,2.0,2014-08-24 13:30:00,88,Hull,Home,124.0,13.0,,,,,,155.0,3.0,,1.0,4.0,10.0,23.0,279.0,,,21.0,29.0,22.0,5.0,,,,,,,,,,,8.0,,,,,,1.0,12.0,7.0,,,,69.0,4.0,4.0,7.0,,4.0,11.0,5.0,,11.0,1.0,59.0,58.0,4.0,39.0,27.0,,,,,,,,58.0,10.0,10.0,1.0,,1.0,,,,,,,,,14.0,,,1.0,2.0,,,,1.0,27.0,,11.0,11.0,3.0,,1.0,74.0,81.0,28.0,5.0,,1.0,4.0,2.0,338.0,,,5.0,,53.0,73.0,12.0,,,,,,144.0,144.0,1.0,38.0,16.0,42.7,,,0.0,,,,1.0,1.0,2.0,,,,3.0,,,3.0,57.0,261.0,5.0,137.0,27.0,39.0,12.0,2.0,18.0,16.0,,106.0,7.0,259.0,2.0,,28.0,13.0,77.0,,378.0,,1.0,9.0,19.0,,24.0,1.0,576.0,,,7.0,4.0,17.0,0.0,,,,3.0,57.0,,,1.0,16.0,,154.0,4.0,16.0,93.0,13.0,4.0,,,,
2014-15,755323,3.0,2014-08-31 13:30:00,88,Hull,Away,278.0,21.0,,5.0,5.0,4.0,2.0,193.0,3.0,1.0,3.0,11.0,9.0,43.0,466.0,,,23.0,15.0,17.0,6.0,,,,,,,1.0,,,,6.0,,,,,,1.0,7.0,4.0,,,,56.0,4.0,3.0,5.0,,7.0,16.0,8.0,,7.0,1.0,41.0,42.0,4.0,37.0,25.0,,1.0,,,,,,68.0,10.0,9.0,1.0,,3.0,3.0,1.0,1.0,,1.0,,1.0,,6.0,,,,1.0,,,,,25.0,,18.0,18.0,,,3.0,161.0,77.0,51.0,3.0,,3.0,4.0,3.0,525.0,,,1.0,,64.0,75.0,28.0,,,,,,131.0,131.0,4.0,27.0,20.0,55.2,,,0.0,,,,2.0,,2.0,,,,3.0,,,3.0,90.0,454.0,7.0,293.0,45.0,37.0,8.0,6.0,33.0,27.0,,134.0,11.0,283.0,1.0,1.0,29.0,10.0,76.0,2.0,543.0,,0.0,9.0,13.0,,23.0,4.0,737.0,,,3.0,7.0,11.0,0.0,,,,8.0,70.0,,,,9.0,,156.0,3.0,9.0,156.0,7.0,9.0,,,,
2014-15,755336,4.0,2014-09-15 20:00:00,88,Hull,Home,146.0,24.0,1.0,6.0,5.0,,,115.0,1.0,,3.0,10.0,10.0,27.0,255.0,,,15.0,18.0,17.0,6.0,,,,,,,,,,,10.0,,,,1.0,,,7.0,10.0,,,,65.0,1.0,1.0,16.0,1.0,3.0,11.0,8.0,,12.0,2.0,60.0,66.0,1.0,50.0,29.0,,,,,,,,65.0,12.0,7.0,1.0,,,,,1.0,,1.0,1.0,,,7.0,,,2.0,1.0,,,,1.0,29.0,1.0,29.0,29.0,4.0,,3.0,82.0,65.0,27.0,10.0,1.0,3.0,4.0,6.0,314.0,,,9.0,,56.0,36.0,13.0,,,,,,125.0,125.0,4.0,26.0,30.0,40.9,1.0,2.0,0.0,,,,2.0,1.0,3.0,,,,4.0,,,3.0,63.0,245.0,7.0,156.0,38.0,50.0,12.0,3.0,22.0,19.0,,113.0,4.0,198.0,1.0,,31.0,11.0,66.0,1.0,332.0,,0.0,11.0,34.0,,16.0,3.0,579.0,,,8.0,3.0,23.0,0.0,,,,6.0,69.0,,,,18.0,,114.0,2.0,18.0,67.0,12.0,12.0,,,,
2014-15,755348,5.0,2014-09-20 15:00:00,88,Hull,Away,144.0,17.0,,2.0,2.0,4.0,,110.0,4.0,1.0,3.0,5.0,7.0,25.0,252.0,1.0,,18.0,28.0,25.0,4.0,2.0,,,,,,,,1.0,,6.0,,,,,,4.0,13.0,12.0,,,,67.0,2.0,2.0,9.0,,2.0,7.0,1.0,,8.0,2.0,59.0,54.0,2.0,52.0,25.0,,,,,,,,38.0,11.0,11.0,1.0,,4.0,3.0,,2.0,,1.0,2.0,,,8.0,,,2.0,4.0,,,,,25.0,,23.0,23.0,5.0,,3.0,82.0,64.0,31.0,4.0,1.0,3.0,5.0,3.0,316.0,,,9.0,,35.0,34.0,8.0,,,,,,127.0,127.0,4.0,35.0,19.0,37.0,,1.0,0.0,,,,5.0,,5.0,,1.0,,5.0,,,3.0,49.0,239.0,8.0,180.0,27.0,52.0,9.0,2.0,13.0,11.0,,81.0,11.0,175.0,4.0,1.0,32.0,8.0,62.0,5.0,342.0,2.0,0.0,10.0,16.0,,23.0,2.0,550.0,,,3.0,2.0,14.0,0.0,,,,6.0,44.0,,1.0,,23.0,,128.0,,23.0,88.0,12.0,2.0,,,,
2014-15,755356,6.0,2014-09-27 15:00:00,88,Hull,Home,196.0,22.0,,4.0,4.0,2.0,,175.0,4.0,,2.0,9.0,5.0,34.0,367.0,,,12.0,10.0,16.0,6.0,,,,,,,,,,,9.0,1.0,,,,,,13.0,7.0,,,,58.0,1.0,1.0,15.0,,3.0,14.0,10.0,,8.0,1.0,45.0,52.0,1.0,29.0,14.0,,,,,,,,41.0,10.0,6.0,1.0,,1.0,,,,,,,,,9.0,,,,,,,,,14.0,,21.0,21.0,3.0,,2.0,118.0,60.0,43.0,8.0,,1.0,5.0,5.0,412.0,,,5.0,,33.0,59.0,21.0,,,,,1.0,112.0,112.0,4.0,27.0,23.0,40.3,,,0.0,,,,1.0,1.0,2.0,,1.0,,4.0,,,3.0,56.0,352.0,7.0,209.0,31.0,29.0,13.0,3.0,27.0,24.0,,93.0,12.0,252.0,,,16.0,6.0,52.0,,434.0,,0.0,10.0,20.0,,14.0,0.0,618.0,,,10.0,3.0,15.0,0.0,,,,6.0,69.0,1.0,1.0,1.0,16.0,,136.0,3.0,16.0,111.0,11.0,6.0,,,,
2014-15,755365,7.0,2014-10-04 15:00:00,88,Hull,Home,258.0,21.0,1.0,4.0,3.0,1.0,,177.0,5.0,,4.0,5.0,8.0,37.0,431.0,,,18.0,20.0,30.0,10.0,1.0,,1.0,,,,1.0,,,,12.0,,,,,,1.0,4.0,7.0,,,,68.0,1.0,7.0,12.0,1.0,6.0,10.0,5.0,,12.0,1.0,57.0,66.0,1.0,51.0,39.0,,,,,,,,69.0,6.0,14.0,1.0,,1.0,,1.0,2.0,,2.0,2.0,,1.0,8.0,,,2.0,1.0,,,,,39.0,,23.0,23.0,,,4.0,145.0,88.0,42.0,7.0,1.0,6.0,7.0,2.0,495.0,,,5.0,,74.0,48.0,15.0,,,,,,138.0,138.0,1.0,25.0,36.0,59.1,,1.0,0.0,,,,1.0,1.0,1.0,,1.0,1.0,6.0,,,3.0,70.0,419.0,13.0,271.0,38.0,51.0,10.0,6.0,21.0,15.0,2.0,121.0,4.0,269.0,1.0,,30.0,8.0,80.0,,519.0,,0.0,15.0,21.0,,22.0,1.0,743.0,,,2.0,6.0,17.0,0.0,,,,5.0,74.0,1.0,,1.0,17.0,,168.0,5.0,17.0,132.0,12.0,4.0,,,,
2014-15,755373,8.0,2014-10-18 15:00:00,88,Hull,Away,203.0,18.0,,1.0,1.0,2.0,,82.0,3.0,,2.0,8.0,8.0,28.0,284.0,1.0,,16.0,15.0,16.0,1.0,1.0,,1.0,,,,,,,,3.0,,,,,,1.0,16.0,9.0,,,,71.0,2.0,,19.0,,,2.0,,,11.0,6.0,66.0,56.0,2.0,38.0,17.0,,,,,,,,27.0,13.0,9.0,1.0,,,,,1.0,,1.0,1.0,,,7.0,,,2.0,,,,,,17.0,,16.0,16.0,2.0,,2.0,100.0,58.0,26.0,10.0,1.0,,3.0,4.0,353.0,,,10.0,,21.0,46.0,3.0,,,,,,130.0,130.0,2.0,46.0,14.0,34.2,,1.0,0.0,,,,4.0,3.0,7.0,,,1.0,,,,3.0,17.0,270.0,3.0,245.0,27.0,38.0,15.0,,2.0,2.0,1.0,41.0,7.0,132.0,,,38.0,9.0,66.0,,375.0,1.0,0.0,4.0,27.0,,17.0,2.0,568.0,,,5.0,,19.0,0.0,,1.0,,9.0,55.0,,,1.0,17.0,,126.0,5.0,17.0,94.0,7.0,11.0,,,,
