season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attPenTarget,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,attLgLeft,attOboxOwnGoal,attPenPost,penaltySave
2010-11,321941,29.0,2011-03-05 15:00:00,5,Blackburn,Away,53.0,12.0,2.0,10.0,8.0,1.0,,131.0,3.0,,1.0,9.0,12.0,17.0,174.0,2.0,1.0,21.0,21.0,27.0,10.0,2.0,,2.0,,,,,,,,,10.0,,,,,2.0,11.0,9.0,,,,54.0,3.0,6.0,7.0,,7.0,14.0,5.0,,15.0,3.0,68.0,74.0,3.0,29.0,12.0,,,90.0,19.0,11.0,,,5.0,4.0,,1.0,,1.0,,1.0,,9.0,,,,1.0,,,,,19.0,,14.0,10.0,,1.0,92.0,34.0,9.0,1.0,3.0,10.0,6.0,,,,8.0,,67.0,49.0,26.0,1.0,1.0,1.0,,196.0,178.0,3.0,20.0,22.0,44.8,,,1.0,0.0,,,,3.0,1.0,,,1.0,2.0,3.0,,3.0,79.0,,13.0,70.0,33.0,47.0,20.0,6.0,29.0,23.0,2.0,145.0,14.0,249.0,1.0,,35.0,13.0,48.0,1.0,290.0,2.0,1.0,15.0,22.0,1.0,26.0,3.0,542.0,,14.0,7.0,18.0,0.0,,,40.0,1.0,1.0,,171.0,36.0,1.0,43.0,9.0,,,,
2010-11,321948,30.0,2011-03-19 15:00:00,5,Blackburn,Home,67.0,15.0,3.0,6.0,3.0,10.0,,169.0,2.0,1.0,2.0,20.0,9.0,32.0,230.0,1.0,1.0,20.0,20.0,25.0,12.0,5.0,,,,,,,,,,,14.0,,,1.0,1.0,4.0,4.0,5.0,,,,45.0,1.0,7.0,8.0,,8.0,13.0,10.0,1.0,7.0,3.0,62.0,62.0,1.0,13.0,7.0,,,91.0,17.0,12.0,,,2.0,2.0,,,,,,,,6.0,,,1.0,2.0,,,,1.0,10.0,2.0,19.0,14.0,2.0,2.0,95.0,51.0,3.0,1.0,12.0,5.0,5.0,,,,1.0,,65.0,32.0,43.0,1.0,1.0,1.0,,181.0,177.0,,18.0,21.0,52.5,2.0,,,0.0,,,,1.0,3.0,,,,,14.0,2.0,3.0,101.0,,17.0,80.0,27.0,17.0,18.0,7.0,32.0,25.0,,169.0,25.0,292.0,2.0,1.0,44.0,9.0,60.0,1.0,340.0,2.0,0.0,26.0,18.0,1.0,31.0,1.0,541.0,,7.0,8.0,12.0,0.0,,,40.0,2.0,2.0,1.0,167.0,73.0,,60.0,7.0,,,,
2010-11,321957,31.0,2011-04-02 17:30:00,5,Blackburn,Away,83.0,12.0,1.0,1.0,,2.0,,95.0,6.0,,1.0,9.0,6.0,23.0,177.0,,,14.0,15.0,8.0,2.0,2.0,,,1.0,,,1.0,,,,,3.0,,,,,1.0,15.0,7.0,,,,54.0,5.0,,11.0,1.0,4.0,6.0,5.0,,2.0,3.0,49.0,45.0,5.0,27.0,7.0,,,64.0,11.0,10.0,,,2.0,1.0,1.0,,,,,,,12.0,,,,1.0,,,,,18.0,,22.0,15.0,,2.0,79.0,40.0,11.0,,2.0,2.0,2.0,,,,7.0,,59.0,33.0,18.0,,,,,152.0,135.0,,26.0,16.0,32.5,,,,0.0,,,,3.0,2.0,,,,,5.0,,2.0,47.0,,4.0,94.0,20.0,44.0,16.0,4.0,16.0,12.0,,90.0,13.0,177.0,1.0,,23.0,7.0,44.0,4.0,255.0,,1.0,7.0,21.0,1.0,21.0,2.0,474.0,,6.0,4.0,17.0,0.0,,,39.0,1.0,1.0,,116.0,46.0,2.0,54.0,10.0,,,,
2010-11,321968,32.0,2011-04-09 15:00:00,5,Blackburn,Home,77.0,6.0,1.0,7.0,6.0,4.0,1.0,107.0,2.0,,3.0,9.0,9.0,20.0,177.0,,1.0,15.0,16.0,28.0,9.0,2.0,,1.0,,,,1.0,,,,,6.0,,1.0,,,3.0,1.0,5.0,,,,46.0,1.0,4.0,1.0,,8.0,11.0,6.0,,8.0,1.0,42.0,64.0,1.0,14.0,8.0,,,75.0,11.0,10.0,,,4.0,2.0,1.0,,,,,,1.0,10.0,,,1.0,,,,,1.0,13.0,1.0,11.0,8.0,,3.0,81.0,27.0,2.0,1.0,10.0,1.0,1.0,,,,2.0,,45.0,40.0,32.0,,,,,180.0,172.0,4.0,15.0,17.0,47.1,1.0,,,0.0,,,,,1.0,,,1.0,1.0,10.0,2.0,3.0,70.0,,11.0,101.0,19.0,22.0,18.0,7.0,26.0,19.0,1.0,136.0,15.0,216.0,,,36.0,9.0,53.0,,291.0,1.0,0.0,15.0,15.0,2.0,25.0,2.0,478.0,,11.0,8.0,13.0,0.0,,,35.0,1.0,1.0,1.0,148.0,53.0,1.0,55.0,5.0,,,,
2010-11,321979,33.0,2011-04-16 15:00:00,5,Blackburn,Away,86.0,5.0,,3.0,3.0,3.0,,118.0,10.0,,,6.0,6.0,20.0,201.0,,,23.0,8.0,13.0,2.0,1.0,,,,,,,,,,,5.0,,,,,1.0,10.0,8.0,,,,41.0,8.0,3.0,6.0,,1.0,5.0,6.0,,11.0,2.0,54.0,48.0,7.0,22.0,9.0,,,84.0,20.0,10.0,,,1.0,1.0,,,,,,,,18.0,,,,1.0,,,,2.0,19.0,,19.0,18.0,2.0,,90.0,42.0,10.0,,,3.0,1.0,,,,5.0,,54.0,40.0,25.0,1.0,1.0,1.0,,185.0,167.0,2.0,21.0,14.0,45.8,,,,0.0,,,,2.0,1.0,,,2.0,,3.0,1.0,3.0,68.0,,3.0,110.0,15.0,39.0,17.0,1.0,13.0,12.0,,133.0,15.0,212.0,1.0,,30.0,9.0,50.0,1.0,309.0,,0.0,7.0,19.0,1.0,30.0,3.0,530.0,,6.0,1.0,16.0,0.0,,,42.0,,1.0,,159.0,49.0,,59.0,11.0,,,,
2010-11,321988,34.0,2011-04-25 20:00:00,5,Blackburn,Home,63.0,9.0,1.0,4.0,3.0,2.0,1.0,95.0,1.0,2.0,,10.0,5.0,26.0,154.0,,,17.0,5.0,7.0,7.0,3.0,,,,,2.0,3.0,,,,,7.0,,,,,2.0,7.0,5.0,,,,42.0,4.0,3.0,7.0,1.0,4.0,7.0,3.0,,6.0,3.0,46.0,44.0,4.0,24.0,8.0,,,63.0,15.0,15.0,,,8.0,4.0,3.0,,,,,,,7.0,,,,,,,,,10.0,,14.0,13.0,2.0,,73.0,27.0,6.0,,8.0,2.0,3.0,,,,4.0,,51.0,24.0,23.0,,,,,160.0,151.0,3.0,23.0,11.0,32.8,,,2.0,0.0,,,,2.0,2.0,,,1.0,,8.0,,3.0,63.0,,10.0,82.0,22.0,33.0,20.0,4.0,18.0,14.0,,115.0,8.0,181.0,,2.0,35.0,5.0,55.0,,245.0,,0.0,14.0,15.0,1.0,25.0,2.0,440.0,,7.0,4.0,12.0,0.0,,,41.0,1.0,2.0,,129.0,37.0,,38.0,13.0,,,,
2010-11,321999,35.0,2011-04-30 15:00:00,5,Blackburn,Home,46.0,8.0,1.0,9.0,8.0,1.0,,105.0,3.0,3.0,,7.0,5.0,14.0,142.0,,,16.0,15.0,16.0,12.0,1.0,,1.0,,,,1.0,,,,,16.0,,,,,1.0,5.0,8.0,,,,29.0,3.0,5.0,4.0,,3.0,15.0,6.0,1.0,7.0,,44.0,49.0,3.0,29.0,12.0,,1.0,90.0,7.0,9.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,,,10.0,,,1.0,2.0,,,,,28.0,,21.0,12.0,1.0,1.0,83.0,22.0,10.0,,7.0,7.0,6.0,,,,3.0,,47.0,31.0,27.0,,,,,200.0,171.0,2.0,10.0,8.0,42.1,,,1.0,0.0,,,,,,,,1.0,1.0,10.0,,3.0,73.0,,14.0,61.0,16.0,58.0,19.0,3.0,25.0,22.0,1.0,134.0,3.0,204.0,2.0,3.0,43.0,5.0,47.0,7.0,240.0,1.0,0.0,21.0,16.0,,27.0,2.0,485.0,,8.0,3.0,13.0,0.0,,,36.0,2.0,2.0,,120.0,48.0,1.0,36.0,11.0,,,,
2010-11,322015,36.0,2011-05-07 15:00:00,5,Blackburn,Away,56.0,6.0,2.0,3.0,1.0,1.0,,88.0,4.0,,2.0,6.0,13.0,8.0,141.0,,1.0,8.0,26.0,12.0,2.0,1.0,,,,,,,,,,1.0,7.0,,,,,1.0,12.0,15.0,,,,43.0,5.0,1.0,1.0,,3.0,6.0,3.0,,8.0,2.0,56.0,48.0,5.0,34.0,15.0,,,70.0,17.0,8.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,17.0,,,1.0,1.0,,,,3.0,30.0,,9.0,5.0,2.0,2.0,75.0,28.0,7.0,,1.0,3.0,3.0,,,,10.0,,42.0,34.0,24.0,,,,,159.0,136.0,1.0,16.0,16.0,37.9,,,2.0,0.0,,,,2.0,2.0,,,,,6.0,,3.0,46.0,,4.0,66.0,14.0,57.0,12.0,3.0,13.0,10.0,,94.0,7.0,162.0,1.0,,31.0,16.0,40.0,2.0,215.0,,0.0,10.0,23.0,1.0,21.0,0.0,435.0,,5.0,3.0,15.0,0.0,,,35.0,1.0,,1.0,104.0,39.0,1.0,37.0,8.0,,,,
2010-11,322019,37.0,2011-05-14 12:45:00,5,Blackburn,Home,71.0,5.0,,4.0,4.0,2.0,,84.0,2.0,,,5.0,6.0,17.0,151.0,,,5.0,3.0,11.0,4.0,,,,,,,,,,,,5.0,,,1.0,,,6.0,6.0,,,,37.0,9.0,,3.0,1.0,2.0,5.0,4.0,,8.0,1.0,35.0,39.0,9.0,20.0,8.0,,,62.0,11.0,11.0,,,,,,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,14.0,1.0,29.0,23.0,4.0,,57.0,16.0,6.0,1.0,3.0,2.0,2.0,,,,5.0,,31.0,29.0,18.0,1.0,1.0,1.0,,130.0,119.0,1.0,19.0,10.0,24.5,1.0,,1.0,0.0,,,,,1.0,,,1.0,,4.0,,3.0,47.0,,5.0,81.0,11.0,31.0,12.0,2.0,11.0,9.0,,98.0,6.0,155.0,1.0,,26.0,8.0,45.0,,225.0,,0.0,6.0,15.0,,10.0,3.0,398.0,,2.0,2.0,12.0,0.0,,,30.0,,,,98.0,47.0,,50.0,7.0,,,,
2010-11,322036,38.0,2011-05-22 16:00:00,5,Blackburn,Away,89.0,11.0,3.0,6.0,3.0,4.0,,80.0,7.0,,,11.0,6.0,19.0,163.0,,,15.0,7.0,11.0,7.0,2.0,,,1.0,,,2.0,,,,,8.0,,,,,4.0,10.0,6.0,,,,40.0,5.0,2.0,2.0,1.0,3.0,5.0,5.0,,8.0,2.0,29.0,37.0,5.0,33.0,19.0,,,70.0,10.0,13.0,1.0,,3.0,1.0,2.0,2.0,,1.0,2.0,,,15.0,,,2.0,1.0,,,,,45.0,,22.0,19.0,2.0,,88.0,29.0,8.0,2.0,4.0,7.0,9.0,,,,4.0,,49.0,25.0,29.0,,,,,183.0,152.0,4.0,13.0,17.0,41.7,,,1.0,0.0,,,,2.0,,,,,,5.0,1.0,2.0,46.0,,11.0,111.0,21.0,64.0,6.0,3.0,14.0,11.0,,99.0,13.0,169.0,1.0,,49.0,8.0,60.0,2.0,266.0,,0.0,16.0,9.0,,22.0,1.0,487.0,,4.0,3.0,7.0,0.0,,,45.0,2.0,1.0,1.0,130.0,50.0,,41.0,14.0,,,,
2011-12,360469,1.0,2011-08-13 15:00:00,5,Blackburn,Home,107.0,9.0,3.0,7.0,4.0,5.0,,128.0,5.0,,,8.0,15.0,22.0,228.0,,2.0,23.0,15.0,14.0,10.0,2.0,,,1.0,,,1.0,,,,,8.0,,,,,2.0,11.0,4.0,,,,41.0,9.0,7.0,5.0,,12.0,11.0,8.0,,8.0,1.0,57.0,44.0,9.0,12.0,5.0,,,65.0,13.0,10.0,,,2.0,1.0,1.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,,15.0,,18.0,15.0,1.0,,83.0,34.0,6.0,1.0,5.0,8.0,2.0,,,,1.0,,45.0,46.0,27.0,,1.0,1.0,,193.0,172.0,,26.0,12.0,52.0,,,1.0,0.0,,,,2.0,,,,,,8.0,1.0,3.0,80.0,,13.0,135.0,22.0,33.0,23.0,10.0,30.0,20.0,,130.0,13.0,225.0,,,38.0,16.0,59.0,,330.0,1.0,0.0,17.0,13.0,3.0,31.0,4.0,548.0,,7.0,12.0,10.0,0.0,,,47.0,2.0,2.0,,148.0,66.0,,69.0,9.0,,,,1.0
2011-12,360480,2.0,2011-08-20 15:00:00,5,Blackburn,Away,109.0,11.0,1.0,9.0,8.0,6.0,,192.0,1.0,1.0,1.0,14.0,16.0,28.0,292.0,,,21.0,16.0,8.0,5.0,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,5.0,5.0,,,,41.0,1.0,4.0,8.0,,4.0,9.0,9.0,,9.0,1.0,56.0,44.0,1.0,21.0,10.0,,,85.0,13.0,9.0,,1.0,,,1.0,1.0,,1.0,1.0,,,6.0,,,,,,,,,14.0,,13.0,10.0,1.0,2.0,90.0,46.0,5.0,1.0,4.0,3.0,2.0,,,,1.0,,71.0,49.0,23.0,,,,,162.0,153.0,3.0,18.0,13.0,48.4,,,,0.0,,,,1.0,1.0,,,,,6.0,,2.0,92.0,,7.0,125.0,25.0,30.0,20.0,4.0,22.0,18.0,,153.0,12.0,279.0,,1.0,39.0,17.0,57.0,4.0,382.0,,0.0,12.0,17.0,1.0,34.0,0.0,578.0,,10.0,4.0,13.0,0.0,,,58.0,,,1.0,163.0,76.0,,85.0,7.0,,,,
2011-12,360490,3.0,2011-08-27 15:00:00,5,Blackburn,Home,67.0,6.0,2.0,8.0,6.0,2.0,,101.0,2.0,1.0,1.0,7.0,6.0,12.0,160.0,1.0,,18.0,21.0,13.0,10.0,3.0,,,1.0,,,2.0,,,,,14.0,,1.0,1.0,1.0,1.0,8.0,3.0,,,,41.0,4.0,7.0,6.0,,5.0,8.0,11.0,,8.0,2.0,58.0,52.0,4.0,28.0,22.0,,,77.0,17.0,13.0,,,5.0,1.0,2.0,,,,,,,8.0,,,,1.0,,,,,30.0,3.0,17.0,14.0,3.0,1.0,80.0,29.0,4.0,,5.0,8.0,7.0,,,,3.0,,34.0,41.0,30.0,1.0,1.0,1.0,2.0,158.0,146.0,3.0,12.0,18.0,41.2,3.0,,,0.0,,,,1.0,1.0,,,,,7.0,,3.0,62.0,,13.0,80.0,16.0,40.0,16.0,4.0,24.0,20.0,,128.0,10.0,196.0,1.0,1.0,44.0,6.0,45.0,3.0,252.0,1.0,0.0,21.0,16.0,3.0,24.0,5.0,465.0,,10.0,5.0,11.0,0.0,,1.0,30.0,1.0,2.0,,123.0,57.0,1.0,42.0,8.0,,,1.0,
2011-12,360502,4.0,2011-09-11 16:00:00,5,Blackburn,Away,113.0,9.0,,3.0,3.0,4.0,,131.0,2.0,,2.0,6.0,20.0,18.0,241.0,,2.0,19.0,10.0,12.0,7.0,,,2.0,,,,1.0,,,,,,,,,,2.0,7.0,7.0,,,,57.0,3.0,3.0,12.0,,2.0,8.0,2.0,,11.0,2.0,55.0,54.0,3.0,27.0,10.0,,,85.0,13.0,7.0,1.0,,,,1.0,1.0,,1.0,1.0,,,12.0,,,,6.0,,,,1.0,20.0,,26.0,24.0,2.0,3.0,94.0,40.0,11.0,,3.0,5.0,3.0,,,,6.0,,61.0,40.0,19.0,,,,,183.0,159.0,,22.0,22.0,41.7,,,,0.0,,,,1.0,1.0,,,,2.0,5.0,,3.0,58.0,,8.0,126.0,21.0,51.0,16.0,2.0,12.0,10.0,,119.0,8.0,222.0,6.0,,32.0,23.0,55.0,,336.0,,0.0,11.0,29.0,3.0,22.0,1.0,582.0,,6.0,2.0,21.0,0.0,,,50.0,,,,147.0,65.0,,74.0,20.0,,,,
2011-12,360510,5.0,2011-09-17 12:45:00,5,Blackburn,Home,102.0,8.0,2.0,4.0,2.0,2.0,,83.0,1.0,,1.0,3.0,10.0,16.0,181.0,,2.0,10.0,10.0,10.0,4.0,2.0,,,,,,,,,,,5.0,,,,,1.0,18.0,5.0,,,,44.0,3.0,1.0,14.0,1.0,2.0,7.0,1.0,,9.0,5.0,56.0,52.0,2.0,25.0,8.0,,,53.0,14.0,9.0,2.0,,3.0,2.0,,2.0,,2.0,1.0,1.0,,10.0,,,1.0,,,,,1.0,18.0,,19.0,12.0,,1.0,68.0,23.0,13.0,,3.0,5.0,4.0,,,,8.0,,33.0,25.0,16.0,,,,,135.0,117.0,1.0,24.0,11.0,31.2,,,1.0,0.0,,,,5.0,1.0,,,,,3.0,,3.0,41.0,,8.0,113.0,18.0,42.0,22.0,2.0,12.0,10.0,,85.0,8.0,151.0,1.0,,20.0,11.0,42.0,2.0,252.0,1.0,0.0,8.0,21.0,6.0,15.0,2.0,449.0,,12.0,2.0,15.0,0.0,,,42.0,4.0,2.0,2.0,115.0,55.0,,40.0,3.0,,,,
2011-12,360523,6.0,2011-09-24 15:00:00,5,Blackburn,Away,86.0,3.0,,3.0,3.0,2.0,,90.0,9.0,,1.0,7.0,13.0,12.0,173.0,,,11.0,15.0,9.0,2.0,,,,,,,,,,,,2.0,,1.0,,,,9.0,12.0,,,,35.0,5.0,,8.0,,2.0,6.0,4.0,,7.0,,53.0,38.0,5.0,20.0,8.0,1.0,,67.0,17.0,7.0,,,,,,1.0,,1.0,1.0,,,16.0,,,1.0,2.0,,,,1.0,15.0,1.0,17.0,12.0,2.0,1.0,79.0,29.0,4.0,1.0,2.0,1.0,1.0,,,,6.0,,33.0,39.0,17.0,,,,,139.0,126.0,3.0,13.0,12.0,36.2,1.0,,,0.0,,,,,1.0,,1.0,1.0,,2.0,,3.0,45.0,,3.0,100.0,13.0,33.0,11.0,1.0,11.0,10.0,,90.0,13.0,167.0,2.0,,32.0,15.0,43.0,1.0,256.0,,1.0,3.0,18.0,1.0,16.0,3.0,424.0,,4.0,2.0,15.0,0.0,,,44.0,,,,123.0,44.0,,45.0,8.0,,,,
2011-12,360530,7.0,2011-10-01 15:00:00,5,Blackburn,Home,125.0,8.0,,1.0,1.0,2.0,1.0,105.0,4.0,,,4.0,16.0,15.0,229.0,,1.0,13.0,9.0,2.0,5.0,,,,,,,,,,,,5.0,,,,,,14.0,5.0,,,,40.0,2.0,,2.0,,4.0,6.0,2.0,,5.0,2.0,35.0,38.0,2.0,10.0,4.0,,1.0,66.0,9.0,13.0,,,3.0,3.0,,,,,,,,11.0,,,,2.0,,,,,6.0,,30.0,24.0,3.0,,76.0,30.0,5.0,,1.0,4.0,4.0,,,,5.0,,34.0,40.0,21.0,,,,,125.0,115.0,1.0,24.0,10.0,33.2,,,,0.0,,,,2.0,1.0,,,,,2.0,,1.0,41.0,,5.0,135.0,17.0,20.0,14.0,3.0,14.0,11.0,,90.0,4.0,179.0,2.0,,33.0,16.0,49.0,,300.0,,0.0,6.0,19.0,1.0,19.0,1.0,461.0,,4.0,4.0,15.0,0.0,,,60.0,,,,113.0,67.0,,60.0,3.0,,,,
2011-12,360545,8.0,2011-10-15 15:00:00,5,Blackburn,Away,93.0,10.0,5.0,7.0,2.0,8.0,,114.0,5.0,,1.0,11.0,5.0,31.0,200.0,,,18.0,16.0,20.0,7.0,2.0,,1.0,,,,2.0,,,,,,,,,,1.0,6.0,7.0,,,,43.0,4.0,4.0,7.0,,7.0,6.0,2.0,1.0,23.0,,70.0,60.0,4.0,26.0,8.0,,,91.0,16.0,9.0,,,,,2.0,1.0,1.0,1.0,,1.0,,18.0,,,,,,,,1.0,14.0,,4.0,3.0,,1.0,88.0,37.0,5.0,,2.0,8.0,6.0,,,,2.0,,67.0,19.0,20.0,,,,,203.0,190.0,1.0,17.0,16.0,50.5,,,,0.0,,,,,2.0,,,3.0,1.0,2.0,,1.0,64.0,,10.0,127.0,23.0,39.0,16.0,6.0,15.0,9.0,,129.0,20.0,205.0,,,45.0,5.0,62.0,1.0,317.0,,0.0,12.0,24.0,,28.0,2.0,544.0,,7.0,7.0,16.0,0.0,,,60.0,,,,168.0,48.0,1.0,41.0,8.0,,,,
2011-12,360551,9.0,2011-10-23 15:00:00,5,Blackburn,Home,108.0,8.0,4.0,7.0,3.0,1.0,,159.0,1.0,1.0,2.0,9.0,14.0,17.0,260.0,,,14.0,7.0,16.0,11.0,5.0,,,,,,1.0,,,,,10.0,,,,,2.0,5.0,4.0,,,,54.0,2.0,5.0,8.0,,8.0,7.0,9.0,,8.0,4.0,47.0,53.0,2.0,19.0,9.0,,,86.0,20.0,8.0,,,2.0,1.0,1.0,,,,,,,5.0,,,,,,,,1.0,16.0,,28.0,26.0,3.0,2.0,82.0,36.0,5.0,1.0,9.0,7.0,5.0,,,,1.0,,55.0,45.0,37.0,,,,,146.0,134.0,4.0,23.0,23.0,44.5,,,,0.0,,,,2.0,2.0,,,,,9.0,2.0,3.0,78.0,,16.0,114.0,19.0,31.0,17.0,8.0,25.0,17.0,,143.0,3.0,257.0,,1.0,39.0,15.0,53.0,,346.0,1.0,0.0,19.0,17.0,4.0,19.0,4.0,542.0,,12.0,8.0,11.0,0.0,,,46.0,1.0,1.0,,151.0,73.0,,76.0,8.0,,,,
2011-12,360562,10.0,2011-10-29 15:00:00,5,Blackburn,Away,159.0,9.0,,2.0,2.0,2.0,1.0,204.0,1.0,,2.0,1.0,29.0,18.0,361.0,,1.0,16.0,11.0,15.0,6.0,,,,,,,,,,,,8.0,,,,,2.0,9.0,5.0,,,,50.0,2.0,3.0,7.0,,2.0,11.0,3.0,1.0,6.0,2.0,50.0,53.0,1.0,26.0,8.0,,,86.0,11.0,9.0,1.0,,3.0,2.0,,3.0,1.0,2.0,2.0,1.0,,11.0,,,2.0,2.0,,,,1.0,17.0,,22.0,13.0,1.0,3.0,90.0,32.0,6.0,1.0,4.0,5.0,4.0,,,,1.0,,80.0,39.0,22.0,1.0,1.0,1.0,,171.0,153.0,2.0,26.0,13.0,51.0,,,,0.0,,,,2.0,1.0,,,1.0,,4.0,,3.0,109.0,,9.0,176.0,21.0,43.0,28.0,2.0,18.0,16.0,,160.0,3.0,288.0,2.0,,38.0,31.0,52.0,1.0,446.0,1.0,0.0,11.0,17.0,2.0,24.0,1.0,669.0,,12.0,2.0,11.0,0.0,,,81.0,2.0,1.0,1.0,150.0,116.0,1.0,99.0,9.0,,,,
2011-12,360571,11.0,2011-11-05 15:00:00,5,Blackburn,Home,117.0,9.0,1.0,2.0,1.0,2.0,,121.0,2.0,1.0,6.0,7.0,10.0,28.0,236.0,,,12.0,14.0,5.0,5.0,,,1.0,,,1.0,2.0,,1.0,,,8.0,,,,,2.0,5.0,7.0,,,,47.0,4.0,2.0,6.0,,5.0,6.0,4.0,,13.0,1.0,50.0,32.0,4.0,10.0,6.0,,,79.0,14.0,10.0,,,4.0,2.0,2.0,,,,,,,11.0,,,,2.0,,,,2.0,10.0,,19.0,14.0,1.0,7.0,89.0,39.0,8.0,,4.0,1.0,5.0,,,,3.0,,50.0,27.0,22.0,,,,,152.0,143.0,1.0,22.0,6.0,37.7,,,,0.0,,,,1.0,3.0,,,,1.0,5.0,,2.0,59.0,,5.0,134.0,25.0,19.0,7.0,5.0,17.0,12.0,1.0,116.0,5.0,206.0,2.0,1.0,39.0,11.0,70.0,3.0,323.0,1.0,0.0,12.0,15.0,,15.0,4.0,498.0,,2.0,5.0,13.0,0.0,,,53.0,1.0,3.0,,139.0,67.0,,64.0,7.0,,,,
2011-12,360588,12.0,2011-11-19 15:00:00,5,Blackburn,Away,102.0,9.0,,,,5.0,,117.0,8.0,1.0,2.0,4.0,20.0,17.0,219.0,,1.0,14.0,5.0,2.0,3.0,,,,,1.0,,1.0,,,,,3.0,1.0,,,1.0,2.0,12.0,14.0,,,,39.0,4.0,1.0,6.0,,3.0,1.0,2.0,,14.0,3.0,47.0,38.0,4.0,15.0,4.0,1.0,,70.0,15.0,14.0,2.0,,3.0,1.0,1.0,1.0,,1.0,1.0,,,20.0,,,1.0,,,,,1.0,12.0,1.0,5.0,2.0,2.0,2.0,81.0,37.0,7.0,1.0,3.0,1.0,3.0,,,,7.0,,33.0,16.0,16.0,,,,1.0,145.0,126.0,,24.0,7.0,41.5,1.0,,,0.0,,,,1.0,2.0,,1.0,,,5.0,,3.0,57.0,,4.0,113.0,20.0,34.0,12.0,2.0,6.0,4.0,,102.0,6.0,182.0,,1.0,28.0,21.0,46.0,,289.0,,1.0,9.0,18.0,1.0,21.0,2.0,463.0,,4.0,3.0,11.0,0.0,,,40.0,1.0,1.0,3.0,120.0,71.0,,58.0,9.0,,,,
