season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attCorner,attObxdLeft,attOneOnOne,attemptsIbox,attemptsObox,contentiousDecision,openPlayPass,saves,successfulOpenPlayPass,touchesInOppBox,attLgLeft,attObxdRight,attemptedTackleFoul,blockedPass,ptsDroppedWinningPos,ptsGainedLosingPos,putThrough,successfulPutThrough
2012-13,442296,30,2013-03-16 15:00:00,80,Swansea,Home,354.0,13.0,1.0,3.0,2.0,1.0,,201.0,7.0,,4.0,4.0,24.0,40.0,552.0,,3.0,14.0,14.0,7.0,8.0,,,,1.0,,,1.0,,,,8.0,,,,,,,7.0,9.0,118.0,62.0,,,,4.0,2.0,13.0,,3.0,6.0,4.0,,8.0,3.0,42.0,35.0,4.0,16.0,10.0,,,45.0,3.0,7.0,,,2.0,1.0,1.0,187.0,,,,,,,11.0,,,1.0,14.0,,28.0,24.0,4.0,4.0,167.0,68.0,46.0,8.0,,6.0,2.0,,5.0,,,48.0,64.0,22.0,,,,,,114.0,114.0,4.0,26.0,25.0,56.9,,,0.0,157.0,2.0,2.0,,1.0,,7.0,,2.0,90.0,8.0,380.0,21.0,28.0,10.0,3.0,14.0,11.0,,119.0,4.0,263.0,,,16.0,25.0,64.0,3.0,629.0,,0.0,9.0,16.0,4.0,14.0,1.0,808.0,10.0,5.0,3.0,9.0,0.0,,,,4.0,5.0,,610.0,4.0,540.0,7.0,,,,,,,,
2012-13,442306,31,2013-03-30 15:00:00,80,Swansea,Home,262.0,19.0,3.0,12.0,9.0,1.0,1.0,296.0,2.0,,7.0,3.0,50.0,37.0,546.0,,,19.0,20.0,13.0,12.0,2.0,,,,,,,,1.0,,12.0,,,1.0,,,1.0,7.0,3.0,119.0,63.0,2.0,2.0,,2.0,4.0,7.0,,5.0,18.0,8.0,,16.0,3.0,56.0,56.0,2.0,11.0,6.0,,,85.0,5.0,10.0,,,2.0,1.0,,227.0,1.0,1.0,1.0,,1.0,,3.0,,1.0,,14.0,1.0,25.0,16.0,,7.0,145.0,97.0,62.0,2.0,1.0,8.0,7.0,3.0,1.0,2.0,,62.0,102.0,27.0,,,,,,168.0,156.0,5.0,21.0,28.0,62.7,1.0,,0.0,148.0,5.0,,,,,8.0,,3.0,122.0,15.0,274.0,45.0,23.0,11.0,5.0,32.0,27.0,1.0,171.0,6.0,397.0,1.0,,7.0,51.0,58.0,4.0,639.0,,0.0,15.0,30.0,,20.0,2.0,874.0,11.0,3.0,5.0,19.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442313,32,2013-04-06 15:00:00,80,Swansea,Away,250.0,14.0,4.0,10.0,6.0,,,248.0,3.0,,7.0,6.0,39.0,45.0,488.0,2.0,,24.0,15.0,17.0,11.0,3.0,,,,,1.0,1.0,,,,14.0,,,,,,,6.0,6.0,106.0,64.0,6.0,4.0,2.0,1.0,3.0,6.0,,5.0,16.0,8.0,,7.0,1.0,61.0,45.0,1.0,13.0,10.0,1.0,,68.0,16.0,8.0,1.0,,3.0,2.0,1.0,206.0,2.0,,2.0,2.0,,,9.0,2.0,2.0,,21.0,,22.0,17.0,2.0,7.0,136.0,75.0,48.0,2.0,1.0,8.0,8.0,7.0,4.0,,,59.0,70.0,19.0,,,,,,168.0,141.0,3.0,25.0,28.0,65.3,,,0.0,123.0,1.0,1.0,,,,8.0,1.0,3.0,124.0,16.0,268.0,35.0,40.0,19.0,4.0,30.0,26.0,,160.0,1.0,333.0,2.0,,15.0,40.0,63.0,1.0,571.0,2.0,0.0,18.0,18.0,,26.0,3.0,795.0,5.0,2.0,5.0,13.0,0.0,,,1.0,,,,,,,,,,,,,,,
2012-13,442328,33,2013-05-07 19:45:00,80,Swansea,Away,209.0,12.0,1.0,3.0,2.0,,,148.0,6.0,,9.0,5.0,24.0,24.0,354.0,,,11.0,13.0,9.0,4.0,2.0,,,1.0,,,1.0,,,,7.0,,,,,,1.0,11.0,5.0,78.0,55.0,1.0,1.0,1.0,5.0,4.0,10.0,,4.0,7.0,3.0,2.0,11.0,3.0,55.0,52.0,5.0,17.0,6.0,,,43.0,13.0,14.0,1.0,,4.0,1.0,1.0,142.0,2.0,,1.0,2.0,,,12.0,3.0,4.0,,9.0,,19.0,14.0,2.0,9.0,107.0,62.0,30.0,4.0,,2.0,6.0,4.0,4.0,1.0,,36.0,50.0,12.0,,,,,,131.0,120.0,3.0,19.0,18.0,46.7,,2.0,0.0,100.0,3.0,3.0,,1.0,,4.0,1.0,3.0,61.0,8.0,232.0,21.0,28.0,13.0,1.0,12.0,11.0,,91.0,1.0,207.0,4.0,,21.0,25.0,48.0,1.0,427.0,2.0,0.0,12.0,24.0,1.0,13.0,2.0,626.0,9.0,5.0,4.0,21.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442335,34,2013-04-20 15:00:00,80,Swansea,Home,214.0,21.0,2.0,5.0,3.0,1.0,,189.0,2.0,,7.0,3.0,21.0,36.0,398.0,,,19.0,23.0,18.0,9.0,1.0,,,,,,,,1.0,,13.0,,,,,,,2.0,7.0,92.0,78.0,2.0,2.0,,2.0,6.0,8.0,,7.0,17.0,8.0,,16.0,2.0,65.0,60.0,2.0,18.0,11.0,,1.0,60.0,13.0,13.0,,,,,,184.0,,,,,,,5.0,,2.0,1.0,18.0,,26.0,22.0,,7.0,107.0,94.0,51.0,2.0,,4.0,6.0,3.0,2.0,3.0,,50.0,94.0,17.0,,,,,,187.0,175.0,7.0,25.0,35.0,54.7,,,0.0,119.0,2.0,2.0,,,,5.0,1.0,2.0,86.0,10.0,238.0,31.0,30.0,12.0,7.0,32.0,25.0,,122.0,4.0,296.0,2.0,,26.0,22.0,65.0,3.0,502.0,1.0,0.0,14.0,23.0,1.0,20.0,0.0,728.0,12.0,6.0,7.0,15.0,0.0,,,1.0,,,,,,,,,,,,,,,
2012-13,442341,35,2013-04-28 15:00:00,80,Swansea,Away,251.0,13.0,,5.0,5.0,,,186.0,4.0,,9.0,5.0,35.0,32.0,432.0,,,18.0,16.0,6.0,13.0,,,,,,,,,,,13.0,,,,,,,15.0,9.0,98.0,60.0,,,,2.0,5.0,11.0,,3.0,8.0,7.0,,8.0,4.0,54.0,38.0,2.0,21.0,7.0,,,43.0,11.0,9.0,,,1.0,1.0,,182.0,,,,,,,8.0,,2.0,,17.0,,17.0,12.0,,9.0,107.0,70.0,46.0,6.0,,5.0,8.0,3.0,9.0,1.0,,45.0,57.0,18.0,1.0,1.0,1.0,,,133.0,115.0,1.0,30.0,13.0,48.2,,,0.0,110.0,3.0,3.0,,,,5.0,,3.0,77.0,13.0,275.0,24.0,39.0,16.0,3.0,19.0,16.0,,94.0,3.0,241.0,2.0,,19.0,38.0,50.0,1.0,497.0,,0.0,13.0,15.0,1.0,22.0,3.0,708.0,10.0,8.0,3.0,11.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442355,35,2013-05-04 15:00:00,80,Swansea,Home,201.0,15.0,,1.0,1.0,,,111.0,5.0,,4.0,1.0,21.0,31.0,311.0,1.0,,14.0,16.0,7.0,5.0,,,,1.0,,,1.0,,,,6.0,,,,,,,9.0,3.0,76.0,50.0,1.0,1.0,,3.0,,7.0,,4.0,5.0,3.0,,5.0,2.0,40.0,38.0,3.0,12.0,4.0,,,49.0,9.0,10.0,,,2.0,,1.0,137.0,,,,,,,7.0,,1.0,,10.0,,29.0,22.0,5.0,4.0,90.0,57.0,25.0,4.0,,4.0,1.0,1.0,5.0,3.0,,31.0,55.0,13.0,,,,,,128.0,118.0,1.0,34.0,9.0,38.1,,,0.0,85.0,3.0,,,,,6.0,,3.0,58.0,5.0,225.0,29.0,22.0,7.0,4.0,12.0,8.0,1.0,91.0,1.0,175.0,1.0,,13.0,22.0,55.0,2.0,388.0,1.0,0.0,7.0,17.0,1.0,15.0,0.0,555.0,14.0,4.0,4.0,14.0,0.0,,,,,,1.0,,,,,,,,,,,,
2012-13,442363,37,2013-05-12 16:00:00,80,Swansea,Away,239.0,22.0,2.0,6.0,4.0,,,202.0,2.0,,7.0,5.0,17.0,39.0,435.0,,,13.0,2.0,6.0,6.0,1.0,1.0,,,,,,,,,6.0,,,,,,,9.0,6.0,88.0,55.0,,,,3.0,2.0,3.0,,5.0,12.0,1.0,,6.0,1.0,23.0,19.0,3.0,16.0,7.0,1.0,,44.0,7.0,3.0,,,1.0,,,147.0,1.0,,1.0,1.0,,,8.0,1.0,2.0,,12.0,,19.0,15.0,4.0,7.0,138.0,60.0,34.0,7.0,1.0,5.0,3.0,2.0,2.0,1.0,,46.0,76.0,12.0,,,,,,121.0,108.0,,30.0,16.0,47.9,,1.0,0.0,134.0,3.0,1.0,,,1.0,5.0,,3.0,74.0,8.0,261.0,30.0,29.0,8.0,3.0,16.0,13.0,1.0,103.0,3.0,262.0,2.0,,12.0,18.0,52.0,,507.0,,0.0,9.0,7.0,1.0,13.0,0.0,667.0,8.0,3.0,5.0,6.0,0.0,,,,,,1.0,,,,,,,,,,,,
2012-13,442374,38,2013-05-19 16:00:00,80,Swansea,Home,225.0,15.0,1.0,7.0,6.0,3.0,,384.0,1.0,,7.0,1.0,16.0,32.0,602.0,,,18.0,11.0,5.0,21.0,,,,,,,,,,,26.0,,,,,,,6.0,3.0,92.0,68.0,2.0,2.0,,,7.0,9.0,,8.0,25.0,12.0,,11.0,2.0,50.0,39.0,,4.0,2.0,,,74.0,12.0,10.0,,,2.0,1.0,,192.0,,,,,,,1.0,,,,3.0,,24.0,20.0,,7.0,183.0,63.0,58.0,,,9.0,12.0,10.0,1.0,1.0,,85.0,125.0,40.0,,,,,,124.0,123.0,11.0,14.0,36.0,64.4,,,0.0,187.0,2.0,,,,,10.0,,3.0,168.0,21.0,228.0,24.0,5.0,10.0,6.0,44.0,38.0,,208.0,3.0,470.0,,,1.0,16.0,39.0,5.0,654.0,1.0,0.0,27.0,20.0,,19.0,2.0,859.0,9.0,3.0,8.0,11.0,0.0,,,,,,,,,,,,,,,,,,
2013-14,694908,1,2013-08-17 17:30:00,80,Swansea,Home,208.0,11.0,3.0,10.0,7.0,,,265.0,4.0,,5.0,2.0,30.0,27.0,463.0,,,16.0,18.0,13.0,11.0,1.0,,,,,,,,,,14.0,,,,,,1.0,12.0,2.0,86.0,55.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,7.0,12.0,15.0,,3.0,1.0,41.0,40.0,2.0,27.0,13.0,,,67.0,13.0,10.0,1.0,,4.0,3.0,,184.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,,13.0,,10.0,10.0,,5.0,135.0,67.0,53.0,4.0,,7.0,6.0,6.0,4.0,,,65.0,66.0,29.0,,,,,,128.0,128.0,8.0,21.0,19.0,53.7,,,0.0,129.0,4.0,,,,,10.0,,3.0,121.0,13.0,222.0,25.0,27.0,11.0,7.0,37.0,30.0,,161.0,1.0,349.0,1.0,,9.0,32.0,41.0,2.0,534.0,,0.0,17.0,14.0,,18.0,1.0,738.0,16.0,5.0,7.0,9.0,0.0,,,,,,,520.0,3.0,450.0,,,,2.0,20.0,,,20.0,13.0
2013-14,694920,2,2013-08-25 16:00:00,80,Swansea,Away,280.0,16.0,1.0,4.0,3.0,3.0,1.0,151.0,5.0,,8.0,2.0,23.0,36.0,427.0,,,17.0,14.0,22.0,5.0,,,,,,,,,,1.0,5.0,,,,,,1.0,11.0,10.0,72.0,62.0,,,,3.0,,22.0,1.0,3.0,3.0,4.0,,18.0,3.0,72.0,53.0,3.0,43.0,22.0,,,49.0,15.0,10.0,,,2.0,1.0,,161.0,,,,,,,10.0,,,,22.0,,18.0,18.0,1.0,8.0,153.0,81.0,48.0,8.0,,2.0,3.0,5.0,5.0,2.0,,51.0,33.0,13.0,1.0,1.0,1.0,,,132.0,132.0,2.0,18.0,31.0,52.4,,2.0,0.0,125.0,3.0,3.0,,,,2.0,,2.0,49.0,5.0,303.0,33.0,43.0,14.0,2.0,10.0,8.0,,81.0,6.0,218.0,,,12.0,24.0,60.0,3.0,511.0,1.0,0.0,7.0,14.0,,17.0,4.0,719.0,10.0,10.0,3.0,12.0,0.0,,,,,,1.0,497.0,5.0,413.0,,,,7.0,12.0,,,12.0,9.0
2013-14,694928,3,2013-09-01 13:30:00,80,Swansea,Away,326.0,14.0,,3.0,3.0,3.0,1.0,248.0,5.0,,9.0,2.0,36.0,49.0,571.0,1.0,2.0,12.0,15.0,13.0,7.0,1.0,,,1.0,,,1.0,,,,9.0,,,1.0,,,1.0,7.0,3.0,111.0,67.0,1.0,,1.0,,4.0,16.0,,5.0,12.0,4.0,1.0,11.0,,57.0,50.0,,29.0,17.0,,1.0,56.0,14.0,10.0,,,3.0,3.0,1.0,160.0,2.0,,2.0,2.0,,,8.0,2.0,2.0,,17.0,1.0,18.0,18.0,1.0,9.0,182.0,83.0,61.0,2.0,1.0,3.0,7.0,4.0,3.0,1.0,,59.0,49.0,19.0,,,,,,120.0,120.0,4.0,31.0,23.0,58.0,1.0,,0.0,184.0,1.0,,,,,4.0,,2.0,86.0,10.0,345.0,21.0,29.0,12.0,5.0,24.0,19.0,,117.0,5.0,316.0,2.0,,14.0,39.0,68.0,3.0,637.0,1.0,0.0,12.0,18.0,3.0,12.0,3.0,837.0,12.0,9.0,5.0,15.0,0.0,,,,,,,628.0,1.0,564.0,,,,7.0,14.0,,,14.0,9.0
2013-14,694939,4,2013-09-16 20:00:00,80,Swansea,Home,254.0,24.0,,2.0,2.0,2.0,,298.0,3.0,,3.0,1.0,28.0,47.0,550.0,,,23.0,14.0,22.0,11.0,,,,,,2.0,2.0,,,,16.0,,,,,,,7.0,5.0,107.0,49.0,,,,,2.0,7.0,,3.0,12.0,11.0,,6.0,2.0,43.0,56.0,,35.0,19.0,2.0,,73.0,8.0,10.0,1.0,,2.0,,2.0,183.0,1.0,,1.0,1.0,,,5.0,2.0,,1.0,19.0,,21.0,21.0,1.0,3.0,169.0,80.0,57.0,7.0,1.0,5.0,7.0,9.0,2.0,,,88.0,76.0,26.0,,,,,,130.0,130.0,3.0,14.0,28.0,58.9,,,0.0,169.0,2.0,1.0,,,,7.0,,2.0,116.0,12.0,266.0,40.0,35.0,18.0,3.0,26.0,23.0,,156.0,9.0,388.0,,,5.0,28.0,60.0,1.0,628.0,,0.0,18.0,18.0,,24.0,2.0,836.0,8.0,8.0,3.0,12.0,0.0,,,,,,,616.0,3.0,538.0,,,,2.0,11.0,,,11.0,2.0
2013-14,694943,5,2013-09-22 13:30:00,80,Swansea,Away,271.0,23.0,2.0,5.0,3.0,,,220.0,5.0,,4.0,5.0,25.0,47.0,486.0,1.0,2.0,15.0,22.0,15.0,8.0,3.0,,,,,,,,,,12.0,,,,,1.0,,,9.0,103.0,67.0,3.0,2.0,2.0,2.0,4.0,9.0,,8.0,10.0,3.0,,12.0,,60.0,49.0,2.0,49.0,25.0,,,49.0,11.0,12.0,1.0,,2.0,1.0,,192.0,2.0,,1.0,2.0,,,8.0,2.0,1.0,2.0,25.0,1.0,20.0,20.0,1.0,4.0,121.0,76.0,48.0,6.0,1.0,3.0,10.0,7.0,4.0,3.0,,51.0,80.0,16.0,,,,,,128.0,128.0,4.0,34.0,22.0,56.6,1.0,,0.0,134.0,,1.0,,,,4.0,,3.0,101.0,13.0,287.0,28.0,49.0,16.0,8.0,22.0,14.0,,126.0,3.0,285.0,1.0,,20.0,26.0,65.0,4.0,550.0,1.0,0.0,15.0,16.0,4.0,17.0,2.0,787.0,15.0,8.0,8.0,14.0,0.0,,,,,,,534.0,1.0,476.0,,,,1.0,14.0,,,14.0,9.0
2013-14,694959,6,2013-09-28 17:30:00,80,Swansea,Home,250.0,29.0,,1.0,1.0,,,290.0,6.0,,8.0,2.0,24.0,39.0,539.0,1.0,,21.0,27.0,12.0,5.0,,,,1.0,,,1.0,,,,8.0,,,,,,,7.0,3.0,102.0,56.0,1.0,1.0,1.0,3.0,2.0,8.0,,4.0,8.0,7.0,1.0,14.0,1.0,57.0,45.0,3.0,7.0,3.0,,,86.0,6.0,11.0,,,2.0,1.0,1.0,201.0,1.0,,1.0,1.0,,,7.0,1.0,2.0,1.0,3.0,,16.0,16.0,,8.0,156.0,84.0,62.0,3.0,,2.0,4.0,3.0,2.0,1.0,,62.0,96.0,21.0,,,,,,142.0,142.0,3.0,24.0,20.0,58.5,,1.0,0.0,165.0,2.0,,,,,5.0,,2.0,129.0,6.0,261.0,50.0,7.0,11.0,4.0,20.0,16.0,,183.0,4.0,383.0,2.0,,5.0,25.0,52.0,3.0,624.0,1.0,0.0,10.0,16.0,1.0,22.0,3.0,812.0,14.0,7.0,4.0,11.0,0.0,,,2.0,,,1.0,609.0,2.0,526.0,,,,2.0,19.0,,,19.0,10.0
2013-14,694967,7,2013-10-06 13:30:00,80,Swansea,Away,195.0,25.0,,9.0,9.0,3.0,1.0,232.0,2.0,,8.0,8.0,20.0,50.0,418.0,1.0,1.0,25.0,15.0,13.0,15.0,,,,1.0,,,1.0,,,,16.0,,,,,1.0,,5.0,7.0,82.0,53.0,1.0,1.0,,4.0,3.0,4.0,,4.0,18.0,4.0,,8.0,2.0,49.0,48.0,4.0,18.0,15.0,1.0,1.0,56.0,8.0,13.0,,,6.0,3.0,1.0,150.0,,,,,,,7.0,,,,15.0,1.0,18.0,18.0,1.0,8.0,129.0,74.0,46.0,7.0,,6.0,9.0,7.0,3.0,,,54.0,86.0,16.0,,,,,,141.0,141.0,6.0,19.0,19.0,57.4,1.0,,0.0,136.0,,2.0,,,,7.0,,1.0,122.0,15.0,216.0,47.0,18.0,24.0,4.0,29.0,25.0,,155.0,8.0,310.0,,,12.0,24.0,71.0,1.0,497.0,1.0,0.0,17.0,14.0,1.0,26.0,1.0,713.0,12.0,9.0,4.0,12.0,0.0,,,,,,,479.0,2.0,403.0,,,,1.0,13.0,,,13.0,6.0
2013-14,694978,8,2013-10-19 15:00:00,80,Swansea,Home,287.0,8.0,3.0,8.0,5.0,3.0,1.0,274.0,2.0,1.0,5.0,2.0,37.0,26.0,553.0,,,16.0,9.0,9.0,6.0,3.0,,,1.0,,,1.0,,,,8.0,1.0,,,,,2.0,5.0,1.0,90.0,53.0,1.0,1.0,1.0,1.0,3.0,7.0,,7.0,7.0,10.0,,9.0,,48.0,35.0,1.0,12.0,3.0,,,46.0,12.0,13.0,1.0,,6.0,2.0,1.0,181.0,1.0,,,1.0,,,4.0,1.0,,,3.0,,13.0,13.0,,7.0,175.0,75.0,49.0,2.0,1.0,4.0,6.0,6.0,,2.0,,44.0,76.0,22.0,,,,,1.0,127.0,127.0,1.0,23.0,22.0,63.9,,1.0,0.0,182.0,,1.0,,,,5.0,2.0,3.0,123.0,10.0,308.0,18.0,12.0,15.0,6.0,25.0,19.0,,150.0,6.0,345.0,,1.0,10.0,39.0,38.0,2.0,628.0,,0.0,14.0,10.0,1.0,16.0,1.0,792.0,7.0,4.0,7.0,10.0,0.0,,,,,,,613.0,1.0,539.0,,,,4.0,12.0,,,12.0,6.0
2013-14,694989,9,2013-10-27 16:00:00,80,Swansea,Home,253.0,14.0,3.0,3.0,,2.0,,234.0,7.0,,9.0,4.0,28.0,30.0,484.0,,,22.0,17.0,9.0,7.0,1.0,,,,,,,,1.0,,6.0,,,,,,,12.0,3.0,72.0,49.0,2.0,2.0,,2.0,3.0,3.0,1.0,9.0,7.0,7.0,,3.0,2.0,42.0,45.0,2.0,32.0,13.0,,,69.0,12.0,12.0,,,1.0,1.0,,173.0,,,,,,,13.0,,1.0,2.0,13.0,,12.0,12.0,,9.0,182.0,83.0,44.0,6.0,,2.0,6.0,5.0,4.0,1.0,,46.0,64.0,24.0,,,,,,157.0,157.0,5.0,15.0,18.0,67.0,,3.0,0.0,151.0,3.0,1.0,,,,2.0,,2.0,99.0,8.0,270.0,29.0,32.0,17.0,9.0,24.0,15.0,,142.0,6.0,332.0,1.0,,15.0,28.0,48.0,2.0,578.0,,0.0,10.0,17.0,,22.0,1.0,797.0,21.0,8.0,9.0,13.0,0.0,,,,,,1.0,561.0,3.0,468.0,,,,3.0,15.0,,,15.0,6.0
2013-14,694991,10,2013-11-03 16:00:00,80,Swansea,Away,252.0,22.0,,4.0,4.0,1.0,,188.0,4.0,,5.0,4.0,28.0,36.0,436.0,,,20.0,18.0,25.0,6.0,,,,,,1.0,1.0,,,,9.0,,,,,,,4.0,5.0,92.0,42.0,,,,5.0,3.0,6.0,,3.0,8.0,8.0,,12.0,,48.0,53.0,5.0,19.0,14.0,1.0,,60.0,7.0,11.0,,,1.0,,1.0,154.0,,,,,,,7.0,,1.0,1.0,14.0,,13.0,13.0,1.0,5.0,143.0,60.0,33.0,6.0,,3.0,3.0,3.0,3.0,2.0,,40.0,57.0,19.0,,,,,,133.0,133.0,1.0,18.0,16.0,54.7,,1.0,0.0,131.0,1.0,1.0,,,,4.0,,3.0,84.0,6.0,281.0,42.0,19.0,11.0,3.0,19.0,16.0,,117.0,2.0,258.0,1.0,1.0,20.0,33.0,58.0,5.0,520.0,,1.0,10.0,15.0,,21.0,1.0,706.0,5.0,5.0,3.0,10.0,0.0,,,,,,,504.0,2.0,423.0,,,,1.0,15.0,,,15.0,9.0
2013-14,695009,11,2013-11-10 16:10:00,80,Swansea,Home,182.0,13.0,4.0,12.0,8.0,4.0,,291.0,3.0,,2.0,10.0,24.0,19.0,461.0,1.0,1.0,29.0,26.0,17.0,8.0,2.0,,,,,,1.0,,,,12.0,,,,,,1.0,5.0,1.0,102.0,59.0,2.0,,2.0,,7.0,2.0,,14.0,15.0,12.0,,14.0,,64.0,59.0,,8.0,4.0,,,83.0,12.0,14.0,2.0,,5.0,3.0,1.0,181.0,2.0,,2.0,1.0,1.0,,3.0,1.0,,2.0,4.0,,20.0,20.0,1.0,2.0,130.0,74.0,51.0,3.0,1.0,3.0,9.0,6.0,,1.0,,56.0,99.0,24.0,1.0,1.0,1.0,,,155.0,155.0,7.0,11.0,38.0,65.1,,,0.0,125.0,,,,,,4.0,1.0,3.0,136.0,12.0,203.0,21.0,8.0,27.0,12.0,42.0,30.0,,172.0,8.0,377.0,,,26.0,29.0,41.0,3.0,538.0,1.0,0.0,17.0,18.0,3.0,30.0,5.0,767.0,14.0,12.0,14.0,16.0,0.0,,,,,,,521.0,,445.0,,,1.0,1.0,11.0,,,11.0,4.0
2013-14,695013,12,2013-11-23 15:00:00,80,Swansea,Away,270.0,31.0,1.0,8.0,7.0,2.0,,297.0,4.0,,6.0,5.0,25.0,63.0,559.0,,,24.0,29.0,21.0,16.0,1.0,1.0,,,,,1.0,,,,19.0,,,,,,,6.0,3.0,104.0,62.0,1.0,1.0,,2.0,9.0,9.0,,8.0,20.0,7.0,,9.0,1.0,59.0,58.0,2.0,21.0,16.0,,1.0,52.0,9.0,11.0,,,3.0,,1.0,189.0,1.0,,,1.0,,,6.0,1.0,1.0,2.0,16.0,,13.0,13.0,2.0,6.0,175.0,86.0,61.0,8.0,1.0,7.0,11.0,5.0,2.0,,,73.0,123.0,23.0,,,,,,139.0,139.0,7.0,28.0,19.0,63.3,,,0.0,175.0,1.0,1.0,,,1.0,7.0,,3.0,133.0,18.0,289.0,42.0,21.0,13.0,7.0,34.0,27.0,1.0,166.0,6.0,388.0,1.0,,24.0,28.0,84.0,,643.0,1.0,0.0,21.0,19.0,,26.0,1.0,853.0,10.0,7.0,8.0,13.0,0.0,,,,,,,628.0,2.0,549.0,,,,1.0,14.0,,,14.0,5.0
2013-14,695026,13,2013-12-01 16:10:00,80,Swansea,Away,280.0,14.0,,3.0,3.0,,,252.0,9.0,,6.0,4.0,19.0,27.0,529.0,1.0,1.0,10.0,7.0,8.0,8.0,,,,,,,,,,,9.0,,,,,,,15.0,7.0,68.0,45.0,1.0,1.0,,,,19.0,,4.0,4.0,7.0,,11.0,3.0,45.0,38.0,,17.0,11.0,,,50.0,8.0,6.0,,,,,,156.0,,,,,,,12.0,,1.0,1.0,11.0,,15.0,15.0,2.0,6.0,201.0,65.0,44.0,5.0,,5.0,3.0,4.0,4.0,1.0,,62.0,80.0,16.0,,,,,,114.0,114.0,,24.0,14.0,54.5,,,0.0,171.0,2.0,2.0,,,,5.0,,2.0,116.0,8.0,293.0,23.0,17.0,9.0,4.0,15.0,11.0,,152.0,2.0,318.0,1.0,,16.0,20.0,45.0,2.0,596.0,1.0,0.0,9.0,19.0,1.0,11.0,0.0,762.0,14.0,6.0,4.0,15.0,0.0,,,,,,,582.0,4.0,517.0,,,,1.0,10.0,,,10.0,5.0
