season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attPenMiss,attPostLeft,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,attObxdRight,attOneOnOne,contentiousDecision,penaltySave,ptsDroppedWinningPos,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,subsGoals,attPenPost,fiftyFifty,keeperGoals,successfulFiftyFifty,winningGoal,attLgLeft,expectedGoalsFreekick,totalDistance
2015-16,803182,3,2015-08-22 15:00:00,7,Aston Villa,Away,142.0,16.0,2.0,5.0,3.0,7.0,,146.0,7.0,1.0,5.0,10.0,8.0,38.0,283.0,,1.0,20.0,24.0,27.0,7.0,2.0,,,,,,,,,,8.0,,,,,2.0,10.0,6.0,,,60.0,3.0,3.0,6.0,,4.0,8.0,7.0,,5.0,2.0,59.0,61.0,3.0,22.0,18.0,1.0,1.0,42.0,15.0,12.0,,1.0,2.0,2.0,,,,,,,,14.0,,4.0,1.0,18.0,,18.0,18.0,4.0,5.0,78.0,44.0,6.0,,4.0,5.0,2.0,332.0,3.0,,65.0,30.0,29.0,,,,,129.0,127.0,3.0,24.0,25.0,50.1,,,1.0,0.0,3.0,1.0,4.0,,1.0,,6.0,,1.0,78.0,265.0,9.0,158.0,29.0,24.0,19.0,4.0,21.0,17.0,,106.0,17.0,226.0,4.0,1.0,28.0,10.0,73.0,,363.0,1.0,0.0,11.0,13.0,1.0,22.0,3.0,548.0,,9.0,4.0,10.0,0.0,,,,60.0,1.0,1.0,,134.0,91.0,1.0,78.0,12.0,,1.0,,,,8.0,7.0,7.0,6.0,,,,,,,,,,,,,
2015-16,803198,4,2015-08-29 15:00:00,7,Aston Villa,Home,186.0,16.0,3.0,14.0,11.0,3.0,2.0,267.0,2.0,2.0,7.0,6.0,30.0,31.0,439.0,,,26.0,22.0,29.0,14.0,2.0,,1.0,,,,,,,,18.0,1.0,,,,1.0,4.0,3.0,,,66.0,2.0,4.0,5.0,,5.0,14.0,13.0,,15.0,1.0,67.0,78.0,2.0,21.0,15.0,,,55.0,10.0,14.0,2.0,,3.0,2.0,,1.0,,1.0,1.0,,,5.0,1.0,2.0,1.0,17.0,,14.0,14.0,3.0,7.0,93.0,60.0,4.0,,9.0,8.0,6.0,503.0,1.0,,71.0,55.0,41.0,,,,1.0,165.0,159.0,4.0,18.0,37.0,62.0,,,,0.0,1.0,,1.0,,1.0,1.0,11.0,,1.0,118.0,422.0,18.0,203.0,33.0,27.0,32.0,5.0,34.0,29.0,1.0,157.0,7.0,354.0,2.0,2.0,16.0,35.0,56.0,,523.0,,0.0,21.0,20.0,,27.0,2.0,772.0,,15.0,5.0,17.0,0.0,,,,87.0,2.0,1.0,2.0,173.0,137.0,4.0,126.0,18.0,,,,,,4.0,12.0,12.0,5.0,,,,,,,,,,,,,
2015-16,803202,5,2015-09-13 16:00:00,7,Aston Villa,Away,177.0,7.0,3.0,3.0,,2.0,,136.0,6.0,,1.0,9.0,9.0,28.0,310.0,,,23.0,18.0,28.0,6.0,2.0,,1.0,,,,,,,,6.0,,,,,1.0,9.0,12.0,,,79.0,3.0,4.0,25.0,,5.0,5.0,2.0,,9.0,2.0,88.0,74.0,3.0,24.0,11.0,1.0,3.0,48.0,13.0,8.0,,,,,,2.0,,1.0,2.0,,1.0,14.0,1.0,1.0,,14.0,,18.0,18.0,1.0,1.0,77.0,37.0,4.0,2.0,3.0,7.0,4.0,387.0,6.0,,58.0,47.0,21.0,,,,,173.0,167.0,1.0,34.0,35.0,51.3,,,,0.0,,3.0,3.0,,,1.0,3.0,,3.0,58.0,292.0,10.0,211.0,21.0,30.0,32.0,5.0,12.0,7.0,2.0,92.0,10.0,217.0,1.0,1.0,28.0,12.0,68.0,1.0,416.0,,0.0,11.0,29.0,,26.0,1.0,639.0,,9.0,5.0,22.0,0.0,,,,60.0,1.0,1.0,,168.0,94.0,,94.0,16.0,,,,,,5.0,24.0,24.0,10.0,,,,,,,,,,,,,
2015-16,803220,6,2015-09-19 15:00:00,7,Aston Villa,Home,151.0,11.0,1.0,4.0,3.0,4.0,,201.0,5.0,,6.0,9.0,14.0,40.0,348.0,1.0,,26.0,24.0,35.0,6.0,1.0,,,1.0,,1.0,3.0,,,,9.0,,,,,1.0,7.0,3.0,,,57.0,5.0,5.0,8.0,,2.0,12.0,12.0,,4.0,3.0,57.0,87.0,5.0,24.0,20.0,,,53.0,10.0,10.0,,,4.0,,3.0,,,,,,,8.0,,2.0,,21.0,,20.0,20.0,4.0,6.0,67.0,42.0,7.0,,3.0,4.0,3.0,431.0,2.0,,61.0,73.0,34.0,,,,,161.0,152.0,5.0,29.0,16.0,59.8,,,,0.0,3.0,2.0,5.0,,2.0,,5.0,,3.0,89.0,333.0,7.0,177.0,28.0,33.0,23.0,2.0,26.0,24.0,,136.0,14.0,300.0,2.0,,26.0,15.0,69.0,2.0,451.0,1.0,0.0,13.0,30.0,,29.0,2.0,680.0,,12.0,2.0,24.0,0.0,,,,64.0,1.0,1.0,,167.0,109.0,1.0,111.0,6.0,,,1.0,,,5.0,16.0,16.0,7.0,,,,,,,,,,,,,
2015-16,803223,7,2015-09-26 15:00:00,7,Aston Villa,Away,154.0,6.0,,7.0,7.0,1.0,1.0,126.0,7.0,1.0,11.0,5.0,10.0,22.0,273.0,,,12.0,7.0,14.0,4.0,1.0,,,,,,,,,,8.0,,,,,1.0,14.0,7.0,,,61.0,5.0,1.0,7.0,,1.0,5.0,5.0,,9.0,4.0,53.0,51.0,5.0,26.0,14.0,1.0,3.0,39.0,13.0,8.0,2.0,,,1.0,,2.0,,2.0,2.0,,,10.0,2.0,2.0,1.0,17.0,,18.0,18.0,4.0,11.0,61.0,33.0,11.0,,4.0,3.0,4.0,316.0,7.0,,34.0,63.0,15.0,,,,,127.0,121.0,,31.0,14.0,37.6,,,2.0,0.0,5.0,4.0,9.0,,2.0,,5.0,,2.0,48.0,254.0,7.0,176.0,15.0,32.0,29.0,,11.0,11.0,,74.0,7.0,178.0,2.0,1.0,19.0,11.0,51.0,1.0,343.0,,0.0,10.0,18.0,,14.0,0.0,558.0,,11.0,1.0,13.0,0.0,,,,44.0,1.0,,1.0,122.0,84.0,7.0,93.0,10.0,,,,,,7.0,17.0,17.0,9.0,,,,,,,,,,,,,
2015-16,803237,8,2015-10-03 15:00:00,7,Aston Villa,Home,142.0,14.0,3.0,4.0,1.0,4.0,,262.0,2.0,,8.0,4.0,18.0,22.0,400.0,,,27.0,17.0,18.0,7.0,1.0,,,,,,2.0,,,,8.0,,,,,3.0,8.0,4.0,,,69.0,4.0,7.0,12.0,,9.0,15.0,7.0,,10.0,2.0,68.0,70.0,4.0,13.0,8.0,,,60.0,12.0,12.0,,,4.0,,2.0,,,,,,,2.0,,2.0,,10.0,,14.0,14.0,2.0,8.0,77.0,45.0,5.0,,3.0,5.0,2.0,458.0,3.0,,75.0,56.0,35.0,,,,,150.0,146.0,7.0,21.0,28.0,56.3,,,1.0,0.0,1.0,3.0,4.0,,,,4.0,1.0,3.0,127.0,387.0,8.0,159.0,27.0,17.0,39.0,8.0,29.0,22.0,,165.0,9.0,348.0,2.0,,21.0,20.0,54.0,2.0,478.0,,0.0,13.0,18.0,,29.0,1.0,711.0,,22.0,9.0,17.0,0.0,,,,71.0,1.0,1.0,,164.0,125.0,1.0,118.0,11.0,,,,,,6.0,14.0,14.0,9.0,,,,,,,,,,,,,
2015-16,803243,9,2015-10-17 15:00:00,7,Aston Villa,Away,165.0,11.0,1.0,4.0,3.0,6.0,1.0,169.0,3.0,1.0,4.0,10.0,19.0,29.0,330.0,,,26.0,24.0,28.0,4.0,2.0,,,1.0,,,1.0,1.0,,,5.0,,,,,3.0,7.0,3.0,,,67.0,2.0,3.0,8.0,,4.0,8.0,3.0,,9.0,,80.0,78.0,2.0,27.0,19.0,1.0,,54.0,17.0,21.0,,,5.0,3.0,1.0,,,,,,,6.0,,,,19.0,,27.0,27.0,4.0,4.0,70.0,36.0,4.0,,3.0,3.0,1.0,395.0,3.0,1.0,83.0,43.0,19.0,,,,,169.0,169.0,1.0,28.0,29.0,51.0,,,,0.0,1.0,1.0,2.0,,,,6.0,1.0,2.0,73.0,308.0,6.0,197.0,23.0,27.0,32.0,4.0,18.0,14.0,,101.0,15.0,245.0,1.0,1.0,32.0,23.0,66.0,,424.0,,0.0,10.0,19.0,,31.0,3.0,673.0,,10.0,4.0,15.0,0.0,,,,71.0,1.0,1.0,,161.0,100.0,5.0,92.0,20.0,,,,,,11.0,24.0,24.0,11.0,,,,,,,,,,,,,
2015-16,803258,10,2015-10-24 15:00:00,7,Aston Villa,Home,118.0,13.0,3.0,7.0,4.0,5.0,,162.0,4.0,1.0,3.0,19.0,13.0,35.0,273.0,,,21.0,22.0,22.0,5.0,2.0,,,,,1.0,1.0,,,,6.0,,,,,,5.0,5.0,,,71.0,1.0,1.0,6.0,,4.0,18.0,2.0,,6.0,1.0,54.0,58.0,1.0,15.0,12.0,,,47.0,10.0,7.0,,,3.0,1.0,1.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,13.0,,19.0,19.0,1.0,3.0,84.0,39.0,6.0,1.0,5.0,3.0,3.0,353.0,1.0,,36.0,76.0,27.0,,,,,166.0,163.0,3.0,30.0,34.0,47.9,,,,0.0,2.0,,2.0,,,,5.0,,2.0,77.0,257.0,8.0,141.0,31.0,18.0,25.0,4.0,25.0,21.0,,115.0,26.0,261.0,1.0,1.0,41.0,14.0,70.0,,377.0,1.0,0.0,9.0,14.0,1.0,29.0,2.0,573.0,,15.0,4.0,11.0,0.0,,,,55.0,2.0,1.0,1.0,171.0,61.0,3.0,90.0,14.0,1.0,,,,,4.0,24.0,24.0,14.0,,,,,,,,,,,,,
2015-16,803263,11,2015-11-02 20:00:00,7,Aston Villa,Away,94.0,17.0,1.0,2.0,1.0,4.0,,128.0,3.0,3.0,2.0,12.0,5.0,30.0,220.0,,,26.0,19.0,20.0,7.0,1.0,1.0,,,,,,,,,10.0,,,,1.0,2.0,10.0,7.0,5.0,8.0,61.0,1.0,6.0,9.0,,3.0,7.0,4.0,,5.0,2.0,62.0,60.0,1.0,19.0,9.0,1.0,,57.0,15.0,4.0,,,1.0,1.0,,,,,,,,8.0,1.0,1.0,2.0,13.0,1.0,19.0,19.0,1.0,3.0,92.0,47.0,4.0,,4.0,4.0,2.0,301.0,7.0,,42.0,60.0,22.0,,,,,165.0,165.0,2.0,30.0,18.0,38.7,1.0,,,0.0,2.0,1.0,3.0,,,,5.0,,3.0,59.0,206.0,8.0,118.0,35.0,24.0,28.0,3.0,15.0,12.0,,107.0,17.0,222.0,1.0,3.0,29.0,8.0,69.0,1.0,325.0,,0.0,13.0,24.0,,33.0,3.0,542.0,8.0,12.0,3.0,17.0,0.0,,,,42.0,,,,142.0,76.0,1.0,65.0,16.0,,,,,,7.0,5.0,10.0,5.0,0.205785,0.490963,0.4662,1.8485,1.0,,,,,,,,
2015-16,803275,12,2015-11-08 13:30:00,7,Aston Villa,Home,113.0,8.0,1.0,2.0,1.0,2.0,,212.0,5.0,,,4.0,12.0,24.0,323.0,,,14.0,19.0,12.0,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,,,10.0,3.0,,,42.0,7.0,,5.0,,3.0,6.0,3.0,,7.0,1.0,47.0,42.0,7.0,24.0,13.0,,,56.0,7.0,7.0,,,1.0,,1.0,,,,,,,12.0,,3.0,,14.0,,18.0,18.0,4.0,,72.0,29.0,8.0,,2.0,,,388.0,5.0,,106.0,46.0,11.0,,,,,142.0,136.0,1.0,17.0,15.0,40.7,,,1.0,0.0,2.0,1.0,3.0,,1.0,,3.0,,3.0,93.0,312.0,2.0,128.0,18.0,30.0,25.0,3.0,12.0,9.0,,129.0,6.0,294.0,3.0,,27.0,12.0,66.0,1.0,410.0,,0.0,3.0,7.0,1.0,19.0,1.0,583.0,,16.0,3.0,6.0,0.0,,,,70.0,,,,131.0,101.0,1.0,108.0,16.0,,,,,,5.0,11.0,11.0,6.0,,,,,,,,,,,,,
2015-16,803283,13,2015-11-21 15:00:00,7,Aston Villa,Away,179.0,12.0,2.0,2.0,,3.0,,160.0,4.0,,5.0,7.0,12.0,25.0,337.0,,,16.0,6.0,5.0,8.0,2.0,,,,,,,,,,8.0,,,,,,11.0,5.0,,,45.0,1.0,4.0,13.0,,3.0,4.0,2.0,,4.0,4.0,51.0,37.0,1.0,12.0,8.0,,1.0,38.0,9.0,6.0,,,,,,,,,,,,8.0,,2.0,,9.0,,23.0,23.0,4.0,6.0,68.0,31.0,2.0,,3.0,7.0,3.0,383.0,2.0,,43.0,55.0,11.0,,,,,118.0,115.0,3.0,25.0,10.0,40.1,,,,0.0,3.0,2.0,5.0,,,,3.0,,3.0,76.0,324.0,10.0,192.0,24.0,15.0,27.0,3.0,9.0,6.0,,99.0,8.0,220.0,2.0,,18.0,13.0,55.0,4.0,403.0,,0.0,10.0,18.0,,21.0,0.0,581.0,,8.0,3.0,10.0,0.0,,,,60.0,,,,134.0,97.0,1.0,112.0,8.0,,,,,,5.0,15.0,15.0,9.0,,,,,,,,,,,,,
2015-16,803300,14,2015-11-28 15:00:00,7,Aston Villa,Home,202.0,15.0,3.0,4.0,1.0,4.0,1.0,204.0,2.0,1.0,10.0,6.0,16.0,32.0,402.0,,3.0,25.0,10.0,21.0,6.0,2.0,,,,,,,1.0,,,6.0,,,,,1.0,9.0,6.0,,,56.0,3.0,2.0,5.0,,10.0,13.0,6.0,1.0,5.0,3.0,42.0,59.0,3.0,22.0,14.0,,1.0,51.0,6.0,13.0,1.0,,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,,4.0,1.0,3.0,,17.0,,25.0,25.0,3.0,10.0,77.0,41.0,10.0,,3.0,7.0,6.0,474.0,6.0,1.0,73.0,66.0,37.0,,,,,177.0,169.0,,17.0,28.0,65.1,,,,0.0,3.0,1.0,4.0,,1.0,,4.0,,2.0,78.0,387.0,10.0,225.0,25.0,30.0,32.0,10.0,31.0,21.0,,117.0,10.0,300.0,3.0,1.0,27.0,17.0,62.0,3.0,494.0,,0.0,12.0,9.0,3.0,29.0,2.0,750.0,,16.0,10.0,7.0,0.0,,,,80.0,2.0,2.0,,158.0,124.0,2.0,132.0,20.0,,,,,,5.0,16.0,16.0,8.0,,,,,,,,,,,,,
2015-16,803302,15,2015-12-05 15:00:00,7,Aston Villa,Away,89.0,5.0,4.0,5.0,1.0,2.0,,152.0,5.0,1.0,4.0,9.0,8.0,26.0,236.0,,,16.0,11.0,14.0,4.0,2.0,,1.0,,,,,,,,6.0,,,,,,17.0,6.0,,,52.0,6.0,3.0,7.0,1.0,4.0,5.0,,1.0,19.0,2.0,51.0,36.0,6.0,25.0,12.0,,,57.0,9.0,4.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,13.0,,5.0,1.0,15.0,,22.0,22.0,6.0,4.0,71.0,36.0,10.0,,3.0,4.0,2.0,303.0,7.0,,56.0,30.0,16.0,,,,,158.0,149.0,1.0,15.0,20.0,36.9,,,1.0,0.0,2.0,2.0,3.0,,,1.0,4.0,,3.0,46.0,223.0,7.0,120.0,12.0,34.0,12.0,4.0,10.0,6.0,1.0,86.0,6.0,222.0,5.0,1.0,38.0,10.0,74.0,,332.0,,0.0,9.0,12.0,1.0,23.0,2.0,531.0,,6.0,4.0,7.0,0.0,,,,55.0,2.0,1.0,1.0,124.0,81.0,1.0,72.0,15.0,,,,,,4.0,13.0,13.0,7.0,,,,,,,,,,,,,
2015-16,803312,16,2015-12-13 13:30:00,7,Aston Villa,Home,167.0,23.0,2.0,6.0,4.0,5.0,,195.0,3.0,2.0,4.0,8.0,6.0,40.0,356.0,,,11.0,14.0,13.0,12.0,1.0,,,,,,,,,,16.0,,,,,,7.0,1.0,,,58.0,2.0,4.0,7.0,,5.0,12.0,7.0,,11.0,1.0,47.0,45.0,2.0,9.0,4.0,1.0,2.0,43.0,8.0,7.0,,,1.0,,,,,,,,,7.0,,1.0,,6.0,,14.0,14.0,,4.0,78.0,48.0,5.0,,8.0,5.0,2.0,405.0,1.0,,49.0,79.0,33.0,1.0,1.0,1.0,,135.0,127.0,2.0,27.0,20.0,45.8,,,,0.0,2.0,,2.0,,,,12.0,,3.0,97.0,341.0,13.0,181.0,39.0,17.0,16.0,4.0,23.0,19.0,,129.0,13.0,269.0,1.0,2.0,20.0,7.0,66.0,2.0,427.0,,0.0,18.0,16.0,,15.0,0.0,608.0,,9.0,5.0,12.0,0.0,,,,67.0,1.0,1.0,,139.0,110.0,,111.0,15.0,,,,,,2.0,14.0,14.0,9.0,,,,,,,,,,,,,
2015-16,803322,17,2015-12-19 17:30:00,7,Aston Villa,Away,157.0,16.0,2.0,6.0,4.0,4.0,,160.0,7.0,,1.0,16.0,12.0,43.0,311.0,,,22.0,19.0,21.0,4.0,2.0,,,,,1.0,1.0,,,,6.0,,,,,1.0,8.0,,,,83.0,2.0,,8.0,,7.0,15.0,8.0,,13.0,1.0,65.0,61.0,2.0,14.0,7.0,,,50.0,14.0,9.0,1.0,,4.0,2.0,1.0,1.0,,,,1.0,,10.0,,3.0,,8.0,,30.0,30.0,5.0,1.0,92.0,50.0,3.0,,2.0,5.0,7.0,394.0,,,40.0,79.0,39.0,,,,,192.0,189.0,6.0,41.0,28.0,52.8,,,2.0,0.0,3.0,,3.0,,,,3.0,,1.0,70.0,300.0,8.0,181.0,31.0,17.0,22.0,7.0,32.0,25.0,,107.0,17.0,265.0,3.0,,40.0,14.0,79.0,,414.0,,0.0,10.0,22.0,,28.0,3.0,659.0,,9.0,7.0,19.0,0.0,,,,60.0,1.0,1.0,,174.0,84.0,2.0,96.0,26.0,,,,,,6.0,21.0,21.0,16.0,,,,,,,,,,,,,
2015-16,803341,18,2015-12-26 15:00:00,7,Aston Villa,Home,136.0,13.0,3.0,7.0,4.0,6.0,,225.0,5.0,,4.0,5.0,10.0,30.0,354.0,,,22.0,22.0,25.0,9.0,2.0,,,,,,,,,,8.0,1.0,,,,3.0,6.0,4.0,,,54.0,2.0,2.0,9.0,,9.0,21.0,11.0,,9.0,2.0,62.0,64.0,2.0,19.0,12.0,,,57.0,14.0,12.0,1.0,1.0,4.0,3.0,,,,,,,,8.0,,1.0,2.0,13.0,,15.0,15.0,,4.0,63.0,44.0,6.0,,4.0,7.0,8.0,410.0,2.0,,57.0,65.0,50.0,,,,1.0,171.0,161.0,2.0,27.0,21.0,59.1,,,2.0,0.0,1.0,2.0,3.0,,,,5.0,,2.0,113.0,339.0,11.0,157.0,25.0,29.0,21.0,8.0,43.0,35.0,,154.0,14.0,317.0,1.0,,19.0,10.0,57.0,3.0,431.0,,0.0,15.0,18.0,,28.0,3.0,665.0,,9.0,9.0,14.0,0.0,,,,47.0,1.0,1.0,1.0,141.0,124.0,1.0,119.0,16.0,,,,,,6.0,12.0,12.0,7.0,,,,,,,,,,,,,
2015-16,803342,19,2015-12-28 15:00:00,7,Aston Villa,Away,138.0,17.0,4.0,8.0,4.0,3.0,1.0,165.0,2.0,,2.0,8.0,7.0,35.0,295.0,,,19.0,26.0,25.0,4.0,1.0,,,,,1.0,1.0,,,,4.0,,,,,1.0,4.0,5.0,,,64.0,2.0,1.0,9.0,,7.0,9.0,4.0,,9.0,,73.0,69.0,2.0,25.0,17.0,1.0,1.0,55.0,21.0,10.0,,,5.0,5.0,1.0,,,,,,,6.0,,,2.0,18.0,,13.0,13.0,2.0,2.0,81.0,42.0,3.0,,2.0,3.0,3.0,368.0,1.0,,53.0,81.0,30.0,,,,,161.0,156.0,1.0,29.0,30.0,51.8,,,,0.0,,2.0,2.0,,,,2.0,,3.0,71.0,287.0,5.0,158.0,31.0,30.0,25.0,7.0,25.0,18.0,,112.0,11.0,250.0,,,28.0,9.0,74.0,,383.0,,0.0,6.0,20.0,,25.0,5.0,595.0,,14.0,8.0,16.0,0.0,,,,56.0,,,,146.0,85.0,1.0,96.0,24.0,,,,,,13.0,13.0,13.0,10.0,,,,,,,,,,,,,
2015-16,803352,20,2016-01-02 15:00:00,7,Aston Villa,Away,151.0,16.0,1.0,6.0,5.0,2.0,,225.0,3.0,,4.0,17.0,9.0,41.0,370.0,,,19.0,26.0,15.0,6.0,,,,,,,,1.0,,,8.0,,,,,,8.0,6.0,,,71.0,4.0,,5.0,,3.0,11.0,5.0,,14.0,1.0,64.0,48.0,4.0,16.0,5.0,,,65.0,13.0,7.0,1.0,,1.0,2.0,,1.0,,1.0,1.0,,,6.0,1.0,1.0,,5.0,,14.0,14.0,1.0,4.0,98.0,54.0,3.0,,4.0,3.0,3.0,448.0,3.0,1.0,74.0,79.0,23.0,,,,,161.0,155.0,2.0,29.0,28.0,55.1,,,,0.0,2.0,1.0,3.0,,2.0,,5.0,,3.0,92.0,356.0,7.0,172.0,36.0,22.0,20.0,3.0,21.0,18.0,,133.0,13.0,319.0,1.0,,38.0,11.0,85.0,2.0,470.0,,0.0,8.0,14.0,,25.0,4.0,661.0,,13.0,3.0,12.0,0.0,,,,66.0,,,,162.0,120.0,2.0,122.0,9.0,,,,,,8.0,13.0,13.0,9.0,,,,,,,,,,,,,
2015-16,803363,21,2016-01-12 19:45:00,7,Aston Villa,Home,132.0,7.0,1.0,1.0,,3.0,,211.0,3.0,,2.0,9.0,6.0,35.0,342.0,,,18.0,21.0,20.0,7.0,1.0,,,,,,,,,,9.0,,,,,,4.0,5.0,,,62.0,1.0,7.0,7.0,,9.0,12.0,6.0,,8.0,,52.0,63.0,1.0,22.0,16.0,,,57.0,15.0,8.0,,1.0,,,,,,,,,,7.0,,1.0,,17.0,,19.0,19.0,1.0,2.0,81.0,40.0,,,2.0,6.0,3.0,408.0,1.0,,90.0,73.0,33.0,,,,,161.0,157.0,3.0,25.0,28.0,51.3,,,,0.0,,1.0,1.0,,,,3.0,,1.0,106.0,325.0,8.0,153.0,21.0,26.0,12.0,7.0,25.0,18.0,,138.0,10.0,306.0,1.0,,27.0,6.0,68.0,2.0,434.0,,0.0,13.0,25.0,,26.0,2.0,642.0,,10.0,9.0,17.0,0.0,,,,61.0,,,,150.0,117.0,,106.0,20.0,,,,,,10.0,19.0,19.0,13.0,,,,,,,,,,,,,
2015-16,803375,22,2016-01-16 17:30:00,7,Aston Villa,Home,154.0,17.0,,6.0,6.0,16.0,1.0,240.0,8.0,,6.0,15.0,6.0,53.0,388.0,1.0,,25.0,15.0,44.0,7.0,1.0,,,,,,,,,,11.0,,,,,2.0,7.0,5.0,,,64.0,2.0,4.0,6.0,,3.0,11.0,13.0,,8.0,3.0,51.0,85.0,2.0,16.0,8.0,,,56.0,13.0,14.0,,,4.0,3.0,,,,,,,,11.0,1.0,,3.0,9.0,,17.0,17.0,4.0,6.0,108.0,68.0,4.0,,4.0,4.0,5.0,470.0,1.0,,86.0,97.0,38.0,,1.0,1.0,,183.0,182.0,2.0,22.0,31.0,56.5,,,1.0,0.0,2.0,2.0,4.0,,2.0,,5.0,,2.0,108.0,365.0,8.0,178.0,33.0,17.0,21.0,3.0,30.0,27.0,,148.0,33.0,352.0,,2.0,33.0,7.0,85.0,1.0,500.0,1.0,0.0,14.0,18.0,,30.0,3.0,718.0,,9.0,3.0,14.0,0.0,,,,69.0,,1.0,,206.0,120.0,3.0,105.0,17.0,,,,1.0,,8.0,17.0,17.0,10.0,,,,,,,,,,,,,
2015-16,803382,23,2016-01-23 15:00:00,7,Aston Villa,Away,112.0,12.0,2.0,4.0,2.0,3.0,,244.0,4.0,,2.0,3.0,16.0,34.0,352.0,,,14.0,20.0,22.0,11.0,1.0,,,,,,,,,,14.0,,,,,,2.0,2.0,,,67.0,5.0,4.0,6.0,,6.0,11.0,9.0,,10.0,,56.0,59.0,5.0,25.0,14.0,,,60.0,13.0,7.0,,,4.0,3.0,,,,,,,,7.0,,4.0,,17.0,,15.0,15.0,1.0,2.0,81.0,40.0,3.0,,7.0,5.0,4.0,427.0,1.0,,89.0,72.0,33.0,,,,,170.0,162.0,5.0,29.0,26.0,60.6,,,2.0,0.0,,,,,2.0,,7.0,,2.0,139.0,341.0,12.0,136.0,28.0,33.0,16.0,5.0,28.0,23.0,,178.0,11.0,337.0,5.0,,26.0,18.0,74.0,1.0,445.0,,0.0,15.0,21.0,,22.0,1.0,655.0,,9.0,6.0,19.0,0.0,,,,63.0,,,,167.0,119.0,2.0,96.0,17.0,,,1.0,,,6.0,7.0,7.0,4.0,,,,,,,,,,,,,
