season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090051,5,57,Watford,Home,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,True,,,,4.0,3.0,7.0,,,2.0,,,1.0,2.0,,,2.0,7.0,5.0,,,1.0,,,,,2.0,1.0,39.0,,,,,,,,7.0,,6.4,,,,,3.0,,,1.0,,4.0,4.0,8.0,1,1.0,22.0,1.0,3.0,1.0,1.0
2016-17,7090051,5,57,Watford,Home,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,,14.0,6.0,20.0,2.0,1.0,5.0,,1.0,1.0,,,,1.0,7.0,4.0,,,2.0,,,,,,,89.0,,1.0,,,,,,15.0,,6.4,,,2.0,,2.0,,,1.0,,21.0,8.0,29.0,3,2.0,42.0,3.0,1.0,,2.0
2016-17,7090051,5,57,Watford,Home,32213,52940.0,Daryl Janmaat,daryl-janmaat,D,False,1.0,,1.0,7.0,5.0,11.0,,2.0,6.0,,,,1.0,,,,2.0,4.0,,,,1.0,,,,1.0,2.0,51.0,,,,,,,,8.0,,7.1,,,,1.0,1.0,1.0,,2.0,,10.0,7.0,16.0,0,1.0,27.0,,1.0,,1.0
2016-17,7090051,5,57,Watford,Home,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,3.0,4.0,6.0,10.0,4.0,1.0,3.0,,,,,,,,7.0,4.0,,,3.0,,,,,1.0,,90.0,,,,,,,,10.0,,6.4,,,,2.0,,,,8.0,,12.0,8.0,20.0,0,1.0,29.0,,2.0,,1.0
2016-17,7090051,5,57,Watford,Home,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090051,5,57,Watford,Home,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090051,5,57,Watford,Home,122701,61566.0,Roberto Pereyra,roberto-pereyra,M,False,,,,11.0,7.0,18.0,,,9.0,1.0,,,1.0,,,1.0,4.0,2.0,,,,1.0,,,,1.0,1.0,90.0,,,,,,,,13.0,,6.7,,,,,2.0,1.0,,3.0,,19.0,8.0,26.0,0,,36.0,1.0,2.0,,
2016-17,7090051,5,57,Watford,Home,359640,173514.0,Isaac Success,isaac-success,F,True,,,,2.0,,2.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,2.0,,2.0,0,,4.0,,,2.0,
2016-17,7090051,5,57,Watford,Home,801391,167767.0,Kenedy,kenedy,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090057,6,57,Watford,Away,642,16045.0,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090057,6,57,Watford,Away,1018,37742.0,Younès Kaboul,younes-kaboul,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090057,6,57,Watford,Away,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,,7.0,7.0,10.0,17.0,,1.0,10.0,,,,,,,,,1.0,,,,,,,,1.0,,90.0,,,,,,,,16.0,,6.4,2.0,2.0,,,,,,22.0,,18.0,14.0,32.0,0,,41.0,,,,
2016-17,7090057,6,57,Watford,Away,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,2.0,15.0,12.0,27.0,,2.0,6.0,,,,2.0,,,1.0,4.0,5.0,,,1.0,,,,,2.0,,90.0,,1.0,,,,,,12.0,,6.8,,,1.0,3.0,1.0,1.0,,3.0,,21.0,16.0,36.0,1,2.0,50.0,1.0,,1.0,2.0
2016-17,7090057,6,57,Watford,Away,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,5.0,7.0,29.0,36.0,11.0,7.0,4.0,,,,,,,,12.0,14.0,,,1.0,,,,,1.0,,90.0,,3.0,,,,,,16.0,,7.4,,,,5.0,,,,10.0,,19.0,33.0,52.0,0,5.0,72.0,,2.0,,4.0
2016-17,7090057,6,57,Watford,Away,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,1.0,,3.0,30.0,25.0,54.0,,3.0,4.0,,,2.0,,,,1.0,2.0,5.0,,,1.0,,,,,2.0,2.0,90.0,,,,,,,,11.0,,7.0,,,,2.0,,1.0,,5.0,,38.0,27.0,64.0,2,1.0,76.0,,1.0,,1.0
2016-17,7090057,6,57,Watford,Away,16779,40868.0,José Holebas,jose-holebas,D,False,,,,17.0,11.0,28.0,1.0,1.0,5.0,,,2.0,,,,1.0,9.0,7.0,,,1.0,,,,,3.0,,90.0,,1.0,,,,,,22.0,,6.4,,,1.0,4.0,8.0,2.0,,3.0,,27.0,12.0,37.0,3,2.0,73.0,1.0,2.0,2.0,2.0
2016-17,7090057,6,57,Watford,Away,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,1.0,9.0,4.0,13.0,5.0,10.0,,,1.0,1.0,,,,,8.0,10.0,,,2.0,,,,,,2.0,90.0,1.0,,,,,,,13.0,,6.8,,,1.0,3.0,1.0,,,1.0,,19.0,5.0,24.0,3,,35.0,1.0,,,
2016-17,7090057,6,57,Watford,Away,22200,41338.0,Craig Cathcart,craig-cathcart,D,False,,,4.0,8.0,15.0,23.0,3.0,2.0,2.0,,,,,,,,3.0,2.0,,,,,,,,,,45.0,,1.0,,,,,,7.0,,6.6,,,,3.0,,,,7.0,,11.0,16.0,27.0,0,,35.0,,,,
2016-17,7090057,6,57,Watford,Away,26136,,Camilo Zúñiga,camilo-zuniga,M,True,,,1.0,12.0,18.0,30.0,1.0,,4.0,,,,,,,,1.0,2.0,,,,,,,,,,45.0,,,,,,,,5.0,,6.6,,,,,,,,4.0,,15.0,20.0,35.0,0,2.0,43.0,,,,2.0
2016-17,7090057,6,57,Watford,Away,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,,,,6.0,5.0,11.0,1.0,1.0,5.0,,,,,,,,5.0,5.0,,,2.0,,,,,,,58.0,,,,,,,,21.0,,6.2,,,,2.0,5.0,6.0,,2.0,,16.0,10.0,20.0,0,,44.0,4.0,1.0,3.0,
2016-17,7090057,6,57,Watford,Away,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,,7.0,8.0,15.0,4.0,,6.0,,,,,,,1.0,8.0,1.0,,,2.0,,,,,,,90.0,1.0,,,,,,,11.0,,6.5,,,,,2.0,,,,,10.0,9.0,19.0,1,,29.0,5.0,,1.0,
2016-17,7090057,6,57,Watford,Away,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,5.0,17.0,29.0,46.0,1.0,7.0,9.0,,,,,,,,2.0,10.0,,,1.0,,,,,3.0,,90.0,,,,,,,,22.0,,7.1,,,,7.0,,,,16.0,,34.0,34.0,68.0,0,2.0,82.0,,1.0,,2.0
2016-17,7090057,6,57,Watford,Away,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090057,6,57,Watford,Away,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090057,6,57,Watford,Away,122701,61566.0,Roberto Pereyra,roberto-pereyra,M,False,2.0,,2.0,15.0,21.0,34.0,3.0,,2.0,1.0,,,1.0,,,,6.0,1.0,,,2.0,,,,,,2.0,75.0,,,,,,,,3.0,,6.6,,,,,,2.0,,2.0,,17.0,22.0,37.0,0,,42.0,,1.0,,
2016-17,7090057,6,57,Watford,Away,359640,173514.0,Isaac Success,isaac-success,F,True,,,1.0,4.0,3.0,7.0,1.0,,1.0,,,1.0,,,,,4.0,5.0,,,1.0,,,,,1.0,,32.0,,,,,,,,7.0,,6.8,,,1.0,,5.0,,,1.0,,7.0,4.0,11.0,2,1.0,24.0,,2.0,2.0,1.0
2016-17,7090057,6,57,Watford,Away,801391,167767.0,Kenedy,kenedy,M,True,,,,2.0,5.0,7.0,,,2.0,,,,,,,,2.0,1.0,,,1.0,,,,,,,15.0,,,,,,,,3.0,,6.4,,,,,2.0,1.0,,,,3.0,5.0,7.0,0,,12.0,1.0,,1.0,
2016-17,7090069,7,57,Watford,Home,642,16045.0,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090069,7,57,Watford,Home,1018,37742.0,Younès Kaboul,younes-kaboul,D,False,,,5.0,14.0,8.0,22.0,1.0,5.0,4.0,,,,,,,,3.0,6.0,,,2.0,,,,,3.0,1.0,90.0,1.0,1.0,,,,,,10.0,,7.0,,,,5.0,,,,10.0,,23.0,8.0,31.0,1,1.0,44.0,1.0,,,
2016-17,7090069,7,57,Watford,Home,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,,13.0,12.0,3.0,15.0,,,6.0,,,,,,,,,,,,,,,2.0,,,,90.0,,,,,,,,7.0,1.0,6.1,,,,2.0,,,,19.0,,18.0,3.0,21.0,0,,27.0,,,,
2016-17,7090069,7,57,Watford,Home,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,2.0,11.0,14.0,25.0,1.0,,8.0,,,,2.0,,,1.0,5.0,8.0,,,1.0,,,,,,,90.0,,1.0,,,,,,8.0,,7.1,,,,3.0,,,,3.0,,16.0,16.0,32.0,0,6.0,51.0,,2.0,,5.0
2016-17,7090069,7,57,Watford,Home,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,1.0,5.0,7.0,12.0,,,1.0,,,1.0,1.0,,,,3.0,2.0,,,3.0,,,,,2.0,1.0,90.0,,1.0,,,,,,9.0,,6.5,,,1.0,6.0,,,,7.0,,13.0,8.0,21.0,2,1.0,34.0,,1.0,,1.0
2016-17,7090069,7,57,Watford,Home,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,,,3.0,22.0,17.0,39.0,2.0,,2.0,,,,3.0,,,,7.0,5.0,,,2.0,,,,,1.0,,79.0,,,,,,,,9.0,,6.4,,,,,,3.0,,3.0,,30.0,17.0,44.0,0,2.0,54.0,1.0,3.0,,1.0
2016-17,7090069,7,57,Watford,Home,16779,40868.0,José Holebas,jose-holebas,D,False,3.0,,3.0,29.0,9.0,35.0,1.0,2.0,6.0,,,,2.0,,,1.0,4.0,6.0,,,,1.0,,,,5.0,2.0,90.0,,,,,,,,18.0,,7.3,,,1.0,4.0,2.0,6.0,,6.0,,38.0,11.0,43.0,1,1.0,80.0,2.0,1.0,2.0,
2016-17,7090069,7,57,Watford,Home,22109,41725.0,Troy Deeney,troy-deeney,F,False,1.0,,1.0,12.0,3.0,14.0,8.0,10.0,,,,1.0,,,,,10.0,12.0,,,3.0,,1.0,,,2.0,2.0,90.0,2.0,,,,,,,12.0,,8.0,,,1.0,3.0,1.0,1.0,,2.0,,22.0,3.0,24.0,4,1.0,41.0,2.0,,1.0,1.0
2016-17,7090069,7,57,Watford,Home,26136,,Camilo Zúñiga,camilo-zuniga,M,False,,,3.0,17.0,9.0,26.0,,,3.0,,,1.0,,,,,,6.0,,,,,,,,,,90.0,,,,,,,,9.0,,7.0,,,,1.0,2.0,2.0,,6.0,,22.0,12.0,32.0,1,2.0,55.0,,2.0,2.0,2.0
2016-17,7090069,7,57,Watford,Home,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,2.0,,,18.0,5.0,21.0,,,5.0,1.0,,,2.0,,,3.0,10.0,3.0,,,4.0,1.0,,,,1.0,4.0,90.0,2.0,,,,,,,17.0,,7.4,,,,,3.0,9.0,,4.0,,28.0,8.0,27.0,2,1.0,46.0,,,2.0,
2016-17,7090069,7,57,Watford,Home,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,,9.0,7.0,16.0,1.0,1.0,5.0,,,2.0,1.0,,,2.0,5.0,2.0,,,,,,,,,2.0,58.0,,,,,,,,10.0,,6.7,,,1.0,,1.0,,,1.0,,13.0,7.0,20.0,3,1.0,32.0,3.0,,,1.0
2016-17,7090069,7,57,Watford,Home,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090069,7,57,Watford,Home,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,True,,,,2.0,2.0,4.0,,,,,,,,,,1.0,1.0,2.0,,,,,,,,1.0,,11.0,,,,,,,,4.0,,6.7,,,,,,1.0,,1.0,,5.0,2.0,6.0,0,2.0,12.0,,,,2.0
2016-17,7090069,7,57,Watford,Home,58351,85624.0,Christian Kabasele,christian-kabasele,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090069,7,57,Watford,Home,96535,121599.0,Abdoulaye Doucouré,abdoulaye-doucoure,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090069,7,57,Watford,Home,122701,61566.0,Roberto Pereyra,roberto-pereyra,M,False,,,3.0,25.0,11.0,36.0,,,7.0,,,,1.0,,,1.0,3.0,,,,1.0,,,,,,2.0,90.0,,,,,,,,13.0,,6.3,,,,1.0,,3.0,,5.0,,31.0,14.0,42.0,0,,53.0,2.0,,,
2016-17,7090069,7,57,Watford,Home,359640,173514.0,Isaac Success,isaac-success,F,True,,,,3.0,2.0,5.0,,,,,,,,,,4.0,5.0,3.0,,,1.0,,1.0,,,,,32.0,2.0,,,,,,,6.0,,7.3,,,1.0,,1.0,,,,,4.0,2.0,6.0,3,,17.0,1.0,2.0,1.0,
2016-17,7090069,7,57,Watford,Home,801391,167767.0,Kenedy,kenedy,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090076,8,57,Watford,Away,642,16045.0,Ben Watson,ben-watson,M,True,,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,1.0,,6.3,,,,,,,,1.0,,2.0,,2.0,0,,2.0,,,,
2016-17,7090076,8,57,Watford,Away,1018,37742.0,Younès Kaboul,younes-kaboul,D,False,,,2.0,3.0,14.0,17.0,2.0,2.0,10.0,,,1.0,,,,3.0,6.0,5.0,,1.0,1.0,,,,,1.0,,90.0,,,,,,,,14.0,,6.8,,,,11.0,1.0,,,10.0,,8.0,18.0,26.0,1,2.0,49.0,2.0,,1.0,
2016-17,7090076,8,57,Watford,Away,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,1.0,13.0,8.0,10.0,18.0,,,13.0,,,,,,,,,,,,,,,4.0,,,,90.0,,,,,,,,13.0,,7.3,2.0,3.0,,,,,1.0,24.0,,17.0,12.0,29.0,0,,45.0,,,,
2016-17,7090076,8,57,Watford,Away,10597,20145.0,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090076,8,57,Watford,Away,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,1.0,5.0,13.0,18.0,1.0,1.0,2.0,,,,3.0,,,1.0,5.0,4.0,,,1.0,,,,,,,90.0,,,,,,,,8.0,,6.4,,,,1.0,,,,4.0,,12.0,13.0,25.0,0,3.0,31.0,,,,2.0
2016-17,7090076,8,57,Watford,Away,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,1.0,2.0,13.0,15.0,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,1.0,90.0,,,,,,,,6.0,,7.0,,,,7.0,,,,5.0,,7.0,14.0,21.0,0,,30.0,,,,
2016-17,7090076,8,57,Watford,Away,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,,,2.0,7.0,18.0,25.0,,,5.0,,,,1.0,,,1.0,4.0,4.0,,,1.0,,,,,,,90.0,,,,,,,,11.0,,6.4,,,1.0,,2.0,4.0,,3.0,,13.0,18.0,27.0,1,1.0,42.0,1.0,3.0,,1.0
2016-17,7090076,8,57,Watford,Away,16779,40868.0,José Holebas,jose-holebas,D,False,2.0,,1.0,10.0,5.0,13.0,,2.0,5.0,,,,,,,2.0,5.0,10.0,,,1.0,,1.0,,,6.0,1.0,90.0,1.0,,,,,,,24.0,,8.4,,,,2.0,6.0,5.0,,1.0,,20.0,7.0,22.0,1,3.0,65.0,1.0,1.0,4.0,3.0
2016-17,7090076,8,57,Watford,Away,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,,6.0,7.0,13.0,3.0,4.0,,,,,,,,,4.0,7.0,,,2.0,,,,,,,90.0,,,,,,,,8.0,,6.8,,,,,1.0,,,,1.0,13.0,8.0,21.0,0,2.0,25.0,,,1.0,2.0
2016-17,7090076,8,57,Watford,Away,26136,,Camilo Zúñiga,camilo-zuniga,M,True,,,,5.0,3.0,8.0,1.0,1.0,2.0,,,,,,,1.0,3.0,3.0,,,1.0,,,,,,,18.0,,,,,,,,2.0,,6.7,,,,1.0,,,,,,5.0,3.0,8.0,0,2.0,16.0,,,,1.0
2016-17,7090076,8,57,Watford,Away,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,,,3.0,4.0,5.0,9.0,1.0,,6.0,,,,1.0,,,,3.0,6.0,,,1.0,,,,,1.0,,72.0,,,,,,,,8.0,,7.1,,,,,,,,5.0,,8.0,5.0,13.0,0,4.0,31.0,,2.0,,2.0
2016-17,7090076,8,57,Watford,Away,29774,58498.0,Odion Ighalo,odion-ighalo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090076,8,57,Watford,Away,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,2.0,10.0,11.0,21.0,1.0,4.0,3.0,,,,,,,1.0,3.0,4.0,,,1.0,,,,,3.0,1.0,85.0,,,,,,,,16.0,,7.0,,,,6.0,,1.0,,10.0,,20.0,16.0,35.0,0,,47.0,,1.0,,
2016-17,7090076,8,57,Watford,Away,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090076,8,57,Watford,Away,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090076,8,57,Watford,Away,58351,85624.0,Christian Kabasele,christian-kabasele,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,6.5,,,,1.0,,,,,,,1.0,1.0,0,,2.0,,,,
2016-17,7090076,8,57,Watford,Away,122701,61566.0,Roberto Pereyra,roberto-pereyra,M,False,,,1.0,6.0,13.0,19.0,,,6.0,,,,1.0,,,4.0,7.0,5.0,,,,,,,,1.0,,90.0,,,,,,,,14.0,,6.0,,,,,2.0,4.0,,1.0,,11.0,13.0,20.0,0,2.0,44.0,2.0,3.0,,2.0
2016-17,7090076,8,57,Watford,Away,359640,173514.0,Isaac Success,isaac-success,F,False,,,1.0,1.0,7.0,8.0,2.0,1.0,6.0,,,,1.0,,,1.0,6.0,9.0,,,1.0,,,,,3.0,,89.0,1.0,,,,,,,16.0,,6.9,,,,1.0,2.0,1.0,,3.0,,7.0,9.0,15.0,1,2.0,38.0,4.0,5.0,1.0,1.0
2016-17,7090109,9,57,Watford,Away,642,16045.0,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090109,9,57,Watford,Away,1018,37742.0,Younès Kaboul,younes-kaboul,D,False,,,6.0,8.0,20.0,28.0,,2.0,5.0,,,1.0,,,,,3.0,4.0,,,2.0,,,,,2.0,,90.0,,,,,,,,10.0,,7.3,,,,5.0,1.0,1.0,,7.0,,11.0,23.0,33.0,1,2.0,54.0,1.0,,,1.0
2016-17,7090109,9,57,Watford,Away,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,,6.0,6.0,9.0,15.0,,,9.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,,,22.0,1.0,7.6,2.0,5.0,,1.0,,,,27.0,,24.0,12.0,36.0,0,,48.0,,,,
2016-17,7090109,9,57,Watford,Away,10597,20145.0,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090109,9,57,Watford,Away,11654,21123.0,Valon Behrami,valon-behrami,M,False,1.0,,,13.0,9.0,21.0,1.0,,3.0,,,,1.0,,,2.0,6.0,2.0,,,2.0,,,,,5.0,,90.0,,1.0,,,,,,12.0,,6.9,,,,3.0,,1.0,,,,15.0,12.0,26.0,0,2.0,50.0,4.0,,,1.0
2016-17,7090109,9,57,Watford,Away,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,6.0,9.0,23.0,32.0,1.0,3.0,5.0,,,,,,,,1.0,6.0,,,,,,,,1.0,,90.0,,2.0,,,,,,4.0,,7.8,,,,3.0,1.0,,,7.0,,10.0,24.0,34.0,0,1.0,46.0,1.0,2.0,1.0,
2016-17,7090109,9,57,Watford,Away,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,,,1.0,13.0,11.0,24.0,1.0,1.0,9.0,,,,,,,2.0,6.0,6.0,,,3.0,,,,,,1.0,78.0,,,,,,,,16.0,,6.7,,,2.0,1.0,1.0,2.0,,3.0,1.0,20.0,13.0,31.0,2,1.0,52.0,3.0,3.0,1.0,1.0
2016-17,7090109,9,57,Watford,Away,16779,40868.0,José Holebas,jose-holebas,D,False,,,,11.0,18.0,29.0,,1.0,8.0,,,,1.0,,,1.0,3.0,6.0,,,1.0,,,,,4.0,1.0,90.0,,,,,,,,22.0,,7.6,,,,6.0,1.0,4.0,,2.0,,20.0,21.0,37.0,0,4.0,70.0,1.0,,1.0,1.0
2016-17,7090109,9,57,Watford,Away,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,,19.0,9.0,28.0,13.0,3.0,6.0,,,,1.0,,,1.0,17.0,6.0,,,3.0,,,,,,2.0,90.0,,,,,,,,12.0,,6.9,,,,2.0,1.0,,,,1.0,28.0,9.0,37.0,0,,46.0,2.0,2.0,1.0,
2016-17,7090109,9,57,Watford,Away,26136,,Camilo Zúñiga,camilo-zuniga,M,False,,,1.0,2.0,6.0,8.0,,1.0,6.0,,,1.0,1.0,,,,1.0,5.0,,,,,,,,5.0,1.0,63.0,,,,,,,,8.0,,7.2,,,,2.0,,,,3.0,,6.0,9.0,15.0,1,2.0,32.0,1.0,2.0,,2.0
2016-17,7090109,9,57,Watford,Away,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,True,1.0,,1.0,4.0,,3.0,,,2.0,,,,,,,2.0,2.0,1.0,,,1.0,,,,,1.0,,27.0,,,,,,,,11.0,,6.4,,,1.0,,,5.0,,3.0,,10.0,1.0,6.0,1,,21.0,1.0,1.0,,
2016-17,7090109,9,57,Watford,Away,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,,10.0,11.0,21.0,1.0,2.0,6.0,,,3.0,,,,3.0,8.0,4.0,,,4.0,,,,,,1.0,90.0,1.0,,,,,,,18.0,,6.7,,,,,2.0,,,,2.0,19.0,13.0,32.0,4,1.0,45.0,3.0,,1.0,1.0
2016-17,7090109,9,57,Watford,Away,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,8.0,10.0,29.0,39.0,2.0,1.0,9.0,,,,1.0,,,,3.0,3.0,,,,,,,,,,90.0,,,,,,,,10.0,,6.9,,,,2.0,,,,12.0,,14.0,35.0,49.0,0,,54.0,,2.0,,
2016-17,7090109,9,57,Watford,Away,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090109,9,57,Watford,Away,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,True,,,,4.0,4.0,8.0,,1.0,4.0,,,,,,,1.0,1.0,3.0,,,,,,,,1.0,,12.0,1.0,,,,,,,3.0,,7.0,,,,,,,,1.0,,6.0,4.0,10.0,1,2.0,17.0,,,,1.0
2016-17,7090109,9,57,Watford,Away,58351,85624.0,Christian Kabasele,christian-kabasele,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090109,9,57,Watford,Away,122701,61566.0,Roberto Pereyra,roberto-pereyra,M,False,2.0,,2.0,16.0,17.0,31.0,,,7.0,,,,2.0,,,1.0,3.0,2.0,,,,,,,,1.0,1.0,90.0,,,,,,,,12.0,,6.7,,,,,,2.0,,2.0,,22.0,19.0,39.0,0,,53.0,2.0,2.0,,
2016-17,7090109,9,57,Watford,Away,284455,133801.0,Jerome Sinclair,jerome-sinclair,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090095,10,57,Watford,Home,642,16045.0,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090095,10,57,Watford,Home,1018,37742.0,Younès Kaboul,younes-kaboul,D,False,,,2.0,14.0,21.0,35.0,1.0,2.0,4.0,,,,,,,1.0,3.0,2.0,,,1.0,,,,1.0,3.0,,72.0,,,,,,,,12.0,,6.9,,,2.0,3.0,,3.0,,8.0,,24.0,21.0,42.0,2,,59.0,,,,
2016-17,7090095,10,57,Watford,Home,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,1.0,8.0,6.0,11.0,17.0,,1.0,8.0,,,,,,,,,1.0,,,,,,,,,,90.0,,,,,,,,8.0,1.0,7.2,1.0,2.0,,2.0,,,1.0,16.0,,13.0,12.0,25.0,0,,32.0,,,,
2016-17,7090095,10,57,Watford,Home,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,1.0,32.0,13.0,45.0,1.0,1.0,4.0,,,,1.0,,,1.0,5.0,7.0,,,2.0,,,,,2.0,1.0,90.0,,1.0,,,,,,8.0,,7.2,,,1.0,,,1.0,,2.0,,35.0,16.0,50.0,1,4.0,68.0,,2.0,,1.0
