season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576398,5,13,Leicester_City,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,4.0,29.0,54.0,83.0,3.0,,4.0,,,,1.0,,,4.0,3.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,1.0,,,,2.0,,6.7,,,,3.0,,,,4.0,,29.0,56.0,85.0,0,3.0,97.0,,,,3.0
2021-22,9576398,5,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,10.0,3.0,13.0,4.0,,1.0,,,1.0,,,,4.0,,,,,,1.0,,,,,2.0,,90.0,1.0,,,,,,,3.0,,7.3,,,1.0,,,1.0,,1.0,,12.0,3.0,14.0,3,,20.0,1.0,,,
2021-22,9576398,5,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576398,5,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,,29.0,24.0,53.0,,3.0,7.0,,,,6.0,,2.0,10.0,10.0,,,1.0,,,,,,3.0,2.0,,90.0,,,,,,,,21.0,,6.5,,,,2.0,3.0,3.0,,1.0,,40.0,28.0,65.0,0,4.0,102.0,2.0,1.0,2.0,2.0
2021-22,9576398,5,13,Leicester_City,Away,308526,155569,Daniel Amartey,daniel-amartey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576398,5,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,True,,,1.0,15.0,7.0,22.0,1.0,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,22.0,,,,,,,,6.0,,6.8,,,,,1.0,1.0,,1.0,,19.0,8.0,26.0,0,1.0,34.0,,,1.0,
2021-22,9576398,5,13,Leicester_City,Away,331737,166989,Youri Tielemans,youri-tielemans,M,False,2.0,,3.0,39.0,21.0,58.0,2.0,1.0,5.0,1.0,,2.0,2.0,,2.0,7.0,7.0,,,1.0,1.0,,,,,,2.0,,90.0,,1.0,,,,,,17.0,,7.6,,,3.0,,1.0,8.0,,6.0,,50.0,21.0,63.0,5,3.0,91.0,4.0,2.0,1.0,2.0
2021-22,9576398,5,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,,,,7.0,1.0,8.0,,,1.0,,,1.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,,45.0,,,,,,,,9.0,,6.3,,,,,1.0,2.0,,1.0,,14.0,1.0,13.0,1,1.0,19.0,,,,1.0
2021-22,9576398,5,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,3.0,,3.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,15.0,,,,,,,,2.0,,6.7,,,,,,1.0,,,,4.0,,3.0,0,,6.0,1.0,1.0,,
2021-22,9576398,5,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,3.0,18.0,40.0,58.0,,2.0,5.0,,,,2.0,,,2.0,4.0,,,,,,,,,,,,90.0,,,,,,,,8.0,,6.4,,,1.0,2.0,,,,7.0,,23.0,43.0,66.0,1,2.0,73.0,,,,1.0
2021-22,9576398,5,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,1.0,29.0,18.0,47.0,5.0,3.0,7.0,,,,2.0,,,10.0,7.0,,,2.0,,,,,,4.0,,,90.0,,,,,,,,13.0,,6.7,,,,1.0,2.0,1.0,,1.0,,37.0,21.0,57.0,0,3.0,73.0,,,1.0,
2021-22,9576398,5,13,Leicester_City,Away,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,14.0,,14.0,,,1.0,,,2.0,,,2.0,3.0,6.0,,,1.0,,,,,,,2.0,,45.0,,,,,,,,9.0,,7.0,,,,,4.0,,,,,17.0,,17.0,2,,35.0,2.0,2.0,4.0,
2021-22,9576398,5,13,Leicester_City,Away,833057,197469,Hamza Choudhury,hamza-choudhury,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576398,5,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,False,1.0,,2.0,26.0,11.0,36.0,1.0,1.0,3.0,,,,1.0,,5.0,10.0,3.0,,,2.0,,,,,,,4.0,,90.0,1.0,,,,,,,18.0,,6.9,,,,1.0,2.0,4.0,,3.0,2.0,36.0,12.0,44.0,1,,65.0,1.0,1.0,1.0,
2021-22,9576398,5,13,Leicester_City,Away,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576398,5,13,Leicester_City,Away,865057,245419,Patson Daka,patson-daka,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576398,5,13,Leicester_City,Away,887581,225902,Boubakary Soumaré,boubakary-soumare,M,False,,,2.0,25.0,6.0,31.0,,1.0,6.0,,,,1.0,,2.0,4.0,3.0,,,1.0,,,,,,1.0,,,75.0,1.0,,,,,,,11.0,,6.5,,,,,2.0,1.0,,2.0,,29.0,8.0,36.0,1,,46.0,3.0,,2.0,
2021-22,9576195,6,13,Leicester_City,Home,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,1.0,9.0,4.0,15.0,19.0,,,12.0,,,,,,,,,,,,,,,,,1.0,,,90.0,,,,,,,,10.0,,6.4,1.0,2.0,,,,,1.0,18.0,,6.0,23.0,29.0,0,,41.0,,,,
2021-22,9576195,6,13,Leicester_City,Home,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,,,2.0,31.0,26.0,57.0,3.0,1.0,4.0,,,,1.0,,,5.0,2.0,,,1.0,,,,,,,,,90.0,,,,,,,,23.0,,6.4,,,,,,9.0,,3.0,,45.0,31.0,67.0,0,1.0,97.0,1.0,,,1.0
2021-22,9576195,6,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,13,Leicester_City,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,5.0,17.0,47.0,64.0,3.0,5.0,5.0,,,,,,,4.0,8.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,,13.0,,6.8,,,,4.0,1.0,,,11.0,,22.0,54.0,76.0,0,2.0,86.0,1.0,,1.0,2.0
2021-22,9576195,6,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,10.0,4.0,14.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,3.0,2.0,,,,,2.0,,,,,1.0,,90.0,3.0,,1.0,,,,,12.0,,8.1,,,2.0,,2.0,2.0,,,1.0,17.0,4.0,19.0,6,,36.0,3.0,,2.0,
2021-22,9576195,6,13,Leicester_City,Home,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,1.0,13.0,9.0,22.0,,,2.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,45.0,,,,,,,,3.0,,6.6,,,,1.0,,,,2.0,,15.0,10.0,25.0,0,1.0,35.0,,,,1.0
2021-22,9576195,6,13,Leicester_City,Home,329417,166477,Timothy Castagne,timothy-castagne,D,True,1.0,,1.0,9.0,18.0,26.0,1.0,2.0,3.0,,,,,,1.0,2.0,5.0,,,,,,,,,,1.0,,45.0,,,,,,,,6.0,,7.1,,,,,,3.0,,1.0,,14.0,18.0,29.0,0,3.0,45.0,,,,2.0
2021-22,9576195,6,13,Leicester_City,Home,331737,166989,Youri Tielemans,youri-tielemans,M,False,1.0,,7.0,41.0,23.0,63.0,,,7.0,1.0,,4.0,1.0,,2.0,3.0,6.0,,,,1.0,,,,,,5.0,,90.0,,,,,,,,15.0,,7.9,,,1.0,,2.0,2.0,,10.0,,52.0,23.0,73.0,5,1.0,94.0,2.0,3.0,2.0,1.0
2021-22,9576195,6,13,Leicester_City,Home,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,True,,,,7.0,,7.0,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,1.0,,12.0,,,,,,,,3.0,,6.7,,,,,2.0,1.0,,,,9.0,,8.0,0,,12.0,,1.0,1.0,
2021-22,9576195,6,13,Leicester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,6.0,1.0,7.0,1.0,,,1.0,,1.0,,,1.0,3.0,,,,,1.0,,,,,,1.0,,28.0,1.0,,,,,,,5.0,,7.1,,,,,1.0,,,1.0,,9.0,1.0,10.0,2,,14.0,,,,
2021-22,9576195,6,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,2.0,16.0,43.0,59.0,3.0,4.0,10.0,,,,1.0,,,6.0,4.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,12.0,,6.4,,,,4.0,1.0,,,8.0,,18.0,51.0,69.0,0,,79.0,,,,
2021-22,9576195,6,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,2.0,23.0,25.0,48.0,4.0,5.0,11.0,,,,1.0,,2.0,9.0,10.0,,,2.0,,,,,,1.0,,,90.0,,,,,,,,16.0,,6.9,,,1.0,3.0,,,,2.0,,29.0,31.0,60.0,1,3.0,75.0,1.0,2.0,,1.0
2021-22,9576195,6,13,Leicester_City,Home,824200,219352,Ademola Lookman,ademola-lookman,F,False,1.0,,,17.0,9.0,25.0,1.0,1.0,4.0,,,1.0,,,1.0,3.0,8.0,,,1.0,,,,,,1.0,4.0,,78.0,,,,,,,,14.0,,7.4,,,,1.0,3.0,5.0,,2.0,,26.0,11.0,32.0,1,2.0,52.0,2.0,2.0,3.0,2.0
2021-22,9576195,6,13,Leicester_City,Home,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,1.0,25.0,7.0,32.0,,1.0,2.0,,,4.0,1.0,,2.0,4.0,3.0,,,1.0,,,,,,,1.0,,90.0,1.0,,,,,,,12.0,,7.0,,,1.0,,1.0,2.0,,1.0,,31.0,7.0,36.0,6,1.0,59.0,1.0,,1.0,1.0
2021-22,9576195,6,13,Leicester_City,Home,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,13,Leicester_City,Home,887581,225902,Boubakary Soumaré,boubakary-soumare,M,False,,,2.0,25.0,14.0,39.0,1.0,1.0,2.0,,,,,,,4.0,4.0,,,3.0,,,,,,,2.0,,62.0,,,,,,,,6.0,,7.0,,,1.0,,,1.0,,2.0,,27.0,17.0,43.0,1,3.0,50.0,1.0,,,3.0
2021-22,9576219,7,13,Leicester_City,Away,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,10.0,6.0,13.0,19.0,,,6.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,22.0,,6.2,2.0,2.0,,,,,,31.0,,22.0,18.0,40.0,0,,44.0,,,,
2021-22,9576219,7,13,Leicester_City,Away,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,,,,6.0,11.0,17.0,3.0,,3.0,,,,1.0,,,5.0,4.0,,,1.0,,,,,,,,,90.0,,2.0,,,,,,10.0,,6.5,,,,3.0,,,,2.0,,10.0,12.0,22.0,0,3.0,45.0,4.0,1.0,,1.0
2021-22,9576219,7,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,1.0,1.0,,,2.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,10.0,,,,,,,,3.0,,6.5,,,,,,,,2.0,,1.0,2.0,3.0,0,1.0,6.0,,1.0,,1.0
2021-22,9576219,7,13,Leicester_City,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,5.0,15.0,25.0,40.0,1.0,3.0,9.0,,,,2.0,,,3.0,8.0,,,,,,,,,1.0,1.0,,90.0,,,,,,,,10.0,,7.1,,,,11.0,2.0,,,10.0,,22.0,28.0,50.0,0,3.0,69.0,,,2.0,1.0
2021-22,9576219,7,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,4.0,,4.0,7.0,,,,,1.0,,,,9.0,1.0,,,2.0,,1.0,,,,,,,90.0,1.0,,,,,,,2.0,,7.1,,,1.0,,,1.0,,,,5.0,,4.0,3,,10.0,1.0,1.0,,
2021-22,9576219,7,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576219,7,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576219,7,13,Leicester_City,Away,308526,155569,Daniel Amartey,daniel-amartey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576219,7,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,1.0,4.0,22.0,26.0,,4.0,10.0,,,,2.0,,1.0,5.0,12.0,,,2.0,,,,,,3.0,,,90.0,,1.0,,,,,,15.0,,7.1,,,,4.0,1.0,,,3.0,,12.0,27.0,39.0,0,5.0,68.0,,2.0,1.0,3.0
2021-22,9576219,7,13,Leicester_City,Away,331737,166989,Youri Tielemans,youri-tielemans,M,False,1.0,,5.0,16.0,17.0,32.0,,,7.0,,,,3.0,,1.0,5.0,4.0,,,1.0,,,,,,1.0,1.0,,90.0,1.0,,,,,,,19.0,,6.7,,,,2.0,1.0,5.0,,9.0,,28.0,22.0,45.0,1,2.0,63.0,1.0,1.0,1.0,
2021-22,9576219,7,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576219,7,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,True,,,1.0,2.0,1.0,3.0,1.0,,,,,,2.0,,,4.0,1.0,,,1.0,,,,,,,,,19.0,1.0,,,,,,,3.0,,6.4,,,,,,1.0,,1.0,1.0,5.0,1.0,5.0,1,,10.0,,1.0,,
2021-22,9576219,7,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,False,,,,8.0,5.0,13.0,3.0,2.0,5.0,,,,1.0,,2.0,6.0,6.0,,,,,1.0,,,,,2.0,,71.0,1.0,,,,,,,10.0,,7.5,,,,,1.0,,,,,13.0,7.0,20.0,1,2.0,31.0,1.0,1.0,1.0,2.0
2021-22,9576219,7,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,1.0,7.0,28.0,35.0,3.0,1.0,6.0,,,,,,,3.0,5.0,,,,,,,,,3.0,,,90.0,,,,,,,,10.0,,6.9,,,,5.0,,,,7.0,,14.0,31.0,45.0,0,4.0,58.0,,,,3.0
2021-22,9576219,7,13,Leicester_City,Away,824200,219352,Ademola Lookman,ademola-lookman,F,False,,,1.0,13.0,12.0,25.0,,1.0,11.0,,,,1.0,,5.0,9.0,5.0,,,1.0,,,,,,,,,80.0,1.0,,,,,,,20.0,,6.3,,,,,5.0,1.0,,2.0,,18.0,16.0,33.0,1,1.0,56.0,4.0,,3.0,
2021-22,9576219,7,13,Leicester_City,Away,833057,197469,Hamza Choudhury,hamza-choudhury,M,False,,,2.0,9.0,15.0,24.0,,3.0,7.0,,,,,,,1.0,12.0,,,1.0,,,,,,3.0,,,60.0,,,,,,,,14.0,,7.6,,,,1.0,1.0,,,3.0,,15.0,19.0,34.0,0,5.0,55.0,4.0,3.0,1.0,1.0
2021-22,9576219,7,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,1.0,5.0,9.0,14.0,1.0,,5.0,1.0,,1.0,2.0,,3.0,9.0,6.0,,,2.0,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,25.0,,6.7,,,1.0,,1.0,1.0,,2.0,,16.0,14.0,29.0,2,4.0,50.0,4.0,2.0,,
2021-22,9576219,7,13,Leicester_City,Away,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576219,7,13,Leicester_City,Away,865057,245419,Patson Daka,patson-daka,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576219,7,13,Leicester_City,Away,887581,225902,Boubakary Soumaré,boubakary-soumare,M,True,,,,2.0,7.0,9.0,,1.0,5.0,,,,,,,,4.0,,,,,,,,,1.0,,,30.0,,,,,,,,6.0,,6.6,,,,1.0,1.0,,,1.0,,3.0,10.0,13.0,0,,21.0,2.0,2.0,1.0,
2021-22,9576368,8,13,Leicester_City,Home,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,1.0,10.0,3.0,31.0,34.0,,,12.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,14.0,,6.6,1.0,4.0,,,,,1.0,23.0,,12.0,35.0,47.0,0,,58.0,,,,
2021-22,9576368,8,13,Leicester_City,Home,20756,40146,Ryan Bertrand,ryan-bertrand,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576368,8,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,4.0,12.0,39.0,51.0,,3.0,6.0,,,,,,,,5.0,,,,,,,,,,,,88.0,,2.0,,,,,,6.0,,6.9,,,,,,,,7.0,,16.0,41.0,57.0,0,1.0,61.0,,1.0,,
2021-22,9576368,8,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576368,8,13,Leicester_City,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,True,,,,,5.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,6.5,,,,,,,,,,,5.0,5.0,0,,5.0,,,,
2021-22,9576368,8,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,5.0,3.0,8.0,1.0,1.0,1.0,,,1.0,,,,2.0,5.0,,,,,1.0,,,,,2.0,,90.0,2.0,,,,,,,6.0,,7.7,,,,,1.0,,,,2.0,9.0,3.0,12.0,3,,22.0,1.0,4.0,,
2021-22,9576368,8,13,Leicester_City,Home,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576368,8,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,,13.0,13.0,26.0,1.0,1.0,4.0,,,1.0,1.0,,,3.0,5.0,,,,,,,,,1.0,,,90.0,,,,,,,,16.0,,6.8,,,1.0,3.0,1.0,2.0,,2.0,,22.0,16.0,36.0,2,3.0,63.0,2.0,1.0,,3.0
2021-22,9576368,8,13,Leicester_City,Home,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,2.0,16.0,34.0,50.0,,2.0,3.0,,,,,,,,3.0,,,,,,,,,,,,90.0,,,,,,,,5.0,,6.4,,,,1.0,,,,3.0,,19.0,34.0,53.0,0,,61.0,2.0,1.0,,
2021-22,9576368,8,13,Leicester_City,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,3.0,20.0,22.0,42.0,,1.0,4.0,,,1.0,,,1.0,3.0,2.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,13.0,,6.5,,,,1.0,2.0,,,6.0,,26.0,25.0,51.0,1,1.0,65.0,,,,
2021-22,9576368,8,13,Leicester_City,Home,331737,166989,Youri Tielemans,youri-tielemans,M,False,1.0,,3.0,37.0,30.0,66.0,,,7.0,,,,1.0,,,2.0,5.0,,,,,1.0,,,1.0,1.0,3.0,,90.0,2.0,1.0,,,,,,14.0,,8.4,,,2.0,,4.0,7.0,,4.0,,48.0,32.0,73.0,4,1.0,96.0,,1.0,3.0,1.0
2021-22,9576368,8,13,Leicester_City,Home,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,,7.0,1.0,8.0,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,3.0,,17.0,1.0,,,,,,,2.0,,7.5,,,,,,,,,,7.0,1.0,8.0,1,,14.0,1.0,,,
2021-22,9576368,8,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,,,2.0,19.0,9.0,28.0,,,5.0,,,1.0,3.0,,1.0,6.0,6.0,,,,,,,,,,,,73.0,1.0,,,,,,,10.0,,6.8,,,1.0,,2.0,,,4.0,,24.0,9.0,33.0,3,1.0,51.0,2.0,5.0,,1.0
2021-22,9576368,8,13,Leicester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,False,,,1.0,11.0,2.0,13.0,4.0,1.0,4.0,,,1.0,1.0,,,12.0,9.0,,,4.0,1.0,,,,,1.0,1.0,,77.0,1.0,,,,,,,16.0,,7.3,,,1.0,,6.0,,,2.0,,15.0,2.0,17.0,3,3.0,49.0,9.0,2.0,3.0,1.0
2021-22,9576368,8,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,2.0,14.0,37.0,51.0,1.0,,3.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,90.0,1.0,,,,,,,6.0,,7.2,,,1.0,2.0,,,,5.0,,18.0,39.0,57.0,2,1.0,63.0,,,,
2021-22,9576368,8,13,Leicester_City,Home,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576368,8,13,Leicester_City,Home,833057,197469,Hamza Choudhury,hamza-choudhury,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576368,8,13,Leicester_City,Home,855647,201666,Harvey Barnes,harvey-barnes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576368,8,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,2.0,,2.0,1.0,1.0,,1.0,,,,,1.0,3.0,3.0,,,1.0,,1.0,,,,1.0,1.0,,13.0,3.0,,,,,,,4.0,,8.1,,,,,,,,,,4.0,,4.0,3,1.0,13.0,1.0,1.0,,1.0
2021-22,9576368,8,13,Leicester_City,Home,887581,225902,Boubakary Soumaré,boubakary-soumare,M,False,,,2.0,18.0,23.0,41.0,,1.0,7.0,,,,,,,1.0,2.0,,,,,,,,,3.0,,,90.0,,,,,,,,6.0,,6.7,,,,,1.0,,,3.0,,22.0,24.0,46.0,0,,53.0,,1.0,,
2021-22,9576373,9,13,Leicester_City,Away,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,5.0,3.0,18.0,21.0,1.0,,9.0,,,,,,,1.0,,,,,,,,,,,,,90.0,,,,,,,,18.0,,7.2,3.0,4.0,,,,,,23.0,,18.0,21.0,39.0,0,,48.0,,,,
2021-22,9576373,9,13,Leicester_City,Away,20756,40146,Ryan Bertrand,ryan-bertrand,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576373,9,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,3.0,7.0,25.0,32.0,1.0,5.0,8.0,,,,,,,2.0,7.0,,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,17.0,,7.0,,,,10.0,,,,11.0,,18.0,30.0,48.0,0,,66.0,1.0,2.0,,
2021-22,9576373,9,13,Leicester_City,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,True,,,2.0,1.0,4.0,5.0,,2.0,3.0,,,,,,,,2.0,,,,,,,,,,,,22.0,,2.0,,,,,,5.0,,7.0,,,,3.0,,,,3.0,,2.0,6.0,8.0,0,,16.0,2.0,,,
2021-22,9576373,9,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,3.0,,3.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,45.0,,,,,,,,2.0,,6.6,,,,,,,,,,4.0,1.0,5.0,0,,6.0,,,,
2021-22,9576373,9,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576373,9,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,1.0,,2.0,18.0,16.0,33.0,,1.0,10.0,,,,1.0,,,3.0,10.0,,,,,,,,,1.0,1.0,,90.0,,,,,,,,13.0,,7.1,,,,4.0,4.0,1.0,,6.0,,24.0,19.0,42.0,0,4.0,73.0,,3.0,2.0,1.0
2021-22,9576373,9,13,Leicester_City,Away,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,4.0,13.0,24.0,37.0,4.0,3.0,8.0,,,,,,,6.0,7.0,,,1.0,,,,,,,,,90.0,,,,,,,,13.0,,6.7,,,,4.0,1.0,,,7.0,,16.0,32.0,48.0,0,2.0,60.0,1.0,2.0,,
