playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,setPiecesGoals,foulWonPenalty,leftFootGoals,headedGoals,freekickTotal,attemptsFromSetPieces,ownGoalScored,penaltiesConceded,throwInsToOppositionPlayer,gkSuccessfulDistribution,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,crossesNotClaimed,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,penaltiesTaken,penaltyGoals,penaltiesFaced,drops,overruns,totalTouchesInOppositionBox,winningGoal,timesTackled,penaltyGoalsConceded,secondGoalAssists,awayGoals,homeGoals,goalKicks,lastPlayerTackle,penaltiesSaved,savesFromPenalty,otherGoals
49579,Pedro,Forward,Chelsea,8,Spain,2015-16,147.0,15.0,4.6433,0.0,20.0,16.0,6.7936,37.0,37.0,4.0,133.0,29.0,2.0,46.0,24.0,158.0,53.0,971.0,7.0,5.0,8.0,5.0,16.0,26.0,2.0,3.0,18.0,6.0,2040.0,6.0,3.0,18.0,142.0,4.0,61.0,134.0,771.0,3.0,28.7093,40.0,1.0,5.0,28.0,12.0,129.0,268.0,46.0,289.0,30.0,238.0,153.0,29.0,3.0,2.0,3.0,38.0,563.0,24.0,65.0,12.0,263.0,8.0,0.0,961.0,21.0,24.0,358.0,34.0,52.0,,215.0,23.0,23.0,11.0,,42.0,250.0,1478.0,10.0,15.0,1.0,8.0,7.0,268.0,14.0,3.0,5.7763,3.0,25.0,40.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48847,Radamel Falcao,Forward,Chelsea,8,Colombia,2015-16,29.0,,0.0502,0.0,2.0,5.0,1.0223,2.0,9.0,,21.0,10.0,,2.0,1.0,21.0,,84.0,1.0,2.0,2.0,9.0,,24.0,,,,4.0,228.0,4.0,3.0,14.0,19.0,2.0,2.0,9.0,61.0,,5.3135,2.0,,1.0,8.0,,15.0,20.0,5.0,48.0,1.0,14.0,4.0,10.0,,,,3.0,47.0,6.0,,,24.0,10.0,0.0,80.0,4.0,1.0,35.0,2.0,2.0,,19.0,7.0,3.0,,,2.0,31.0,127.0,,,,2.0,,16.0,3.0,,0.7576,1.0,,4.0,0.1171,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173879,Tammy Abraham,Forward,Chelsea,8,England,2015-16,6.0,,0.002,0.0,1.0,,,,1.0,,3.0,2.0,,,,3.0,2.0,10.0,,3.0,,2.0,,1.0,,,,,53.0,,,,2.0,1.0,,1.0,7.0,,1.4409,,,,2.0,1.0,6.0,5.0,,8.0,,3.0,,2.0,,,,1.0,6.0,1.0,2.0,1.0,7.0,1.0,0.0,8.0,1.0,,10.0,,1.0,,1.0,2.0,,,,,1.0,21.0,,,,,,1.0,,1.0,0.1506,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47431,Willian,Forward,Chelsea,8,Brazil,2015-16,171.0,4.0,7.8109,0.0,19.0,20.0,7.7025,42.0,41.0,9.0,214.0,35.0,6.0,74.0,32.0,264.0,69.0,1500.0,5.0,3.0,9.0,3.0,137.0,29.0,3.0,8.0,52.0,7.0,2749.0,7.0,5.0,26.0,196.0,8.0,52.0,193.0,1135.0,40.0,36.9833,75.0,4.0,5.0,40.0,10.0,145.0,239.0,67.0,367.0,18.0,413.0,177.0,35.0,8.0,4.0,13.0,42.0,952.0,32.0,181.0,10.0,338.0,3.0,0.0,1454.0,21.0,46.0,605.0,29.0,84.0,1.0,508.0,27.0,20.0,83.0,,101.0,340.0,2229.0,23.0,14.0,,9.0,3.0,336.0,17.0,,4.3799,5.0,50.0,45.0,1.1664,2.0,1.0,1.0,,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59125,Connor Wickham,Forward,C Palace,31,England,2015-16,183.0,2.0,0.7149,0.0,6.0,9.0,3.7626,13.0,28.0,1.0,122.0,21.0,3.0,56.0,15.0,129.0,9.0,387.0,5.0,2.0,3.0,6.0,,158.0,,2.0,2.0,2.0,1324.0,2.0,12.0,103.0,93.0,6.0,20.0,38.0,235.0,,14.347,9.0,2.0,20.0,18.0,3.0,80.0,103.0,19.0,276.0,12.0,118.0,35.0,21.0,2.0,2.0,2.0,7.0,178.0,12.0,9.0,3.0,118.0,55.0,0.0,377.0,19.0,8.0,241.0,11.0,8.0,3.0,72.0,32.0,4.0,,,23.0,94.0,632.0,7.0,10.0,2.0,3.0,2.0,82.0,14.0,1.0,4.3143,1.0,7.0,15.0,,,,3.0,,,,,,9.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
104547,Dwight Gayle,Forward,C Palace,31,England,2015-16,66.0,3.0,,1.0,4.0,9.0,,11.0,18.0,,36.0,16.0,,12.0,8.0,42.0,6.0,144.0,3.0,2.0,,8.0,,57.0,1.0,,3.0,,768.0,,3.0,35.0,68.0,,6.0,46.0,101.0,,,8.0,,3.0,10.0,,31.0,35.0,35.0,134.0,4.0,41.0,23.0,16.0,,3.0,2.0,2.0,85.0,10.0,6.0,,77.0,22.0,0.0,138.0,9.0,4.0,92.0,9.0,1.0,,31.0,20.0,3.0,,,1.0,37.0,282.0,3.0,5.0,1.0,,3.0,20.0,9.0,1.0,,1.0,6.0,9.0,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
17500,Emmanuel Adebayor,Forward,C Palace,31,Togo,2015-16,84.0,1.0,,0.0,2.0,4.0,,2.0,10.0,,53.0,12.0,1.0,29.0,7.0,55.0,5.0,230.0,1.0,11.0,,5.0,,63.0,,,1.0,,616.0,,6.0,43.0,32.0,2.0,7.0,12.0,168.0,,,5.0,,7.0,15.0,,41.0,79.0,5.0,116.0,3.0,42.0,12.0,12.0,,,,5.0,136.0,13.0,5.0,,53.0,20.0,0.0,223.0,6.0,6.0,114.0,2.0,5.0,,47.0,10.0,1.0,,,7.0,62.0,338.0,4.0,5.0,1.0,,1.0,40.0,5.0,1.0,,1.0,2.0,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,43.0,0.0,31.0,2.0,,0.0,1.0,,,,,
28541,Fraizer Campbell,Forward,C Palace,31,England,2015-16,35.0,,0.079,0.0,,1.0,0.5408,3.0,4.0,,18.0,11.0,,12.0,4.0,19.0,3.0,76.0,,6.0,,7.0,,20.0,,,,1.0,360.0,1.0,2.0,13.0,15.0,2.0,7.0,8.0,56.0,,6.8441,1.0,,2.0,8.0,,22.0,15.0,2.0,50.0,3.0,21.0,13.0,11.0,,,2.0,4.0,41.0,6.0,3.0,,30.0,7.0,0.0,71.0,3.0,2.0,51.0,1.0,3.0,,20.0,8.0,4.0,,,1.0,20.0,133.0,,4.0,,,,16.0,4.0,1.0,0.9274,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15675,Marouane Chamakh,Forward,C Palace,31,Morocco,2015-16,29.0,,0.1052,0.0,,1.0,0.359,7.0,2.0,,20.0,10.0,,15.0,1.0,20.0,1.0,93.0,,4.0,,9.0,,22.0,,,,1.0,250.0,1.0,3.0,14.0,23.0,,3.0,15.0,72.0,,4.4669,4.0,,3.0,4.0,,15.0,24.0,7.0,52.0,1.0,25.0,5.0,10.0,,,2.0,2.0,56.0,4.0,1.0,,30.0,8.0,0.0,90.0,1.0,1.0,32.0,5.0,1.0,2.0,15.0,7.0,1.0,,,1.0,29.0,133.0,,1.0,,,,17.0,3.0,,0.4497,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138009,Sullay Kaikai,Forward,C Palace,31,Sierra Leone,2015-16,2.0,,0.0843,0.0,2.0,1.0,0.2744,2.0,1.0,,1.0,1.0,,2.0,,1.0,3.0,13.0,,,1.0,1.0,3.0,,,,1.0,1.0,45.0,1.0,,,2.0,,,2.0,12.0,1.0,2.0283,2.0,,,3.0,1.0,2.0,4.0,,4.0,,3.0,2.0,1.0,,,1.0,,10.0,3.0,5.0,1.0,4.0,,0.0,13.0,,1.0,7.0,1.0,,,3.0,1.0,,2.0,,,3.0,25.0,,,,1.0,,3.0,,,0.1348,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82403,Wilfried Zaha,Forward,C Palace,31,Cote d’Ivoire,2015-16,271.0,28.0,3.7951,0.0,9.0,9.0,2.0986,46.0,23.0,3.0,108.0,34.0,1.0,23.0,30.0,129.0,90.0,554.0,2.0,8.0,3.0,4.0,3.0,30.0,4.0,2.0,28.0,5.0,2492.0,5.0,4.0,19.0,272.0,10.0,52.0,261.0,405.0,,35.9114,39.0,2.0,7.0,37.0,6.0,252.0,99.0,90.0,543.0,30.0,175.0,198.0,34.0,2.0,2.0,8.0,117.0,318.0,27.0,90.0,6.0,513.0,11.0,0.0,546.0,14.0,36.0,536.0,38.0,127.0,,147.0,40.0,26.0,,,20.0,133.0,1424.0,25.0,12.0,1.0,3.0,16.0,135.0,11.0,,2.4294,5.0,21.0,33.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55452,Yannick Bolasie,Forward,C Palace,31,DR Congo,2015-16,192.0,25.0,2.3991,0.0,13.0,26.0,4.1674,26.0,44.0,1.0,116.0,26.0,3.0,43.0,23.0,139.0,113.0,506.0,5.0,17.0,9.0,3.0,1.0,54.0,5.0,11.0,25.0,10.0,2076.0,10.0,7.0,34.0,153.0,3.0,37.0,133.0,355.0,,23.8845,20.0,1.0,27.0,21.0,4.0,158.0,104.0,33.0,345.0,15.0,166.0,92.0,26.0,11.0,2.0,8.0,67.0,294.0,18.0,113.0,4.0,291.0,20.0,0.0,501.0,18.0,42.0,447.0,18.0,75.0,6.0,89.0,25.0,10.0,,,12.0,147.0,1130.0,14.0,4.0,1.0,9.0,10.0,98.0,13.0,,4.1637,2.0,23.0,24.0,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26921,Arouna Koné,Forward,Everton,11,Cote d’Ivoire,2015-16,141.0,4.0,2.2459,0.0,9.0,14.0,5.3202,25.0,27.0,2.0,88.0,25.0,4.0,35.0,16.0,92.0,5.0,580.0,5.0,4.0,2.0,9.0,,61.0,1.0,1.0,4.0,8.0,1458.0,8.0,3.0,46.0,74.0,2.0,30.0,59.0,476.0,,21.4589,10.0,,7.0,21.0,7.0,95.0,179.0,11.0,215.0,17.0,120.0,72.0,25.0,1.0,2.0,5.0,21.0,354.0,19.0,5.0,7.0,154.0,15.0,0.0,576.0,13.0,9.0,215.0,20.0,24.0,1.0,121.0,15.0,9.0,,,12.0,160.0,857.0,1.0,10.0,,2.0,1.0,138.0,9.0,,4.2655,1.0,4.0,16.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,1.0,,,,,,,
80181,Conor McAleny,Forward,Everton,11,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94924,Gerard Deulofeu,Forward,Everton,11,Spain,2015-16,103.0,15.0,3.5148,0.0,2.0,6.0,1.7282,16.0,7.0,10.0,111.0,26.0,8.0,4.0,16.0,138.0,97.0,523.0,2.0,2.0,,10.0,32.0,8.0,,2.0,22.0,2.0,1384.0,2.0,2.0,7.0,77.0,1.0,39.0,76.0,347.0,7.0,19.9788,28.0,3.0,5.0,24.0,2.0,96.0,37.0,14.0,180.0,20.0,127.0,68.0,26.0,2.0,1.0,,45.0,315.0,23.0,119.0,2.0,172.0,1.0,0.0,516.0,1.0,33.0,383.0,16.0,46.0,,255.0,3.0,14.0,20.0,,38.0,104.0,940.0,20.0,11.0,,,1.0,92.0,1.0,,1.311,2.0,27.0,10.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,
113688,Oumar Niasse,Forward,Everton,11,Senegal,2015-16,17.0,2.0,0.3764,0.0,,1.0,0.0483,4.0,2.0,1.0,10.0,5.0,,2.0,2.0,10.0,1.0,43.0,,,,3.0,,11.0,,1.0,2.0,,142.0,,,9.0,10.0,,3.0,8.0,32.0,,4.4893,3.0,,,6.0,,8.0,13.0,3.0,27.0,3.0,12.0,5.0,5.0,1.0,,1.0,2.0,22.0,6.0,1.0,,16.0,2.0,0.0,40.0,1.0,,21.0,3.0,1.0,,6.0,2.0,3.0,,,1.0,12.0,73.0,,2.0,,,,13.0,,,0.2945,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66749,Romelu Lukaku,Forward,Everton,11,Belgium,2015-16,301.0,6.0,3.191,0.0,32.0,48.0,17.9394,13.0,86.0,7.0,292.0,37.0,6.0,127.0,36.0,301.0,25.0,1098.0,18.0,16.0,11.0,1.0,,237.0,6.0,5.0,6.0,25.0,3174.0,25.0,22.0,144.0,172.0,4.0,31.0,79.0,774.0,,49.9583,45.0,1.0,5.0,52.0,21.0,157.0,241.0,25.0,473.0,9.0,261.0,47.0,37.0,5.0,4.0,5.0,36.0,648.0,48.0,25.0,21.0,236.0,93.0,0.0,1015.0,38.0,25.0,548.0,8.0,41.0,3.0,286.0,30.0,,,,23.0,310.0,1603.0,2.0,8.0,7.0,11.0,,155.0,6.0,3.0,17.7789,3.0,9.0,30.0,0.3888,,1.0,10.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,2.0,1.0,,,,4.0,,,5.0,2.0,,,,,,,
172632,Demarai Gray,Forward,Leicester,13,Jamaica,2015-16,24.0,2.0,0.131,0.0,1.0,3.0,0.6115,3.0,4.0,,15.0,12.0,1.0,,1.0,19.0,5.0,89.0,,,1.0,11.0,7.0,3.0,,1.0,4.0,2.0,177.0,2.0,1.0,2.0,20.0,,10.0,19.0,66.0,2.0,3.3113,5.0,2.0,2.0,3.0,,22.0,22.0,4.0,44.0,7.0,29.0,17.0,12.0,1.0,,,11.0,59.0,3.0,8.0,,41.0,1.0,0.0,85.0,1.0,5.0,45.0,3.0,12.0,1.0,9.0,3.0,6.0,3.0,,4.0,29.0,165.0,4.0,1.0,,1.0,2.0,15.0,3.0,,0.5289,0.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101668,Jamie Vardy,Forward,Leicester,13,England,2015-16,328.0,10.0,4.2991,1.0,22.0,53.0,22.3257,35.0,93.0,3.0,206.0,36.0,6.0,74.0,36.0,214.0,39.0,625.0,24.0,26.0,7.0,,2.0,290.0,11.0,6.0,10.0,23.0,3139.0,23.0,10.0,198.0,194.0,4.0,46.0,102.0,395.0,,36.3632,42.0,,7.0,32.0,15.0,130.0,181.0,29.0,522.0,23.0,147.0,96.0,36.0,6.0,18.0,2.0,52.0,322.0,28.0,39.0,15.0,232.0,92.0,0.0,610.0,40.0,43.0,410.0,33.0,39.0,3.0,143.0,42.0,18.0,,,16.0,154.0,1132.0,5.0,7.0,6.0,7.0,1.0,99.0,22.0,2.0,23.0743,5.0,8.0,34.0,0.0914,,7.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,1.0,6.0,5.0,,,,,,,,,,,,,,,
167867,Joseph Dodoo,Forward,Leicester,13,England,2015-16,5.0,,0.0008,0.0,,,,,,,2.0,1.0,,,,3.0,,6.0,,,,1.0,,2.0,,,,,19.0,,,2.0,1.0,,,1.0,3.0,,,,,,,,3.0,1.0,1.0,6.0,,4.0,1.0,1.0,,,,,2.0,,,,4.0,,0.0,6.0,,1.0,5.0,,,,,2.0,,,,,1.0,9.0,,,,,1.0,1.0,2.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54316,Leonardo Ulloa,Forward,Leicester,13,Argentina,2015-16,183.0,1.0,1.1272,0.0,5.0,10.0,5.7083,27.0,28.0,2.0,111.0,29.0,2.0,38.0,7.0,118.0,8.0,399.0,6.0,6.0,2.0,22.0,,156.0,,,1.0,4.0,968.0,4.0,2.0,103.0,107.0,1.0,29.0,54.0,275.0,,10.8828,12.0,1.0,21.0,11.0,3.0,80.0,84.0,18.0,290.0,13.0,122.0,49.0,29.0,,3.0,8.0,10.0,214.0,10.0,8.0,3.0,134.0,53.0,0.0,392.0,18.0,10.0,214.0,19.0,11.0,1.0,83.0,20.0,7.0,,,6.0,110.0,646.0,,5.0,,2.0,4.0,68.0,4.0,4.0,6.8939,0.0,7.0,25.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
103025,Riyad Mahrez,Forward,Leicester,13,Algeria,2015-16,342.0,17.0,8.6206,0.0,25.0,39.0,16.8473,53.0,61.0,18.0,227.0,37.0,11.0,49.0,36.0,273.0,55.0,1034.0,17.0,4.0,15.0,1.0,35.0,100.0,6.0,12.0,32.0,10.0,3052.0,10.0,1.0,65.0,302.0,4.0,94.0,267.0,708.0,13.0,31.5058,57.0,5.0,14.0,26.0,10.0,277.0,85.0,83.0,644.0,58.0,384.0,219.0,37.0,12.0,2.0,14.0,101.0,566.0,22.0,82.0,10.0,544.0,35.0,0.0,999.0,22.0,30.0,653.0,39.0,131.0,4.0,378.0,19.0,38.0,13.0,,53.0,187.0,1994.0,27.0,24.0,2.0,15.0,15.0,227.0,5.0,1.0,12.7205,1.0,46.0,40.0,0.3632,,1.0,13.0,1.0,5.0,5.0,,,2.0,,,,,,,,,,,,,6.0,4.0,,,,,,,,,,,,,,,1.0
78412,Shinji Okazaki,Forward,Leicester,13,Japan,2015-16,264.0,,1.0626,0.0,12.0,12.0,4.7948,37.0,34.0,1.0,133.0,36.0,,55.0,28.0,136.0,9.0,542.0,5.0,8.0,3.0,8.0,,185.0,,,,7.0,2070.0,7.0,6.0,132.0,152.0,2.0,31.0,99.0,401.0,,22.2411,20.0,1.0,6.0,21.0,9.0,132.0,114.0,47.0,416.0,22.0,145.0,78.0,36.0,,3.0,8.0,36.0,286.0,19.0,9.0,9.0,231.0,53.0,0.0,499.0,22.0,12.0,300.0,29.0,17.0,3.0,150.0,31.0,15.0,,,5.0,133.0,926.0,,25.0,2.0,3.0,2.0,120.0,13.0,1.0,8.3202,1.0,3.0,30.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54861,Christian Benteke,Forward,Liverpool,14,Belgium,2015-16,165.0,1.0,1.7919,0.0,16.0,20.0,8.6569,8.0,45.0,1.0,169.0,29.0,3.0,65.0,14.0,173.0,,516.0,9.0,17.0,5.0,15.0,1.0,226.0,5.0,,1.0,11.0,1518.0,11.0,9.0,96.0,175.0,2.0,13.0,45.0,330.0,,17.6477,28.0,,13.0,20.0,11.0,69.0,126.0,26.0,340.0,3.0,145.0,36.0,29.0,,6.0,2.0,12.0,263.0,18.0,,11.0,114.0,130.0,0.0,494.0,25.0,15.0,272.0,6.0,14.0,,100.0,29.0,,,,13.0,145.0,748.0,,3.0,1.0,5.0,1.0,81.0,8.0,1.0,9.1491,2.0,4.0,28.0,0.1974,,1.0,,3.0,2.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
40755,Daniel Sturridge,Forward,Liverpool,14,England,2015-16,69.0,1.0,0.8499,0.0,6.0,23.0,8.7506,3.0,42.0,4.0,66.0,14.0,1.0,37.0,11.0,69.0,8.0,317.0,8.0,7.0,2.0,3.0,1.0,29.0,,5.0,1.0,10.0,979.0,10.0,1.0,24.0,33.0,1.0,19.0,28.0,235.0,,11.3212,6.0,1.0,4.0,16.0,4.0,45.0,54.0,12.0,102.0,3.0,89.0,30.0,14.0,5.0,1.0,2.0,8.0,192.0,15.0,10.0,4.0,73.0,5.0,0.0,299.0,19.0,13.0,144.0,1.0,13.0,,100.0,2.0,3.0,1.0,,13.0,74.0,499.0,2.0,5.0,2.0,2.0,,57.0,2.0,,5.1099,0.0,3.0,5.0,0.1237,,,4.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84939,Danny Ings,Forward,Liverpool,14,England,2015-16,22.0,1.0,0.4625,0.0,3.0,5.0,1.5302,1.0,7.0,1.0,16.0,6.0,,5.0,3.0,19.0,2.0,80.0,2.0,2.0,2.0,3.0,1.0,10.0,,1.0,1.0,2.0,340.0,2.0,,7.0,12.0,,6.0,9.0,58.0,,5.338,5.0,,2.0,7.0,1.0,15.0,22.0,5.0,34.0,3.0,23.0,9.0,6.0,1.0,,,5.0,47.0,7.0,2.0,1.0,24.0,3.0,0.0,73.0,2.0,4.0,42.0,1.0,3.0,,18.0,7.0,1.0,,,3.0,17.0,137.0,2.0,2.0,,2.0,2.0,15.0,4.0,,1.3727,1.0,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152760,Divock Origi,Forward,Liverpool,14,Belgium,2015-16,78.0,3.0,0.7993,0.0,7.0,12.0,3.2439,5.0,17.0,,39.0,16.0,1.0,9.0,7.0,41.0,11.0,164.0,5.0,10.0,3.0,9.0,,36.0,1.0,1.0,3.0,6.0,666.0,6.0,3.0,29.0,39.0,1.0,6.0,32.0,123.0,,8.1828,8.0,,1.0,8.0,4.0,49.0,48.0,13.0,117.0,3.0,34.0,26.0,16.0,1.0,3.0,1.0,9.0,98.0,7.0,11.0,4.0,81.0,7.0,0.0,161.0,5.0,8.0,114.0,4.0,14.0,,30.0,11.0,,,,,52.0,308.0,,5.0,1.0,3.0,,28.0,3.0,,2.7058,0.0,2.0,8.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133801,Jerome Sinclair,Forward,Liverpool,14,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92217,Roberto Firmino,Forward,Liverpool,14,Brazil,2015-16,215.0,2.0,4.265,0.0,17.0,25.0,9.3698,67.0,46.0,10.0,215.0,31.0,7.0,82.0,24.0,233.0,30.0,998.0,10.0,15.0,7.0,7.0,11.0,71.0,1.0,3.0,3.0,12.0,1981.0,12.0,9.0,62.0,139.0,4.0,63.0,130.0,743.0,1.0,18.5718,42.0,,12.0,28.0,10.0,153.0,256.0,20.0,354.0,33.0,227.0,138.0,31.0,3.0,6.0,11.0,35.0,534.0,24.0,35.0,10.0,283.0,9.0,0.0,975.0,21.0,21.0,435.0,56.0,43.0,2.0,288.0,29.0,16.0,5.0,,22.0,227.0,1501.0,10.0,17.0,4.0,7.0,3.0,234.0,16.0,1.0,6.2551,1.0,18.0,40.0,0.061,,,3.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141921,Sheyi Ojo,Forward,Liverpool,14,England,2015-16,31.0,3.0,0.8334,0.0,3.0,1.0,0.104,9.0,2.0,,19.0,8.0,3.0,4.0,5.0,19.0,11.0,140.0,,,1.0,3.0,6.0,8.0,,1.0,4.0,,396.0,,1.0,6.0,32.0,1.0,4.0,30.0,118.0,1.0,4.3907,9.0,,1.0,6.0,2.0,25.0,18.0,8.0,63.0,2.0,36.0,26.0,8.0,1.0,,2.0,11.0,84.0,5.0,15.0,2.0,55.0,2.0,0.0,138.0,1.0,5.0,71.0,7.0,13.0,,39.0,3.0,2.0,4.0,,3.0,47.0,240.0,1.0,3.0,,1.0,,41.0,2.0,,0.2314,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109652,Brandon Barker,Forward,Man City,43,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173515,Kelechi Iheanacho,Forward,Man City,43,Nigeria,2015-16,116.0,1.0,1.354,0.0,7.0,12.0,6.9534,14.0,21.0,,78.0,26.0,1.0,42.0,7.0,80.0,9.0,346.0,8.0,3.0,4.0,19.0,1.0,63.0,1.0,1.0,1.0,3.0,751.0,3.0,5.0,49.0,46.0,1.0,21.0,32.0,261.0,,10.7175,13.0,,6.0,12.0,3.0,67.0,57.0,5.0,162.0,4.0,102.0,27.0,26.0,1.0,1.0,3.0,5.0,198.0,11.0,9.0,3.0,99.0,14.0,0.0,329.0,9.0,6.0,162.0,11.0,13.0,,88.0,17.0,3.0,,,5.0,99.0,513.0,4.0,5.0,,4.0,1.0,69.0,4.0,,4.5527,1.0,2.0,11.0,,,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0
103955,Raheem Sterling,Forward,Man City,43,England,2015-16,167.0,2.0,2.59,0.0,16.0,22.0,6.901,34.0,36.0,4.0,114.0,31.0,2.0,60.0,23.0,124.0,52.0,846.0,6.0,5.0,5.0,8.0,5.0,30.0,1.0,4.0,5.0,12.0,1925.0,12.0,4.0,22.0,136.0,5.0,55.0,128.0,712.0,2.0,26.4802,33.0,4.0,3.0,30.0,11.0,145.0,279.0,53.0,303.0,19.0,213.0,117.0,31.0,4.0,5.0,9.0,38.0,574.0,25.0,53.0,11.0,273.0,8.0,0.0,842.0,14.0,22.0,336.0,25.0,41.0,,117.0,26.0,16.0,1.0,,10.0,237.0,1310.0,3.0,15.0,,5.0,4.0,153.0,7.0,5.0,6.5227,1.0,10.0,21.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,
